weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,1,1,0.12,138,30,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.38,0.19,0.19,0.76,1,0.29,128,29,NA
10,SGroup-RandomForest,inc case,4,Overall,1.41,0.79,0.69,0.17,1,0.68,109,30,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,0.28,0.1,0.11,0.43,0.87,-0.1,134,30,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.46,0.19,0.2,0.62,0.9,0.34,124,28,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.36,0.24,0.25,0.66,1,0.36,122,28,NA
10,fjordhest-ensemble,inc case,4,Overall,0.41,0.21,0.22,0.6,0.95,0.35,82,18,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,1,1,0.12,138,30,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.42,0.23,0.23,0.76,0.99,0.28,131,30,NA
10,SGroup-RandomForest,inc case,3,Overall,1.36,0.89,0.88,0.25,1,0.64,138,30,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,0.29,0.12,0.12,0.42,0.87,-0.1,132,30,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.52,0.22,0.21,0.62,0.92,0.31,125,28,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.75,0.37,0.37,0.65,1,0.35,128,28,NA
10,fjordhest-ensemble,inc case,3,Overall,0.43,0.23,0.25,0.61,0.95,0.33,82,18,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,1,1,0.13,138,30,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.41,0.22,0.22,0.73,1,0.25,132,30,NA
10,SGroup-RandomForest,inc case,2,Overall,1.31,0.92,0.91,0.35,1,0.51,138,30,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.28,0.13,0.14,0.44,0.89,-0.11,132,30,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.55,0.24,0.22,0.63,0.92,0.29,126,28,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.71,0.35,0.35,0.66,0.99,0.31,131,29,NA
10,fjordhest-ensemble,inc case,2,Overall,0.45,0.23,0.24,0.62,0.94,0.32,81,18,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.99,1,0.15,138,30,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.4,0.19,0.19,0.79,1,0.2,132,30,NA
10,SGroup-RandomForest,inc case,1,Overall,1.3,0.87,0.88,0.64,0.98,0.32,138,30,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.32,0.16,0.16,0.44,0.88,-0.17,133,30,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.58,0.28,0.27,0.7,0.92,0.22,126,28,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.64,0.32,0.33,0.68,0.99,0.25,132,29,NA
10,fjordhest-ensemble,inc case,1,Overall,0.54,0.23,0.22,0.64,0.92,0.26,80,18,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,0.1,113,26,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.56,0.31,0.3,0.89,1,0.21,96,23,NA
10,SGroup-RandomForest,inc death,4,Overall,1.04,0.59,0.53,0.38,0.94,0.33,90,26,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,0.55,0.26,0.24,0.7,0.94,0.02,108,26,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.06,0.49,0.57,0.59,0.89,0.39,88,22,NA
10,epiforecasts-weeklygrowth,inc death,4,Overall,2317.84,977.2,1297.68,0.74,0.99,0.19,90,21,NA
10,fjordhest-ensemble,inc death,4,Overall,0.69,0.35,0.28,0.75,0.97,0.26,77,17,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,0.99,1,0.09,113,26,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.53,0.3,0.3,0.85,1,0.15,98,24,NA
10,SGroup-RandomForest,inc death,3,Overall,0.81,0.49,0.49,0.42,0.95,0.26,113,26,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,0.49,0.26,0.24,0.65,0.93,-0.06,107,26,NA
10,epiforecasts-tsensemble,inc death,3,Overall,1.01,0.5,0.64,0.6,0.92,0.35,88,21,NA
10,epiforecasts-weeklygrowth,inc death,3,Overall,1368.77,668.09,660.08,0.65,0.96,0.23,108,25,NA
10,fjordhest-ensemble,inc death,3,Overall,0.67,0.34,0.29,0.73,0.99,0.22,77,17,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.97,1,0.07,113,26,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.54,0.3,0.31,0.87,1,0.09,98,24,NA
10,SGroup-RandomForest,inc death,2,Overall,0.97,0.62,0.61,0.49,0.94,0.13,113,26,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,0.51,0.28,0.27,0.61,0.95,-0.13,107,26,NA
10,epiforecasts-tsensemble,inc death,2,Overall,0.94,0.51,0.65,0.65,0.91,0.32,89,21,NA
10,epiforecasts-weeklygrowth,inc death,2,Overall,986.52,467.52,446.68,0.69,0.98,0.18,110,26,NA
10,fjordhest-ensemble,inc death,2,Overall,0.68,0.35,0.29,0.75,1,0.12,76,17,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.93,1,0.06,113,26,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.57,0.34,0.32,0.84,1,0.08,97,24,NA
10,SGroup-RandomForest,inc death,1,Overall,1.05,0.79,0.88,0.61,0.92,0.05,113,26,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,0.49,0.32,0.32,0.64,0.92,-0.14,106,26,NA
10,epiforecasts-tsensemble,inc death,1,Overall,0.87,0.54,0.69,0.74,0.92,0.28,89,21,NA
10,epiforecasts-weeklygrowth,inc death,1,Overall,175.43,175.72,146.94,0.71,0.97,0.15,110,26,NA
10,fjordhest-ensemble,inc death,1,Overall,0.6,0.36,0.32,0.65,1,0.08,75,17,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.95,1,0.22,64,11,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,0.72,0.61,0.62,0.73,0.97,0.26,59,11,NA
10,epiforecasts-EpiNow2,inc hosp,4,Overall,0.34,0.34,0.35,0.54,0.84,-0.13,63,11,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,0.79,0.82,0.86,0.64,0.86,0.24,64,11,NA
10,epiforecasts-weeklygrowth,inc hosp,4,Overall,0.71,0.69,0.66,0.41,0.97,0.39,58,10,NA
10,fjordhest-ensemble,inc hosp,4,Overall,0.79,0.76,0.73,0.62,0.98,0.3,45,9,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.95,1,0.21,64,11,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.69,0.55,0.55,0.78,0.98,0.22,58,11,NA
10,epiforecasts-EpiNow2,inc hosp,3,Overall,0.34,0.32,0.32,0.51,0.84,-0.14,63,11,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,0.87,0.78,0.81,0.64,0.88,0.22,64,11,NA
10,epiforecasts-weeklygrowth,inc hosp,3,Overall,0.7,0.62,0.59,0.45,0.98,0.36,58,10,NA
10,fjordhest-ensemble,inc hosp,3,Overall,0.58,0.55,0.55,0.7,1,0.2,44,9,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.91,1,0.19,64,11,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.67,0.48,0.47,0.74,1,0.18,57,10,NA
10,epiforecasts-EpiNow2,inc hosp,2,Overall,0.4,0.34,0.33,0.51,0.86,-0.19,63,11,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,0.83,0.68,0.71,0.62,0.91,0.19,64,11,NA
10,epiforecasts-weeklygrowth,inc hosp,2,Overall,0.63,0.49,0.47,0.48,1,0.28,58,10,NA
10,fjordhest-ensemble,inc hosp,2,Overall,0.47,0.42,0.44,0.7,1,0.1,43,8,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.86,1,0.15,64,11,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.66,0.44,0.43,0.71,1,0.13,58,11,NA
10,epiforecasts-EpiNow2,inc hosp,1,Overall,0.49,0.34,0.34,0.53,0.89,-0.18,62,11,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,0.8,0.57,0.6,0.66,0.98,0.14,64,11,NA
10,epiforecasts-weeklygrowth,inc hosp,1,Overall,0.61,0.44,0.44,0.58,1,0.19,64,11,NA
10,fjordhest-ensemble,inc hosp,1,Overall,0.55,0.39,0.39,0.7,1,0.05,44,9,NA
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,1,0.1,5,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,4,BE,0.36,0.14,0.13,1,1,0.12,5,1,Belgium
10,SGroup-RandomForest,inc case,4,BE,4.28,1.03,1.01,0,1,0.82,4,1,Belgium
10,epiforecasts-tsensemble,inc case,4,BE,0.3,0.12,0.12,1,1,0,5,1,Belgium
