weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,DSMPG-bayes,inc case,1,Overall,1.35,1.22,0.37,0.86,0.44,87,25,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.16,0.87,-0.04,159,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.98,0.91,0.62,0.96,0.05,159,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,1.4,1.28,0.47,0.92,0.04,159,32,NA
10,ILM-EKF,inc case,1,Overall,1.18,1.12,0.48,0.91,0.1,159,32,NA
10,LANL-GrowthRate,inc case,1,Overall,1.06,0.91,0.58,0.93,-0.22,159,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.2,NA,0.31,0.77,NA,159,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,1.37,NA,NA,NA,NA,64,32,NA
10,UMass-SemiMech,inc case,1,Overall,1.38,1.09,0.53,0.93,0.16,60,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.1,1.17,0.56,0.8,-0.11,159,32,NA
10,UVA-Ensemble,inc case,1,Overall,1.3,NA,0.21,0.53,NA,131,32,NA
10,bisop-seirfilterlite,inc case,1,Overall,2.53,2.09,0.18,0.39,0.46,28,28,NA
10,epiforecasts-EpiExpert,inc case,1,Overall,0.84,0.82,0.31,0.78,0.14,95,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.04,0.86,0.47,0.89,0.18,158,32,NA
10,DSMPG-bayes,inc case,2,Overall,1.55,1.48,0.36,0.91,0.36,66,25,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.27,0.81,-0.16,127,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,1.11,0.99,0.47,0.93,0.09,127,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.47,1.38,0.3,0.81,0.04,127,32,NA
10,ILM-EKF,inc case,2,Overall,1.48,1.41,0.38,0.87,0.1,127,32,NA
10,LANL-GrowthRate,inc case,2,Overall,0.99,0.92,0.39,0.89,-0.12,127,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.11,NA,0.32,0.69,NA,127,32,NA
10,UMass-SemiMech,inc case,2,Overall,1.49,0.96,0.29,0.89,0.37,28,28,NA
10,USC-SIkJalpha,inc case,2,Overall,0.99,1.08,0.42,0.71,-0.13,127,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.16,NA,0.1,0.37,NA,99,32,NA
10,epiforecasts-EpiExpert,inc case,2,Overall,1.04,1.1,0.29,0.69,0.09,87,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.18,1.1,0.45,0.85,0.17,127,32,NA
10,DSMPG-bayes,inc case,3,Overall,1.94,1.94,0.32,NA,0.37,47,25,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.31,0.79,-0.16,95,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.1,1.02,0.38,0.89,0.13,95,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.57,1.51,0.29,0.77,0.04,95,32,NA
10,ILM-EKF,inc case,3,Overall,1.52,1.46,0.38,0.88,0.09,95,32,NA
10,LANL-GrowthRate,inc case,3,Overall,0.95,0.87,0.31,0.81,-0.1,95,32,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.15,NA,0.35,0.73,NA,95,32,NA
10,USC-SIkJalpha,inc case,3,Overall,1.01,1.08,0.38,0.59,-0.17,95,32,NA
10,UVA-Ensemble,inc case,3,Overall,1.09,NA,0.06,0.21,NA,67,32,NA
10,epiforecasts-EpiExpert,inc case,3,Overall,1.12,1.14,0.25,0.69,0.14,80,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.23,1.23,0.47,0.83,0.19,95,32,NA
10,DSMPG-bayes,inc case,4,Overall,2.56,2.31,0.39,NA,0.3,23,22,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.33,0.73,-0.21,63,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.07,1.03,0.35,0.89,0.08,63,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.74,1.72,0.25,0.68,-0.04,63,32,NA
10,ILM-EKF,inc case,4,Overall,1.63,1.7,0.4,0.94,0.03,63,32,NA
10,LANL-GrowthRate,inc case,4,Overall,0.87,0.76,0.32,0.84,-0.15,63,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.17,NA,0.24,0.7,NA,63,32,NA
10,USC-SIkJalpha,inc case,4,Overall,0.99,1.08,0.35,0.59,-0.2,63,32,NA
10,UVA-Ensemble,inc case,4,Overall,1.12,NA,0.03,0.14,NA,35,32,NA
10,epiforecasts-EpiExpert,inc case,4,Overall,1.06,1.06,0.27,0.71,0.1,63,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.42,1.36,0.37,0.83,0.18,63,32,NA
10,LANL-GrowthRate,inc case,5,Overall,NA,NA,0.42,0.84,-0.07,31,31,NA
10,USC-SIkJalpha,inc case,5,Overall,NA,NA,0.23,0.55,-0.08,31,31,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.32,0.94,-0.05,160,32,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.68,0.75,0.76,0.99,0.07,160,32,NA
10,IEM_Health-CovidProject,inc death,1,Overall,0.98,1.04,0.69,0.99,-0.18,160,32,NA
10,ILM-EKF,inc death,1,Overall,0.92,1.13,0.87,0.99,0.12,160,32,NA
10,Imperial-DeCa,inc death,1,Overall,0.86,1.11,0.2,0.43,-0.02,60,20,NA
10,Imperial-RtI0,inc death,1,Overall,0.83,0.93,0.35,0.67,-0.16,60,20,NA
10,Imperial-sbkp,inc death,1,Overall,0.92,1.13,0.2,0.5,-0.11,60,20,NA
10,LANL-GrowthRate,inc death,1,Overall,0.71,0.79,0.41,0.86,-0.12,160,32,NA
10,RobertWalraven-ESG,inc death,1,Overall,0.83,0.85,0.44,0.78,-0.26,160,32,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,0.92,NA,NA,NA,NA,64,32,NA
10,UMass-MechBayes,inc death,1,Overall,0.9,1.06,0.6,0.97,0.12,60,32,NA
10,UMass-SemiMech,inc death,1,Overall,0.96,1.13,0.57,0.9,0.25,60,32,NA
10,USC-SIkJalpha,inc death,1,Overall,0.81,1.14,0.61,0.84,0.07,160,32,NA
10,USyd-OneModelMan,inc death,1,Overall,0.76,NA,NA,NA,NA,64,32,NA
10,bisop-seirfilterlite,inc death,1,Overall,1.39,1.78,0.46,0.82,-0.03,28,28,NA
10,epiforecasts-EpiExpert,inc death,1,Overall,0.95,1.03,0.32,0.72,0.07,96,32,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.16,1.17,0.45,0.89,0.37,159,32,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.48,0.88,-0.08,128,32,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.66,0.72,0.98,0.12,128,32,NA
10,IEM_Health-CovidProject,inc death,2,Overall,1,1.02,0.62,0.98,-0.21,128,32,NA
10,ILM-EKF,inc death,2,Overall,1.09,1.17,0.73,0.98,0.2,128,32,NA
10,LANL-GrowthRate,inc death,2,Overall,0.7,0.69,0.43,0.88,-0.13,128,32,NA
10,RobertWalraven-ESG,inc death,2,Overall,0.89,1.04,0.45,0.66,-0.35,128,32,NA
10,UMass-MechBayes,inc death,2,Overall,0.74,0.81,0.54,0.89,0.28,28,28,NA
10,UMass-SemiMech,inc death,2,Overall,0.74,0.81,0.54,0.89,0.28,28,28,NA
10,USC-SIkJalpha,inc death,2,Overall,0.82,0.9,0.54,0.8,0.17,128,32,NA
10,USyd-OneModelMan,inc death,2,Overall,0.95,NA,NA,NA,NA,32,32,NA
10,epiforecasts-EpiExpert,inc death,2,Overall,0.94,1.03,0.35,0.78,0.14,88,32,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.17,1.31,0.35,0.8,0.49,128,32,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.53,0.83,-0.1,96,32,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.59,0.57,0.67,0.97,0.1,96,32,NA
10,IEM_Health-CovidProject,inc death,3,Overall,1.14,0.94,0.52,0.97,-0.26,96,32,NA
10,ILM-EKF,inc death,3,Overall,1.14,1.04,0.7,0.98,0.21,96,32,NA
10,LANL-GrowthRate,inc death,3,Overall,0.85,0.77,0.41,0.85,-0.14,96,32,NA
10,RobertWalraven-ESG,inc death,3,Overall,1.13,1.19,0.41,0.68,-0.44,96,32,NA
10,USC-SIkJalpha,inc death,3,Overall,0.83,0.82,0.51,0.75,0.17,96,32,NA
10,epiforecasts-EpiExpert,inc death,3,Overall,0.84,0.76,0.41,0.8,0.09,81,32,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.39,1.33,0.42,0.83,0.53,96,32,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.53,0.81,-0.06,64,32,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.46,0.49,0.72,0.97,0.08,64,32,NA
10,IEM_Health-CovidProject,inc death,4,Overall,1.06,0.91,0.45,0.94,-0.31,64,32,NA
10,ILM-EKF,inc death,4,Overall,1.09,1.05,0.69,1,0.17,64,32,NA
10,LANL-GrowthRate,inc death,4,Overall,0.72,0.62,0.44,0.91,-0.23,64,32,NA
10,RobertWalraven-ESG,inc death,4,Overall,1,1.17,0.41,0.67,-0.5,64,32,NA
10,USC-SIkJalpha,inc death,4,Overall,0.59,0.65,0.55,0.81,0.09,64,32,NA
