weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,DSMPG-bayes,inc case,1,Overall,0.92,0.78,0.47,0.91,0.3,173,24,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.21,0.91,0.15,288,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.72,0.65,0.7,0.97,0.09,288,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,1.17,1,0.48,0.92,0.2,288,32,NA
10,ILM-EKF,inc case,1,Overall,0.91,0.79,0.54,0.94,0.11,288,32,NA
10,LANL-GrowthRate,inc case,1,Overall,0.9,0.85,0.66,0.95,-0.25,288,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,0.91,NA,0.35,0.76,NA,288,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.88,NA,NA,NA,NA,201,30,NA
10,UMass-SemiMech,inc case,1,Overall,1.08,1.07,0.61,0.95,0.09,197,30,NA
10,USC-SIkJalpha,inc case,1,Overall,0.94,0.99,0.53,0.68,0.08,288,32,NA
10,UVA-Ensemble,inc case,1,Overall,1.81,NA,0.28,0.62,NA,260,30,NA
10,epiforecasts-EpiExpert,inc case,1,Overall,0.81,0.78,0.36,0.84,0.18,151,32,NA
10,epiforecasts-EpiExpert_Rt,inc case,1,Overall,0.62,0.8,0.55,0.92,0.15,51,18,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.98,0.87,0.54,0.9,0.12,287,32,NA
10,DSMPG-bayes,inc case,2,Overall,1.08,1.02,0.46,0.95,0.23,149,24,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.27,0.84,0.13,256,31,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.8,0.75,0.54,0.94,0.16,256,31,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.2,1.15,0.35,0.81,0.25,256,31,NA
10,ILM-EKF,inc case,2,Overall,1.05,0.97,0.45,0.93,0.16,256,31,NA
10,LANL-GrowthRate,inc case,2,Overall,0.74,0.74,0.54,0.95,-0.13,256,31,NA
10,RobertWalraven-ESG,inc case,2,Overall,0.85,NA,0.34,0.69,NA,256,31,NA
10,UMass-SemiMech,inc case,2,Overall,0.93,1,0.52,0.92,0.14,169,31,NA
10,USC-SIkJalpha,inc case,2,Overall,0.85,0.93,0.46,0.64,0.07,256,31,NA
10,UVA-Ensemble,inc case,2,Overall,1.49,NA,0.22,0.48,NA,231,31,NA
10,epiforecasts-EpiExpert,inc case,2,Overall,0.92,0.95,0.29,0.71,0.22,133,30,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.94,0.93,0.45,0.88,0.11,255,31,NA
10,DSMPG-bayes,inc case,3,Overall,1.41,1.45,0.47,NA,0.29,129,24,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.31,0.81,0.15,226,31,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.97,0.91,0.46,0.91,0.24,226,31,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.5,1.44,0.35,0.79,0.3,226,31,NA
10,ILM-EKF,inc case,3,Overall,1.33,1.27,0.46,0.88,0.21,226,31,NA
10,LANL-GrowthRate,inc case,3,Overall,0.79,0.75,0.51,0.9,-0.01,226,31,NA
10,RobertWalraven-ESG,inc case,3,Overall,0.91,NA,0.33,0.65,NA,226,31,NA
10,UMass-SemiMech,inc case,3,Overall,0.95,1.03,0.54,0.92,0.18,137,30,NA
10,USC-SIkJalpha,inc case,3,Overall,0.89,0.92,0.42,0.58,0.05,226,31,NA
10,epiforecasts-EpiExpert,inc case,3,Overall,0.93,0.92,0.26,0.71,0.21,119,31,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.05,1.03,0.46,0.88,0.13,225,31,NA
10,DSMPG-bayes,inc case,4,Overall,1.85,1.9,0.43,NA,0.32,111,23,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.34,0.76,0.16,198,31,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.19,1.12,0.43,0.88,0.28,198,31,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.94,1.83,0.34,0.75,0.29,198,31,NA
10,ILM-EKF,inc case,4,Overall,1.81,1.72,0.43,0.85,0.25,198,31,NA
10,LANL-GrowthRate,inc case,4,Overall,0.86,0.79,0.44,0.85,0.09,198,31,NA
10,RobertWalraven-ESG,inc case,4,Overall,0.88,NA,0.32,0.64,NA,198,31,NA
10,UMass-SemiMech,inc case,4,Overall,1.2,1.25,0.45,0.9,0.19,109,31,NA
10,USC-SIkJalpha,inc case,4,Overall,0.89,0.93,0.4,0.58,0.06,198,31,NA
10,epiforecasts-EpiExpert,inc case,4,Overall,1,0.95,0.29,0.71,0.25,102,30,NA
