weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,AMM-EpiInvert,inc case,4,Overall,1.3,1.3,0.4,0.94,0.07,218,30,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.72,0.98,0.06,319,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.52,1.54,0.41,0.87,0.05,319,32,NA
10,ILM-EKF,inc case,4,Overall,7.2,9.59,0.3,0.75,-0.05,299,32,NA
10,MUNI-ARIMA,inc case,4,Overall,1.04,0.96,0.49,0.97,0.14,319,32,NA
10,USC-SIkJalpha,inc case,4,Overall,3.99,4.43,0.11,0.27,0.09,315,32,NA
10,AMM-EpiInvert,inc case,3,Overall,1.14,1.1,0.41,0.94,0.03,215,30,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.68,0.98,0.06,319,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.32,1.28,0.43,0.87,0.08,319,32,NA
10,MUNI-ARIMA,inc case,3,Overall,0.95,0.89,0.51,0.94,0.14,319,32,NA
10,USC-SIkJalpha,inc case,3,Overall,4.21,3.87,0.12,0.3,0.15,314,32,NA
10,AMM-EpiInvert,inc case,2,Overall,1.3,1.26,0.39,0.93,0.04,211,31,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.62,0.98,0.05,319,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,1.28,1.23,0.45,0.86,0.07,319,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.8,0.8,0.5,0.92,0.12,319,32,NA
10,USC-SIkJalpha,inc case,2,Overall,2.43,2.87,0.14,0.34,0.18,313,32,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,3.18,3.51,0.64,0.95,-0.02,243,31,NA
10,AMM-EpiInvert,inc case,1,Overall,1.1,1.02,0.32,0.92,0.09,211,31,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.52,0.99,0.06,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.87,0.79,0.45,0.9,0.09,320,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.75,0.76,0.42,0.91,0.12,320,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.98,0.98,0.53,0.88,-0.12,320,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.44,1.64,0.2,0.46,0.23,315,32,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,6.28,6.48,0.73,0.95,0.01,242,31,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.88,0.99,0,309,31,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,1.04,0.78,0.57,0.93,-0.07,309,31,NA
10,ILM-EKF,inc death,4,Overall,899.87,1050.29,0.57,0.93,-0.06,289,31,NA
10,MUNI-ARIMA,inc death,4,Overall,1.31,1.01,0.61,0.95,0.08,309,31,NA
10,USC-SIkJalpha,inc death,4,Overall,1.28,1.2,0.28,0.43,-0.22,294,31,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.84,0.99,0,309,31,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.92,0.76,0.59,0.94,-0.06,309,31,NA
10,MUNI-ARIMA,inc death,3,Overall,1.28,1.01,0.56,0.95,0.06,309,31,NA
10,USC-SIkJalpha,inc death,3,Overall,1.16,1.15,0.3,0.44,-0.22,293,31,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.83,0.99,-0.02,309,31,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.92,0.74,0.62,0.94,-0.08,309,31,NA
10,MUNI-ARIMA,inc death,2,Overall,1.21,1,0.55,0.93,0,309,31,NA
10,USC-SIkJalpha,inc death,2,Overall,1.06,1,0.28,0.45,-0.18,292,31,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.64,0.98,-0,310,31,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.92,0.85,0.62,0.94,-0.06,310,31,NA
10,MUNI-ARIMA,inc death,1,Overall,1.06,0.97,0.52,0.94,-0.01,310,31,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,1.19,1.09,0.55,0.88,-0.12,310,31,NA
10,USC-SIkJalpha,inc death,1,Overall,1.01,1.07,0.38,0.52,-0.13,293,31,NA
10,AMM-EpiInvert,inc case,4,AT,1.01,1.08,0.38,0.88,0.12,8,1,Austria
10,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.2,0.9,0.02,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,4,AT,1.35,1.51,0.4,0.7,0.08,10,1,Austria
10,ILM-EKF,inc case,4,AT,2.18,2.44,0.2,0.6,0.04,10,1,Austria
10,MUNI-ARIMA,inc case,4,AT,1.02,1.02,0.3,0.9,0.05,10,1,Austria
10,USC-SIkJalpha,inc case,4,AT,3.02,3.58,0.1,0.1,0.25,10,1,Austria
10,AMM-EpiInvert,inc case,3,AT,0.97,1,0.25,0.88,0.11,8,1,Austria
10,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.1,1,0.09,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,3,AT,1.1,1.26,0.4,0.7,0.14,10,1,Austria
10,MUNI-ARIMA,inc case,3,AT,0.9,0.93,0.3,0.9,0.05,10,1,Austria
10,USC-SIkJalpha,inc case,3,AT,1.77,2.35,0.2,0.2,0.31,10,1,Austria
10,AMM-EpiInvert,inc case,2,AT,0.73,0.69,0.25,0.88,0.09,8,1,Austria
10,EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.2,1,0.1,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,2,AT,0.85,0.9,0.5,0.8,0.03,10,1,Austria
10,MUNI-ARIMA,inc case,2,AT,0.75,0.75,0.3,0.9,-0.09,10,1,Austria
10,USC-SIkJalpha,inc case,2,AT,7.85,10.14,0,0.1,0.41,10,1,Austria
10,epiforecasts-weeklygrowth,inc case,2,AT,0.83,0.9,0.62,0.88,-0.07,8,1,Austria
10,AMM-EpiInvert,inc case,1,AT,0.58,0.51,0.25,0.88,0.08,8,1,Austria
10,EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.1,1,0.01,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,1,AT,0.75,0.7,0.4,0.8,-0.05,10,1,Austria
10,MUNI-ARIMA,inc case,1,AT,0.75,0.73,0.2,0.8,-0.05,10,1,Austria
10,SDSC_ISG-TrendModel,inc case,1,AT,0.82,0.71,0.3,1,-0.21,10,1,Austria
10,USC-SIkJalpha,inc case,1,AT,2.08,2.53,0.2,0.4,0.17,10,1,Austria
10,epiforecasts-weeklygrowth,inc case,1,AT,0.73,0.71,0.62,0.88,-0.12,8,1,Austria
10,EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.7,0.8,0.16,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,4,AT,1.35,1.44,0.4,0.6,0.13,10,1,Austria
10,ILM-EKF,inc death,4,AT,1.65,1.65,0.4,0.8,0.25,10,1,Austria
10,MUNI-ARIMA,inc death,4,AT,1.74,1.67,0.2,0.7,0.17,10,1,Austria
10,USC-SIkJalpha,inc death,4,AT,1.26,1.65,0.33,0.33,0.28,9,1,Austria
10,EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.5,0.8,0.01,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,3,AT,1.14,1.35,0.3,0.7,-0.07,10,1,Austria
10,MUNI-ARIMA,inc death,3,AT,1.36,1.58,0.3,0.7,-0.07,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.5,0.8,-0.08,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,2,AT,1.02,1.17,0.2,0.7,-0.17,10,1,Austria
10,MUNI-ARIMA,inc death,2,AT,1.22,1.36,0.2,0.6,-0.21,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.3,0.8,0,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,1,AT,0.8,0.9,0.5,0.6,-0.01,10,1,Austria
10,MUNI-ARIMA,inc death,1,AT,0.77,0.94,0.5,0.6,0.05,10,1,Austria
10,SDSC_ISG-TrendModel,inc death,1,AT,0.94,0.92,0.4,0.8,0.22,10,1,Austria
10,AMM-EpiInvert,inc case,3,BE,0.7,0.62,0.17,1,0.15,6,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.7,1,0.06,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,3,BE,1,0.88,0.3,0.9,0.1,10,1,Belgium
10,Karlen-pypm,inc case,3,BE,2.44,2.8,0.1,0.3,0.26,10,1,Belgium
10,MUNI-ARIMA,inc case,3,BE,0.93,0.89,0.6,0.9,0.13,10,1,Belgium
10,USC-SIkJalpha,inc case,3,BE,0.78,0.82,0.2,0.3,-0.24,10,1,Belgium
10,AMM-EpiInvert,inc case,2,BE,0.61,0.52,0.17,1,0.1,6,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.7,1,0.02,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,2,BE,0.94,0.8,0.3,0.9,-0.02,10,1,Belgium
10,Karlen-pypm,inc case,2,BE,1.73,1.87,0.1,0.3,0.09,10,1,Belgium
10,MUNI-ARIMA,inc case,2,BE,0.91,0.9,0.4,0.8,0.11,10,1,Belgium
10,USC-SIkJalpha,inc case,2,BE,0.89,0.87,0.1,0.5,-0.18,10,1,Belgium
10,epiforecasts-weeklygrowth,inc case,2,BE,1,0.89,0.38,1,-0.02,8,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.8,1,0.05,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,4,BE,1.1,1,0.2,0.7,0.08,10,1,Belgium
10,ILM-EKF,inc case,4,BE,1.84,1.63,0.1,0.7,0.07,10,1,Belgium
10,Karlen-pypm,inc case,4,BE,3.59,3.95,0,0.2,0.41,10,1,Belgium
10,MUNI-ARIMA,inc case,4,BE,0.97,0.89,0.5,1,0.15,10,1,Belgium
10,USC-SIkJalpha,inc case,4,BE,0.79,0.77,0.1,0.2,-0.1,10,1,Belgium
10,AMM-EpiInvert,inc case,1,BE,0.56,0.49,0.33,1,0.18,6,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.4,1,0.08,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,1,BE,0.88,0.73,0.3,0.9,-0.01,10,1,Belgium
10,Karlen-pypm,inc case,1,BE,1.64,1.52,0.2,0.5,0.1,10,1,Belgium
10,MUNI-ARIMA,inc case,1,BE,1.04,0.91,0.1,1,0.23,10,1,Belgium
10,SDSC_ISG-TrendModel,inc case,1,BE,2.39,2.61,0.3,0.5,-0.21,10,1,Belgium
10,USC-SIkJalpha,inc case,1,BE,0.93,0.93,0.4,0.7,-0.5,10,1,Belgium
10,epiforecasts-weeklygrowth,inc case,1,BE,1.06,0.85,0.38,1,0.1,8,1,Belgium
10,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.04,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,4,BE,0.92,0.43,0.6,1,0,10,1,Belgium
10,ILM-EKF,inc death,4,BE,0.81,0.44,0.7,1,-0,10,1,Belgium
10,Karlen-pypm,inc death,4,BE,1.19,0.62,0.4,0.8,0.4,10,1,Belgium
10,MUNI-ARIMA,inc death,4,BE,1.17,0.64,0.7,1,0.13,10,1,Belgium
10,USC-SIkJalpha,inc death,4,BE,0.89,0.58,0.2,0.5,-0.26,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.03,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,3,BE,0.85,0.48,0.5,1,-0.04,10,1,Belgium
10,Karlen-pypm,inc death,3,BE,0.75,0.43,0.3,0.9,0.23,10,1,Belgium
10,MUNI-ARIMA,inc death,3,BE,0.94,0.65,0.6,1,0.09,10,1,Belgium
10,USC-SIkJalpha,inc death,3,BE,1.06,0.84,0.3,0.3,-0.33,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.01,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,2,BE,0.9,0.54,0.5,1,-0.03,10,1,Belgium
10,Karlen-pypm,inc death,2,BE,0.63,0.43,0.3,0.8,0.05,10,1,Belgium
10,MUNI-ARIMA,inc death,2,BE,1.17,0.72,0.3,1,-0.03,10,1,Belgium
10,USC-SIkJalpha,inc death,2,BE,0.95,0.84,0.3,0.5,-0.12,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.9,1,-0.05,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,1,BE,0.92,0.67,0.3,1,-0.16,10,1,Belgium
10,Karlen-pypm,inc death,1,BE,1,0.67,0.1,1,-0.05,10,1,Belgium
10,MUNI-ARIMA,inc death,1,BE,1.13,0.8,0.4,1,-0.14,10,1,Belgium
10,SDSC_ISG-TrendModel,inc death,1,BE,2.09,1.85,0.2,0.5,-0.44,10,1,Belgium
10,USC-SIkJalpha,inc death,1,BE,1.05,0.98,0.1,0.4,-0.38,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.9,1,0.19,10,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,4,BG,1.29,1.07,0.3,1,0.12,10,1,Bulgaria
10,ILM-EKF,inc case,4,BG,1.35,1.19,0.3,0.9,-0.05,10,1,Bulgaria
