weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.71,NA,0.69,1,NA,166,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.32,0.75,-0.32,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.77,0.69,0.37,0.82,-0.25,320,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,0.95,0.92,0.25,0.7,-0.02,310,31,NA
10,ILM-EKF,inc case,2,Overall,0.89,0.81,0.44,0.87,-0.03,313,32,NA
10,Karlen-pypm,inc case,2,Overall,1.01,0.95,0.32,0.73,-0.15,290,29,NA
10,LANL-GrowthRate,inc case,2,Overall,0.45,0.69,0.5,0.89,-0.27,160,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.82,0.78,0.49,0.89,-0.2,320,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.03,1.08,0.22,0.49,-0.5,320,32,NA
10,USC-SIkJalpha,inc case,2,Overall,0.98,1.02,0.11,0.35,-0.32,320,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.51,NA,0.32,0.68,NA,320,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.05,1.29,0.51,0.91,-0.2,256,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.62,NA,0.8,1,NA,170,23,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.25,0.82,-0.31,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.71,0.59,0.49,0.9,-0.2,320,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.83,0.72,0.42,0.83,0.03,310,31,NA
10,ILM-EKF,inc case,1,Overall,0.68,0.6,0.54,0.91,-0.04,312,32,NA
10,Karlen-pypm,inc case,1,Overall,0.97,0.81,0.5,0.87,-0.08,290,29,NA
10,LANL-GrowthRate,inc case,1,Overall,0.64,0.88,0.58,0.95,-0.37,128,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.63,0.58,0.49,0.88,-0.19,320,32,NA
10,MUNI-VAR,inc case,1,Overall,1.42,0.88,0.4,0.67,-0.24,30,30,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.06,1.04,0.28,0.58,-0.43,320,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.68,NA,NA,NA,NA,320,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.01,0.96,0.14,0.51,-0.28,320,32,NA
10,UVA-Ensemble,inc case,1,Overall,1.35,NA,0.4,0.82,NA,320,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.69,0.95,0.57,0.9,-0.14,224,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.38,0.75,-0.29,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.01,0.95,0.32,0.76,-0.24,320,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.34,1.26,0.23,0.68,-0.04,310,31,NA
10,ILM-EKF,inc case,4,Overall,1.46,1.37,0.36,0.82,-0.01,316,32,NA
10,Karlen-pypm,inc case,4,Overall,1.37,1.44,0.21,0.54,-0.29,290,29,NA
10,LANL-GrowthRate,inc case,4,Overall,0.67,0.75,0.33,0.75,-0.24,224,32,NA
10,MUNI-ARIMA,inc case,4,Overall,1.05,0.99,0.49,0.89,-0.17,320,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.14,1.25,0.17,0.47,-0.54,320,32,NA
10,USC-SIkJalpha,inc case,4,Overall,2.4,3.14,0.05,0.2,-0.3,320,32,NA
10,UVA-Ensemble,inc case,4,Overall,1.59,NA,0.16,0.42,NA,320,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.31,1.34,0.46,0.84,-0.24,320,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.37,0.74,-0.29,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.89,0.82,0.32,0.77,-0.26,320,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.1,1.07,0.22,0.64,-0.06,310,31,NA
10,ILM-EKF,inc case,3,Overall,1.12,1.04,0.39,0.83,-0.03,315,32,NA
