"forecast_date","target","target_end_date","location","type","quantile","value","scenario_id"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","point",NA,39,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.01,31,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.025,31,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.05,32,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.1,33,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.15,34,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.2,35,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.25,36,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.3,36,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.35,37,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.4,38,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.45,39,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.5,39,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.55,40,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.6,41,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.65,42,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.7,42,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.75,43,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.8,44,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.85,45,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.9,46,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.95,47,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.975,49,"forecast"
2021-07-12,"1 wk ahead inc death",2021-07-17,"PL","quantile",0.99,50,"forecast"
2021-07-12,"2 wk ahead inc death",2021-07-24,"PL","point",NA,28,"forecast"
2021-07-12,"2 wk ahead inc death",2021-07-24,"PL","quantile",0.01,19,"forecast"
