forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2021-03-22,1 wk ahead inc death,2021-03-27,PL,point,NA,2553,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.01,2495,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.025,2504,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.05,2513,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.1,2522,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.15,2529,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.2,2533,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.25,2538,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.3,2540,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.35,2543,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.4,2546,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.45,2549,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.5,2553,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.55,2557,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.6,2561,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.65,2564,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.7,2567,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.75,2570,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.8,2574,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.85,2580,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.9,2586,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.95,2594,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.975,2604,forecast
2021-03-22,1 wk ahead inc death,2021-03-27,PL,quantile,0.99,2614,forecast
2021-03-22,2 wk ahead inc death,2021-04-03,PL,point,NA,3103,forecast
2021-03-22,2 wk ahead inc death,2021-04-03,PL,quantile,0.01,3004,forecast
2021-03-22,2 wk ahead inc death,2021-04-03,PL,quantile,0.025,3026,forecast
2021-03-22,2 wk ahead inc death,2021-04-03,PL,quantile,0.05,3039,forecast
2021-03-22,2 wk ahead inc death,2021-04-03,PL,quantile,0.1,3052,forecast
