"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2020-07-13,"-1 day ahead inc death",2020-07-12,"GM01","Baden-Wurttemberg","observed",NA,NA
2020-07-13,"0 day ahead inc death",2020-07-13,"GM01","Baden-Wurttemberg","observed",NA,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","point",NA,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.01,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.025,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.05,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.1,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.15,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.2,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.25,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.3,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.35,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.4,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.45,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.5,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.55,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.6,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.65,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.7,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.75,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.8,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.85,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.9,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.95,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.975,NA
2020-07-13,"1 day ahead inc death",2020-07-14,"GM01","Baden-Wurttemberg","quantile",0.99,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","point",NA,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.01,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.025,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.05,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.1,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.15,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.2,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.25,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.3,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.35,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.4,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.45,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.5,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.55,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.6,NA
2020-07-13,"2 day ahead inc death",2020-07-15,"GM01","Baden-Wurttemberg","quantile",0.65,NA
