location,forecast_date,target_end_date,target,type,quantile,value
BE,2022-06-05,2022-06-11,1 wk ahead inc case,point,NA,8535
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.01,4644
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.025,5050
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.05,5496
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.1,5983
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.15,6290
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.2,6614
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.25,6958
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.3,7322
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.35,7605
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.4,7901
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.45,8212
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.5,8535
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.55,8879
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.6,9237
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.65,9612
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.7,10005
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.75,10562
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.8,11153
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.85,11780
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.9,12447
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.95,13661
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.975,15002
BE,2022-06-05,2022-06-11,1 wk ahead inc case,quantile,0.99,16482
BE,2022-06-05,2022-06-18,2 wk ahead inc case,point,NA,7658
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.01,2792
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.025,3174
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.05,3609
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.1,4105
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.15,4463
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.2,4853
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.25,5277
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.3,5739
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.35,6172
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.4,6638
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.45,7140
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.5,7658
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.55,8264
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.6,8892
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.65,9568
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.7,10296
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.75,11258
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.8,12312
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.85,13465
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.9,14727
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.95,16954
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.975,19522
BE,2022-06-05,2022-06-18,2 wk ahead inc case,quantile,0.99,22482
BE,2022-06-05,2022-06-25,3 wk ahead inc case,point,NA,6992
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.01,1748
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.025,2070
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.05,2452
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.1,2905
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.15,3259
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.2,3657
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.25,4104
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.3,4606
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.35,5118
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.4,5687
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.45,6321
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.5,6992
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.55,7808
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.6,8679
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.65,9649
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.7,10727
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.75,12131
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.8,13721
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.85,15520
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.9,17557
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.95,21160
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.975,25506
BE,2022-06-05,2022-06-25,3 wk ahead inc case,quantile,0.99,30751
BE,2022-06-05,2022-07-02,4 wk ahead inc case,point,NA,6408
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.01,1103
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.025,1361
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.05,1678
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.1,2070
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.15,2396
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.2,2773
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.25,3210
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.3,3717
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.35,4265
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.4,4894
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.45,5617
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.5,6408
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.55,7399
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.6,8494
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.65,9751
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.7,11195
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.75,13087
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.8,15300
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.85,17889
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.9,20918
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.95,26361
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.975,33227
BE,2022-06-05,2022-07-02,4 wk ahead inc case,quantile,0.99,41888
BE,2022-06-05,2022-06-11,1 wk ahead inc death,point,NA,8
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.01,2
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.025,3
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.05,3
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.1,4
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.15,4
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.2,5
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.25,6
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.3,6
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.35,7
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.4,7
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.45,8
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.5,8
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.55,9
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.6,10
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.65,11
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.7,12
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.75,13
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.8,15
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.85,17
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.9,19
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.95,22
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.975,27
BE,2022-06-05,2022-06-11,1 wk ahead inc death,quantile,0.99,32
BE,2022-06-05,2022-06-18,2 wk ahead inc death,point,NA,7
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.01,1
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.025,2
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.05,2
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.1,3
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.15,3
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.2,3
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.25,4
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.3,5
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.35,5
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.4,6
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.45,7
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.5,7
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.55,8
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.6,9
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.65,10
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.7,12
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.75,14
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.8,16
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.85,18
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.9,21
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.95,27
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.975,34
BE,2022-06-05,2022-06-18,2 wk ahead inc death,quantile,0.99,42
BE,2022-06-05,2022-06-25,3 wk ahead inc death,point,NA,6
BE,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.01,1
BE,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.025,1
BE,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.05,1
BE,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.1,2
BE,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.15,2
BE,2022-06-05,2022-06-25,3 wk ahead inc death,quantile,0.2,2
