location,forecast_date,target_end_date,target,type,quantile,value
AT,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,187473
AT,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,185790
AT,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,186979
AT,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,191875
AT,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,120
AT,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,112
AT,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,107
AT,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,104
BE,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,31360
BE,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,23758
BE,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,19427
BE,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,17161
BE,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,23
BE,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,15
BE,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,11
BE,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,9
BG,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,15140
BG,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,12003
BG,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,10251
BG,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,9363
BG,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,110
BG,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,77
BG,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,58
BG,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,47
HR,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,11429
HR,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,9111
HR,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,8011
HR,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,7699
HR,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,36
HR,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,24
HR,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,17
HR,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,14
CZ,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,51985
CZ,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,40682
CZ,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,35028
CZ,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,32789
CZ,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,81
CZ,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,56
CZ,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,42
CZ,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,35
DK,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,145875
DK,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,151227
DK,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,162184
DK,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,155384
DK,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,88
DK,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,75
DK,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,75
DK,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,76
EE,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,29874
EE,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,27100
EE,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,25462
EE,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,24615
EE,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,24
EE,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,19
EE,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,16
EE,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,14
FI,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,20196
FI,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,17038
FI,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,15584
FI,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,15354
FI,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,22
FI,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,14
FI,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,10
FI,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,9
FR,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,404620
FR,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,363943
FR,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,366081
FR,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,407883
FR,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,292
FR,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,232
FR,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,206
FR,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,206
DE,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,1028084
DE,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,1018356
DE,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,1058029
DE,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,1148898
DE,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,1119
DE,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,1038
DE,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,1010
DE,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,1035
GR,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,95193
GR,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,95350
GR,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,102771
GR,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,117696
GR,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,202
GR,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,174
GR,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,164
GR,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,168
HU,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,20344
HU,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,14908
HU,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,11811
HU,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,10010
HU,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,101
HU,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,63
HU,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,43
HU,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,32
IE,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,21548
IE,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,23423
IE,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,27380
IE,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,34033
IE,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,18
IE,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,15
IE,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,14
IE,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,15
IT,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,262696
IT,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,259134
IT,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,282485
IT,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,335958
IT,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,339
IT,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,295
IT,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,285
IT,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,306
LV,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,60225
LV,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,52354
LV,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,45501
LV,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,40222
LV,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,91
LV,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,80
LV,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,68
LV,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,58
LT,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,35894
LT,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,33723
LT,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,33778
LT,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,35646
LT,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,66
LT,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,55
LT,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,49
LT,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,47
LU,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,4121
LU,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,4368
LU,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,4901
LU,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,5818
LU,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,2
LU,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,2
LU,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,2
LU,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,2
NL,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,31115
NL,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,12036
NL,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,5348
NL,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,2602
NL,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,50
NL,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,17
NL,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,6
NL,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,2
PL,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,89278
PL,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,74477
PL,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,67139
PL,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,64865
PL,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,386
PL,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,286
PL,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,229
PL,2022-02-27,2022-03-26,4 wk ahead inc death,point,NA,200
PT,2022-02-27,2022-03-05,1 wk ahead inc case,point,NA,60401
PT,2022-02-27,2022-03-12,2 wk ahead inc case,point,NA,54569
PT,2022-02-27,2022-03-19,3 wk ahead inc case,point,NA,55818
PT,2022-02-27,2022-03-26,4 wk ahead inc case,point,NA,62863
PT,2022-02-27,2022-03-05,1 wk ahead inc death,point,NA,44
PT,2022-02-27,2022-03-12,2 wk ahead inc death,point,NA,34
PT,2022-02-27,2022-03-19,3 wk ahead inc death,point,NA,31
