location,forecast_date,target_end_date,target,type,quantile,value
BE,2022-05-29,2022-06-04,1 wk ahead inc case,point,NA,6317
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.01,3522
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.025,3820
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.05,4145
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.1,4501
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.15,4722
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.2,4956
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.25,5202
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.3,5463
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.35,5663
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.4,5871
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.45,6090
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.5,6317
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.55,6557
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.6,6808
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.65,7070
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.7,7344
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.75,7736
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.8,8153
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.85,8593
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.9,9061
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.95,9918
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.975,10861
BE,2022-05-29,2022-06-04,1 wk ahead inc case,quantile,0.99,11900
BE,2022-05-29,2022-06-11,2 wk ahead inc case,point,NA,3851
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.01,1470
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.025,1663
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.05,1881
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.1,2129
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.15,2306
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.2,2498
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.25,2707
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.3,2932
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.35,3141
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.4,3365
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.45,3605
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.5,3851
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.55,4138
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.6,4434
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.65,4752
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.7,5093
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.75,5545
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.8,6038
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.85,6575
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.9,7161
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.95,8195
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.975,9381
BE,2022-05-29,2022-06-11,2 wk ahead inc case,quantile,0.99,10739
BE,2022-05-29,2022-06-18,3 wk ahead inc case,point,NA,2458
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.01,661
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.025,777
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.05,913
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.1,1073
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.15,1197
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.2,1335
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.25,1489
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.3,1661
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.35,1834
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.4,2025
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.45,2236
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.5,2458
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.55,2727
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.6,3012
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.65,3327
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.7,3675
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.75,4129
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.8,4640
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.85,5214
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.9,5859
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.95,6999
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.975,8363
BE,2022-05-29,2022-06-18,3 wk ahead inc case,quantile,0.99,9993
BE,2022-05-29,2022-06-25,4 wk ahead inc case,point,NA,1588
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.01,302
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.025,369
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.05,450
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.1,549
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.15,630
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.2,723
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.25,830
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.3,953
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.35,1084
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.4,1233
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.45,1404
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.5,1588
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.55,1818
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.6,2069
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.65,2355
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.7,2680
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.75,3107
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.8,3602
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.85,4175
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.9,4841
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.95,6034
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.975,7523
BE,2022-05-29,2022-06-25,4 wk ahead inc case,quantile,0.99,9381
BE,2022-05-29,2022-06-04,1 wk ahead inc death,point,NA,4
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.01,1
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.025,1
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.05,2
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.1,2
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.15,2
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.2,3
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.25,3
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.3,3
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.35,3
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.4,4
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.45,4
BE,2022-05-29,2022-06-04,1 wk ahead inc death,quantile,0.5,4
