location,forecast_date,target_end_date,target,type,quantile,value
AT,2022-03-06,2022-03-12,1 wk ahead inc case,point,NA,215365
AT,2022-03-06,2022-03-19,2 wk ahead inc case,point,NA,229812
AT,2022-03-06,2022-03-26,3 wk ahead inc case,point,NA,242175
AT,2022-03-06,2022-04-02,4 wk ahead inc case,point,NA,245994
AT,2022-03-06,2022-03-12,1 wk ahead inc death,point,NA,123
AT,2022-03-06,2022-03-19,2 wk ahead inc death,point,NA,125
AT,2022-03-06,2022-03-26,3 wk ahead inc death,point,NA,127
AT,2022-03-06,2022-04-02,4 wk ahead inc death,point,NA,127
BE,2022-03-06,2022-03-12,1 wk ahead inc case,point,NA,35267
BE,2022-03-06,2022-03-19,2 wk ahead inc case,point,NA,34203
BE,2022-03-06,2022-03-26,3 wk ahead inc case,point,NA,35895
BE,2022-03-06,2022-04-02,4 wk ahead inc case,point,NA,40376
BE,2022-03-06,2022-03-12,1 wk ahead inc death,point,NA,19
BE,2022-03-06,2022-03-19,2 wk ahead inc death,point,NA,17
BE,2022-03-06,2022-03-26,3 wk ahead inc death,point,NA,17
BE,2022-03-06,2022-04-02,4 wk ahead inc death,point,NA,18
BG,2022-03-06,2022-03-12,1 wk ahead inc case,point,NA,8922
BG,2022-03-06,2022-03-19,2 wk ahead inc case,point,NA,6578
BG,2022-03-06,2022-03-26,3 wk ahead inc case,point,NA,5236
BG,2022-03-06,2022-04-02,4 wk ahead inc case,point,NA,4431
BG,2022-03-06,2022-03-12,1 wk ahead inc death,point,NA,60
BG,2022-03-06,2022-03-19,2 wk ahead inc death,point,NA,40
BG,2022-03-06,2022-03-26,3 wk ahead inc death,point,NA,28
BG,2022-03-06,2022-04-02,4 wk ahead inc death,point,NA,22
HR,2022-03-06,2022-03-12,1 wk ahead inc case,point,NA,7949
HR,2022-03-06,2022-03-19,2 wk ahead inc case,point,NA,6704
HR,2022-03-06,2022-03-26,3 wk ahead inc case,point,NA,6242
HR,2022-03-06,2022-04-02,4 wk ahead inc case,point,NA,6344
HR,2022-03-06,2022-03-12,1 wk ahead inc death,point,NA,22
HR,2022-03-06,2022-03-19,2 wk ahead inc death,point,NA,16
HR,2022-03-06,2022-03-26,3 wk ahead inc death,point,NA,12
HR,2022-03-06,2022-04-02,4 wk ahead inc death,point,NA,11
CZ,2022-03-06,2022-03-12,1 wk ahead inc case,point,NA,51385
CZ,2022-03-06,2022-03-19,2 wk ahead inc case,point,NA,50420
CZ,2022-03-06,2022-03-26,3 wk ahead inc case,point,NA,54078
CZ,2022-03-06,2022-04-02,4 wk ahead inc case,point,NA,61979
CZ,2022-03-06,2022-03-12,1 wk ahead inc death,point,NA,59
CZ,2022-03-06,2022-03-19,2 wk ahead inc death,point,NA,52
CZ,2022-03-06,2022-03-26,3 wk ahead inc death,point,NA,51
CZ,2022-03-06,2022-04-02,4 wk ahead inc death,point,NA,53
DK,2022-03-06,2022-03-12,1 wk ahead inc case,point,NA,119771
DK,2022-03-06,2022-03-19,2 wk ahead inc case,point,NA,138669
DK,2022-03-06,2022-03-26,3 wk ahead inc case,point,NA,151745
