location,forecast_date,target_end_date,target,type,quantile,value
AT,2021-12-19,2021-12-25,1 wk ahead inc case,point,NA,14037
AT,2021-12-19,2022-01-01,2 wk ahead inc case,point,NA,12340
AT,2021-12-19,2022-01-08,3 wk ahead inc case,point,NA,13695
AT,2021-12-19,2022-01-15,4 wk ahead inc case,point,NA,16421
AT,2021-12-19,2022-01-22,5 wk ahead inc case,point,NA,19471
AT,2021-12-19,2022-01-29,6 wk ahead inc case,point,NA,23058
AT,2021-12-19,2022-02-05,7 wk ahead inc case,point,NA,27291
AT,2021-12-19,2022-02-12,8 wk ahead inc case,point,NA,32279
AT,2021-12-19,2022-02-19,9 wk ahead inc case,point,NA,38147
AT,2021-12-19,2022-02-26,10 wk ahead inc case,point,NA,45035
AT,2021-12-19,2022-03-05,11 wk ahead inc case,point,NA,53101
AT,2021-12-19,2022-03-12,12 wk ahead inc case,point,NA,62515
AT,2021-12-19,2022-03-19,13 wk ahead inc case,point,NA,73456
AT,2021-12-19,2022-03-26,14 wk ahead inc case,point,NA,86102
AT,2021-12-19,2022-04-02,15 wk ahead inc case,point,NA,100608
AT,2021-12-19,2022-04-09,16 wk ahead inc case,point,NA,115006
AT,2021-12-19,2022-04-16,17 wk ahead inc case,point,NA,118912
AT,2021-12-19,2022-04-23,18 wk ahead inc case,point,NA,113304
AT,2021-12-19,2022-04-30,19 wk ahead inc case,point,NA,96416
AT,2021-12-19,2021-12-25,1 wk ahead inc death,point,NA,157
AT,2021-12-19,2022-01-01,2 wk ahead inc death,point,NA,159
AT,2021-12-19,2022-01-08,3 wk ahead inc death,point,NA,147
AT,2021-12-19,2022-01-15,4 wk ahead inc death,point,NA,124
AT,2021-12-19,2022-01-22,5 wk ahead inc death,point,NA,98
AT,2021-12-19,2022-01-29,6 wk ahead inc death,point,NA,78
AT,2021-12-19,2022-02-05,7 wk ahead inc death,point,NA,66
AT,2021-12-19,2022-02-12,8 wk ahead inc death,point,NA,59
AT,2021-12-19,2022-02-19,9 wk ahead inc death,point,NA,52
AT,2021-12-19,2022-02-26,10 wk ahead inc death,point,NA,46
