location,forecast_date,target_end_date,target,type,quantile,value
AT,2022-01-09,2022-01-15,1 wk ahead inc case,point,NA,97046
AT,2022-01-09,2022-01-22,2 wk ahead inc case,point,NA,138566
AT,2022-01-09,2022-01-29,3 wk ahead inc case,point,NA,190592
AT,2022-01-09,2022-02-05,4 wk ahead inc case,point,NA,241497
AT,2022-01-09,2022-02-12,5 wk ahead inc case,point,NA,199651
AT,2022-01-09,2022-02-19,6 wk ahead inc case,point,NA,101379
AT,2022-01-09,2022-02-26,7 wk ahead inc case,point,NA,67740
AT,2022-01-09,2022-03-05,8 wk ahead inc case,point,NA,73679
AT,2022-01-09,2022-03-12,9 wk ahead inc case,point,NA,101582
AT,2022-01-09,2022-03-19,10 wk ahead inc case,point,NA,121342
AT,2022-01-09,2022-03-26,11 wk ahead inc case,point,NA,104492
AT,2022-01-09,2022-04-02,12 wk ahead inc case,point,NA,72536
AT,2022-01-09,2022-04-09,13 wk ahead inc case,point,NA,51694
AT,2022-01-09,2022-04-16,14 wk ahead inc case,point,NA,43794
AT,2022-01-09,2022-04-23,15 wk ahead inc case,point,NA,44097
AT,2022-01-09,2022-04-30,16 wk ahead inc case,point,NA,47681
AT,2022-01-09,2022-05-07,17 wk ahead inc case,point,NA,49741
AT,2022-01-09,2022-05-14,18 wk ahead inc case,point,NA,47474
AT,2022-01-09,2022-05-21,19 wk ahead inc case,point,NA,41742
AT,2022-01-09,2022-01-15,1 wk ahead inc death,point,NA,27
AT,2022-01-09,2022-01-22,2 wk ahead inc death,point,NA,27
AT,2022-01-09,2022-01-29,3 wk ahead inc death,point,NA,24
AT,2022-01-09,2022-02-05,4 wk ahead inc death,point,NA,20
AT,2022-01-09,2022-02-12,5 wk ahead inc death,point,NA,17
AT,2022-01-09,2022-02-19,6 wk ahead inc death,point,NA,14
AT,2022-01-09,2022-02-26,7 wk ahead inc death,point,NA,12
AT,2022-01-09,2022-03-05,8 wk ahead inc death,point,NA,9
AT,2022-01-09,2022-03-12,9 wk ahead inc death,point,NA,7
AT,2022-01-09,2022-03-19,10 wk ahead inc death,point,NA,5
AT,2022-01-09,2022-03-26,11 wk ahead inc death,point,NA,3
AT,2022-01-09,2022-04-02,12 wk ahead inc death,point,NA,2
AT,2022-01-09,2022-04-09,13 wk ahead inc death,point,NA,1
AT,2022-01-09,2022-04-16,14 wk ahead inc death,point,NA,0
AT,2022-01-09,2022-04-23,15 wk ahead inc death,point,NA,0
AT,2022-01-09,2022-04-30,16 wk ahead inc death,point,NA,0
AT,2022-01-09,2022-05-07,17 wk ahead inc death,point,NA,0
AT,2022-01-09,2022-05-14,18 wk ahead inc death,point,NA,0
