location,forecast_date,target_end_date,target,type,quantile,value
AT,2021-12-26,2022-01-01,1 wk ahead inc case,point,NA,11307
AT,2021-12-26,2022-01-08,2 wk ahead inc case,point,NA,10981
AT,2021-12-26,2022-01-15,3 wk ahead inc case,point,NA,13254
AT,2021-12-26,2022-01-22,4 wk ahead inc case,point,NA,15651
AT,2021-12-26,2022-01-29,5 wk ahead inc case,point,NA,18545
AT,2021-12-26,2022-02-05,6 wk ahead inc case,point,NA,21959
AT,2021-12-26,2022-02-12,7 wk ahead inc case,point,NA,25985
AT,2021-12-26,2022-02-19,8 wk ahead inc case,point,NA,30726
AT,2021-12-26,2022-02-26,9 wk ahead inc case,point,NA,36299
AT,2021-12-26,2022-03-05,10 wk ahead inc case,point,NA,42837
AT,2021-12-26,2022-03-12,11 wk ahead inc case,point,NA,50485
AT,2021-12-26,2022-03-19,12 wk ahead inc case,point,NA,59400
AT,2021-12-26,2022-03-26,13 wk ahead inc case,point,NA,69743
AT,2021-12-26,2022-04-02,14 wk ahead inc case,point,NA,81323
AT,2021-12-26,2022-04-09,15 wk ahead inc case,point,NA,88667
AT,2021-12-26,2022-04-16,16 wk ahead inc case,point,NA,89663
AT,2021-12-26,2022-04-23,17 wk ahead inc case,point,NA,85051
AT,2021-12-26,2022-04-30,18 wk ahead inc case,point,NA,72311
AT,2021-12-26,2022-05-07,19 wk ahead inc case,point,NA,58165
AT,2021-12-26,2022-01-01,1 wk ahead inc death,point,NA,148
AT,2021-12-26,2022-01-08,2 wk ahead inc death,point,NA,136
AT,2021-12-26,2022-01-15,3 wk ahead inc death,point,NA,116
AT,2021-12-26,2022-01-22,4 wk ahead inc death,point,NA,94
AT,2021-12-26,2022-01-29,5 wk ahead inc death,point,NA,78
AT,2021-12-26,2022-02-05,6 wk ahead inc death,point,NA,68
AT,2021-12-26,2022-02-12,7 wk ahead inc death,point,NA,59
AT,2021-12-26,2022-02-19,8 wk ahead inc death,point,NA,51
AT,2021-12-26,2022-02-26,9 wk ahead inc death,point,NA,44
AT,2021-12-26,2022-03-05,10 wk ahead inc death,point,NA,36
AT,2021-12-26,2022-03-12,11 wk ahead inc death,point,NA,28
AT,2021-12-26,2022-03-19,12 wk ahead inc death,point,NA,21
AT,2021-12-26,2022-03-26,13 wk ahead inc death,point,NA,15
AT,2021-12-26,2022-04-02,14 wk ahead inc death,point,NA,11
AT,2021-12-26,2022-04-09,15 wk ahead inc death,point,NA,7
AT,2021-12-26,2022-04-16,16 wk ahead inc death,point,NA,5
AT,2021-12-26,2022-04-23,17 wk ahead inc death,point,NA,3
AT,2021-12-26,2022-04-30,18 wk ahead inc death,point,NA,2
AT,2021-12-26,2022-05-07,19 wk ahead inc death,point,NA,1
CZ,2021-12-26,2022-01-01,1 wk ahead inc case,point,NA,63240
CZ,2021-12-26,2022-01-08,2 wk ahead inc case,point,NA,56886
CZ,2021-12-26,2022-01-15,3 wk ahead inc case,point,NA,65489
CZ,2021-12-26,2022-01-22,4 wk ahead inc case,point,NA,70044
CZ,2021-12-26,2022-01-29,5 wk ahead inc case,point,NA,74336
CZ,2021-12-26,2022-02-05,6 wk ahead inc case,point,NA,83408
CZ,2021-12-26,2022-02-12,7 wk ahead inc case,point,NA,86384
CZ,2021-12-26,2022-02-19,8 wk ahead inc case,point,NA,83942
CZ,2021-12-26,2022-02-26,9 wk ahead inc case,point,NA,75757
CZ,2021-12-26,2022-03-05,10 wk ahead inc case,point,NA,63576
CZ,2021-12-26,2022-03-12,11 wk ahead inc case,point,NA,52536
CZ,2021-12-26,2022-03-19,12 wk ahead inc case,point,NA,45379
CZ,2021-12-26,2022-03-26,13 wk ahead inc case,point,NA,43706
CZ,2021-12-26,2022-04-02,14 wk ahead inc case,point,NA,49348
CZ,2021-12-26,2022-04-09,15 wk ahead inc case,point,NA,58667
CZ,2021-12-26,2022-04-16,16 wk ahead inc case,point,NA,69136
CZ,2021-12-26,2022-04-23,17 wk ahead inc case,point,NA,81345
CZ,2021-12-26,2022-04-30,18 wk ahead inc case,point,NA,95512
CZ,2021-12-26,2022-05-07,19 wk ahead inc case,point,NA,107116
CZ,2021-12-26,2022-01-01,1 wk ahead inc death,point,NA,158
CZ,2021-12-26,2022-01-08,2 wk ahead inc death,point,NA,185
CZ,2021-12-26,2022-01-15,3 wk ahead inc death,point,NA,213
CZ,2021-12-26,2022-01-22,4 wk ahead inc death,point,NA,223
CZ,2021-12-26,2022-01-29,5 wk ahead inc death,point,NA,206
CZ,2021-12-26,2022-02-05,6 wk ahead inc death,point,NA,166
CZ,2021-12-26,2022-02-12,7 wk ahead inc death,point,NA,122
CZ,2021-12-26,2022-02-19,8 wk ahead inc death,point,NA,87
CZ,2021-12-26,2022-02-26,9 wk ahead inc death,point,NA,69
CZ,2021-12-26,2022-03-05,10 wk ahead inc death,point,NA,63
CZ,2021-12-26,2022-03-12,11 wk ahead inc death,point,NA,60
CZ,2021-12-26,2022-03-19,12 wk ahead inc death,point,NA,55
CZ,2021-12-26,2022-03-26,13 wk ahead inc death,point,NA,49
CZ,2021-12-26,2022-04-02,14 wk ahead inc death,point,NA,42
CZ,2021-12-26,2022-04-09,15 wk ahead inc death,point,NA,35
CZ,2021-12-26,2022-04-16,16 wk ahead inc death,point,NA,30
CZ,2021-12-26,2022-04-23,17 wk ahead inc death,point,NA,27
CZ,2021-12-26,2022-04-30,18 wk ahead inc death,point,NA,25
CZ,2021-12-26,2022-05-07,19 wk ahead inc death,point,NA,24
DK,2021-12-26,2022-01-01,1 wk ahead inc case,point,NA,8292
DK,2021-12-26,2022-01-08,2 wk ahead inc case,point,NA,2683
DK,2021-12-26,2022-01-15,3 wk ahead inc case,point,NA,1344
DK,2021-12-26,2022-01-22,4 wk ahead inc case,point,NA,946
DK,2021-12-26,2022-01-29,5 wk ahead inc case,point,NA,911
DK,2021-12-26,2022-02-05,6 wk ahead inc case,point,NA,1107
DK,2021-12-26,2022-02-12,7 wk ahead inc case,point,NA,1309
DK,2021-12-26,2022-02-19,8 wk ahead inc case,point,NA,1555
DK,2021-12-26,2022-02-26,9 wk ahead inc case,point,NA,1846
DK,2021-12-26,2022-03-05,10 wk ahead inc case,point,NA,2192
DK,2021-12-26,2022-03-12,11 wk ahead inc case,point,NA,2602
DK,2021-12-26,2022-03-19,12 wk ahead inc case,point,NA,3089
DK,2021-12-26,2022-03-26,13 wk ahead inc case,point,NA,3667
DK,2021-12-26,2022-04-02,14 wk ahead inc case,point,NA,4351
DK,2021-12-26,2022-04-09,15 wk ahead inc case,point,NA,5163
DK,2021-12-26,2022-04-16,16 wk ahead inc case,point,NA,6125
DK,2021-12-26,2022-04-23,17 wk ahead inc case,point,NA,7264
DK,2021-12-26,2022-04-30,18 wk ahead inc case,point,NA,8613
DK,2021-12-26,2022-05-07,19 wk ahead inc case,point,NA,10210
DK,2021-12-26,2022-01-01,1 wk ahead inc death,point,NA,6
