date,location,location_name,value
2020-09-26,EE,Estonia,0
2020-09-27,EE,Estonia,2
2020-09-28,EE,Estonia,6
2020-09-29,EE,Estonia,6
2020-09-30,EE,Estonia,4
2020-10-01,EE,Estonia,3
2020-10-02,EE,Estonia,5
2020-10-03,EE,Estonia,5
2020-10-04,EE,Estonia,1
2020-10-05,EE,Estonia,3
2020-10-06,EE,Estonia,1
2020-10-07,EE,Estonia,6
2020-10-08,EE,Estonia,0
2020-10-09,EE,Estonia,2
2020-10-10,EE,Estonia,1
2020-10-11,EE,Estonia,1
2020-10-12,EE,Estonia,2
2020-10-13,EE,Estonia,7
2020-10-14,EE,Estonia,4
2020-10-15,EE,Estonia,3
2020-10-16,EE,Estonia,4
2020-10-17,EE,Estonia,1
2020-10-18,EE,Estonia,3
2020-10-19,EE,Estonia,2
2020-10-20,EE,Estonia,3
2020-10-21,EE,Estonia,5
2020-10-22,EE,Estonia,1
2020-10-23,EE,Estonia,4
2020-10-24,EE,Estonia,1
2020-10-25,EE,Estonia,2
2020-10-26,EE,Estonia,7
2020-10-27,EE,Estonia,2
2020-10-28,EE,Estonia,3
2020-10-29,EE,Estonia,9
2020-10-30,EE,Estonia,4
2020-10-31,EE,Estonia,2
2020-11-01,EE,Estonia,4
2020-11-02,EE,Estonia,5
2020-11-03,EE,Estonia,3
2020-11-04,EE,Estonia,16
2020-11-05,EE,Estonia,9
2020-11-06,EE,Estonia,7
2020-11-07,EE,Estonia,10
2020-11-08,EE,Estonia,4
2020-11-09,EE,Estonia,9
2020-11-10,EE,Estonia,8
2020-11-11,EE,Estonia,11
2020-11-12,EE,Estonia,13
2020-11-13,EE,Estonia,16
2020-11-14,EE,Estonia,11
2020-11-15,EE,Estonia,5
2020-11-16,EE,Estonia,13
2020-11-17,EE,Estonia,24
2020-11-18,EE,Estonia,23
2020-11-19,EE,Estonia,18
2020-11-20,EE,Estonia,33
2020-11-21,EE,Estonia,9
2020-11-22,EE,Estonia,12
2020-11-23,EE,Estonia,20
2020-11-24,EE,Estonia,24
2020-11-25,EE,Estonia,34
2020-11-26,EE,Estonia,22
2020-11-27,EE,Estonia,27
2020-11-28,EE,Estonia,20
2020-11-29,EE,Estonia,18
2020-11-30,EE,Estonia,24
2020-12-01,EE,Estonia,34
2020-12-02,EE,Estonia,22
2020-12-03,EE,Estonia,26
2020-12-04,EE,Estonia,32
2020-12-05,EE,Estonia,27
2020-12-06,EE,Estonia,18
2020-12-07,EE,Estonia,20
2020-12-08,EE,Estonia,23
2020-12-09,EE,Estonia,13
2020-12-10,EE,Estonia,35
2020-12-11,EE,Estonia,29
2020-12-12,EE,Estonia,27
2020-12-13,EE,Estonia,26
2020-12-14,EE,Estonia,44
2020-12-15,EE,Estonia,30
2020-12-16,EE,Estonia,34
2020-12-17,EE,Estonia,27
2020-12-18,EE,Estonia,37
2020-12-19,EE,Estonia,23
2020-12-20,EE,Estonia,45
2020-12-21,EE,Estonia,38
2020-12-22,EE,Estonia,49
2020-12-23,EE,Estonia,38
2020-12-24,EE,Estonia,34
2020-12-25,EE,Estonia,46
2020-12-26,EE,Estonia,39
2020-12-27,EE,Estonia,29
2020-12-28,EE,Estonia,45
2020-12-29,EE,Estonia,44
2020-12-30,EE,Estonia,43
2020-12-31,EE,Estonia,33
2021-01-01,EE,Estonia,30
2021-01-02,EE,Estonia,21
2021-01-03,EE,Estonia,41
2021-01-04,EE,Estonia,31
2021-01-05,EE,Estonia,50
2021-01-06,EE,Estonia,33
2021-01-07,EE,Estonia,57
2021-01-08,EE,Estonia,31
2021-01-09,EE,Estonia,23
2021-01-10,EE,Estonia,30
2021-01-11,EE,Estonia,49
2021-01-12,EE,Estonia,52
2021-01-13,EE,Estonia,36
2021-01-14,EE,Estonia,41
2021-01-15,EE,Estonia,29
2021-01-16,EE,Estonia,34
2021-01-17,EE,Estonia,39
2021-01-18,EE,Estonia,61
2021-01-19,EE,Estonia,32
2021-01-20,EE,Estonia,33
2021-01-21,EE,Estonia,49
2021-01-22,EE,Estonia,47
2021-01-23,EE,Estonia,39
2021-01-24,EE,Estonia,27
2021-01-25,EE,Estonia,51
2021-01-26,EE,Estonia,43
2021-01-27,EE,Estonia,43
2021-01-28,EE,Estonia,64
2021-01-29,EE,Estonia,45
2021-01-30,EE,Estonia,27
2021-01-31,EE,Estonia,27
2021-02-01,EE,Estonia,53
2021-02-02,EE,Estonia,47
2021-02-03,EE,Estonia,46
2021-02-04,EE,Estonia,40
2021-02-05,EE,Estonia,52
2021-02-06,EE,Estonia,26
2021-02-07,EE,Estonia,27
2021-02-08,EE,Estonia,43
2021-02-09,EE,Estonia,40
2021-02-10,EE,Estonia,51
2021-02-11,EE,Estonia,40
2021-02-12,EE,Estonia,60
2021-02-13,EE,Estonia,39
2021-02-14,EE,Estonia,30
2021-02-15,EE,Estonia,56
2021-02-16,EE,Estonia,57
2021-02-17,EE,Estonia,52
2021-02-18,EE,Estonia,48
2021-02-19,EE,Estonia,52
2021-02-20,EE,Estonia,35
2021-02-21,EE,Estonia,34
2021-02-22,EE,Estonia,51
2021-02-23,EE,Estonia,48
2021-02-24,EE,Estonia,58
2021-02-25,EE,Estonia,54
2021-02-26,EE,Estonia,75
2021-02-27,EE,Estonia,44
2021-02-28,EE,Estonia,57
2021-03-01,EE,Estonia,83
2021-03-02,EE,Estonia,72
2021-03-03,EE,Estonia,75
2021-03-04,EE,Estonia,94
2021-03-05,EE,Estonia,88
2021-03-06,EE,Estonia,59
2021-03-07,EE,Estonia,61
2021-03-08,EE,Estonia,80
2021-03-09,EE,Estonia,71
2021-03-10,EE,Estonia,69
2021-03-11,EE,Estonia,82
2021-03-12,EE,Estonia,93
2021-03-13,EE,Estonia,70
2021-03-14,EE,Estonia,73
2021-03-15,EE,Estonia,73
2021-03-16,EE,Estonia,81
2021-03-17,EE,Estonia,74
2021-03-18,EE,Estonia,75
2021-03-19,EE,Estonia,85
2021-03-20,EE,Estonia,71
2021-03-21,EE,Estonia,67
2021-03-22,EE,Estonia,86
2021-03-23,EE,Estonia,94
2021-03-24,EE,Estonia,71
2021-03-25,EE,Estonia,74
2021-03-26,EE,Estonia,86
2021-03-27,EE,Estonia,65
2021-03-28,EE,Estonia,67
2021-03-29,EE,Estonia,96
2021-03-30,EE,Estonia,60
2021-03-31,EE,Estonia,89
2021-04-01,EE,Estonia,71
2021-04-02,EE,Estonia,54
2021-04-03,EE,Estonia,65
2021-04-04,EE,Estonia,58
2021-04-05,EE,Estonia,76
2021-04-06,EE,Estonia,50
2021-04-07,EE,Estonia,53
2021-04-08,EE,Estonia,61
2021-04-09,EE,Estonia,58
2021-04-10,EE,Estonia,41
2021-04-11,EE,Estonia,37
2021-04-12,EE,Estonia,50
2021-04-13,EE,Estonia,47
2021-04-14,EE,Estonia,40
2021-04-15,EE,Estonia,39
2021-04-16,EE,Estonia,34
2021-04-17,EE,Estonia,44
2021-04-18,EE,Estonia,30
2021-04-19,EE,Estonia,43
2021-04-20,EE,Estonia,39
2021-04-21,EE,Estonia,40
2021-04-22,EE,Estonia,49
2021-04-23,EE,Estonia,30
2021-04-24,EE,Estonia,25
2021-04-25,EE,Estonia,20
2021-04-26,EE,Estonia,43
2021-04-27,EE,Estonia,33
2021-04-28,EE,Estonia,33
2021-04-29,EE,Estonia,30
2021-04-30,EE,Estonia,26
2021-05-01,EE,Estonia,24
2021-05-02,EE,Estonia,29
2021-05-03,EE,Estonia,29
2021-05-04,EE,Estonia,24
2021-05-05,EE,Estonia,33
2021-05-06,EE,Estonia,39
2021-05-07,EE,Estonia,18
2021-05-08,EE,Estonia,17
2021-05-09,EE,Estonia,20
2021-05-10,EE,Estonia,20
2021-05-11,EE,Estonia,23
2021-05-12,EE,Estonia,21
2021-05-13,EE,Estonia,23
2021-05-14,EE,Estonia,14
2021-05-15,EE,Estonia,19
2021-05-16,EE,Estonia,20
2021-05-17,EE,Estonia,38
2021-05-18,EE,Estonia,19
2021-05-19,EE,Estonia,11
2021-05-20,EE,Estonia,20
2021-05-21,EE,Estonia,19
2021-05-22,EE,Estonia,17
2021-05-23,EE,Estonia,7
2021-05-24,EE,Estonia,16
2021-05-25,EE,Estonia,14
2021-05-26,EE,Estonia,9
2021-05-27,EE,Estonia,12
2021-05-28,EE,Estonia,8
2021-05-29,EE,Estonia,6
2021-05-30,EE,Estonia,13
2021-05-31,EE,Estonia,7
2021-06-01,EE,Estonia,8
2021-06-02,EE,Estonia,7
2021-06-03,EE,Estonia,8
2021-06-04,EE,Estonia,6
2021-06-05,EE,Estonia,3
2021-06-06,EE,Estonia,8
2021-06-07,EE,Estonia,4
2021-06-08,EE,Estonia,6
2021-06-09,EE,Estonia,2
2021-06-10,EE,Estonia,4
2021-06-11,EE,Estonia,7
2021-06-12,EE,Estonia,7
2021-06-13,EE,Estonia,7
2021-06-14,EE,Estonia,10
2021-06-15,EE,Estonia,6
2021-06-16,EE,Estonia,5
2021-06-17,EE,Estonia,3
2021-06-18,EE,Estonia,6
2021-06-19,EE,Estonia,3
2021-06-20,EE,Estonia,5
2021-06-21,EE,Estonia,5
2021-06-22,EE,Estonia,6
2021-06-23,EE,Estonia,3
2021-06-24,EE,Estonia,2
2021-06-25,EE,Estonia,4
2021-06-26,EE,Estonia,3
2021-06-27,EE,Estonia,0
2021-06-28,EE,Estonia,0
2021-06-29,EE,Estonia,3
2021-06-30,EE,Estonia,3
2021-07-01,EE,Estonia,1
2021-07-02,EE,Estonia,2
2021-07-03,EE,Estonia,4
2021-07-04,EE,Estonia,2
2021-07-05,EE,Estonia,6
2021-07-06,EE,Estonia,3
2021-07-07,EE,Estonia,4
2021-07-08,EE,Estonia,2
2020-03-19,FR,France,2229
2020-03-20,FR,France,1256
2020-03-21,FR,France,1540
2020-03-22,FR,France,1534
2020-03-23,FR,France,2053
2020-03-24,FR,France,2618
2020-03-25,FR,France,3166
2020-03-26,FR,France,3097
2020-03-27,FR,France,3059
2020-03-28,FR,France,3353
2020-03-29,FR,France,2685
2020-03-30,FR,France,3108
2020-03-31,FR,France,4146
2020-04-01,FR,France,4281
2020-04-02,FR,France,3845
2020-04-03,FR,France,3627
2020-04-04,FR,France,2822
2020-04-05,FR,France,1931
2020-04-06,FR,France,2754
2020-04-07,FR,France,3277
2020-04-08,FR,France,3139
2020-04-09,FR,France,2990
2020-04-10,FR,France,3161
2020-04-11,FR,France,2044
2020-04-12,FR,France,1688
2020-04-13,FR,France,1257
2020-04-14,FR,France,1965
2020-04-15,FR,France,2415
2020-04-16,FR,France,2084
2020-04-17,FR,France,2166
2020-04-18,FR,France,1565
2020-04-19,FR,France,890
2020-04-20,FR,France,1464
2020-04-21,FR,France,1885
2020-04-22,FR,France,1619
2020-04-23,FR,France,1410
2020-04-24,FR,France,1346
2020-04-25,FR,France,999
2020-04-26,FR,France,481
2020-04-27,FR,France,964
2020-04-28,FR,France,1321
2020-04-29,FR,France,1070
2020-04-30,FR,France,1048
2020-05-01,FR,France,668
2020-05-02,FR,France,453
2020-05-03,FR,France,345
2020-05-04,FR,France,689
2020-05-05,FR,France,987
2020-05-06,FR,France,833
2020-05-07,FR,France,728
2020-05-08,FR,France,510
2020-05-09,FR,France,265
2020-05-10,FR,France,253
2020-05-11,FR,France,523
2020-05-12,FR,France,670
2020-05-13,FR,France,543
2020-05-14,FR,France,542
2020-05-15,FR,France,438
2020-05-16,FR,France,350
2020-05-17,FR,France,152
2020-05-18,FR,France,375
2020-05-19,FR,France,506
2020-05-20,FR,France,432
2020-05-21,FR,France,271
2020-05-22,FR,France,263
2020-05-23,FR,France,233
2020-05-24,FR,France,121
2020-05-25,FR,France,342
2020-05-26,FR,France,318
2020-05-27,FR,France,271
2020-05-28,FR,France,253
2020-05-29,FR,France,255
2020-05-30,FR,France,227
2020-05-31,FR,France,72
2020-06-01,FR,France,89
2020-06-02,FR,France,229
2020-06-03,FR,France,250
2020-06-04,FR,France,195
2020-06-05,FR,France,213
2020-06-06,FR,France,143
2020-06-07,FR,France,37
2020-06-08,FR,France,145
2020-06-09,FR,France,169
2020-06-10,FR,France,130
2020-06-11,FR,France,143
2020-06-12,FR,France,136
2020-06-13,FR,France,68
2020-06-14,FR,France,33
2020-06-15,FR,France,114
2020-06-16,FR,France,143
2020-06-17,FR,France,116
2020-06-18,FR,France,136
2020-06-19,FR,France,116
2020-06-20,FR,France,90
2020-06-21,FR,France,48
2020-06-22,FR,France,142
2020-06-23,FR,France,117
2020-06-24,FR,France,97
2020-06-25,FR,France,124
2020-06-26,FR,France,87
2020-06-27,FR,France,55
2020-06-28,FR,France,44
2020-06-29,FR,France,102
2020-06-30,FR,France,152
2020-07-01,FR,France,106
2020-07-02,FR,France,93
2020-07-03,FR,France,125
2020-07-04,FR,France,47
2020-07-05,FR,France,21
2020-07-06,FR,France,98
2020-07-07,FR,France,127
2020-07-08,FR,France,83
2020-07-09,FR,France,79
2020-07-10,FR,France,136
2020-07-11,FR,France,57
2020-07-12,FR,France,26
2020-07-13,FR,France,68
2020-07-14,FR,France,61
2020-07-15,FR,France,133
2020-07-16,FR,France,119
2020-07-17,FR,France,119
2020-07-18,FR,France,68
2020-07-19,FR,France,36
2020-07-20,FR,France,137
2020-07-21,FR,France,109
2020-07-22,FR,France,132
2020-07-23,FR,France,123
2020-07-24,FR,France,126
2020-07-25,FR,France,86
2020-07-26,FR,France,36
2020-07-27,FR,France,118
2020-07-28,FR,France,172
2020-07-29,FR,France,118
2020-07-30,FR,France,116
2020-07-31,FR,France,152
2020-08-01,FR,France,77
2020-08-02,FR,France,25
2020-08-03,FR,France,142
2020-08-04,FR,France,139
2020-08-05,FR,France,137
2020-08-06,FR,France,141
2020-08-07,FR,France,136
2020-08-08,FR,France,73
2020-08-09,FR,France,14
2020-08-10,FR,France,180
2020-08-11,FR,France,191
2020-08-12,FR,France,143
2020-08-13,FR,France,201
2020-08-14,FR,France,173
2020-08-15,FR,France,87
2020-08-16,FR,France,33
2020-08-17,FR,France,234
2020-08-18,FR,France,185
2020-08-19,FR,France,162
2020-08-20,FR,France,149
2020-08-21,FR,France,210
2020-08-22,FR,France,114
2020-08-23,FR,France,29
2020-08-24,FR,France,233
2020-08-25,FR,France,265
2020-08-26,FR,France,215
2020-08-27,FR,France,225
2020-08-28,FR,France,241
2020-08-29,FR,France,135
2020-08-30,FR,France,23
2020-08-31,FR,France,254
2020-09-01,FR,France,300
2020-09-02,FR,France,317
2020-09-03,FR,France,307
2020-09-04,FR,France,292
2020-09-05,FR,France,168
2020-09-06,FR,France,66
2020-09-07,FR,France,448
2020-09-08,FR,France,490
2020-09-09,FR,France,386
2020-09-10,FR,France,352
2020-09-11,FR,France,447
2020-09-12,FR,France,243
2020-09-13,FR,France,98
2020-09-14,FR,France,545
2020-09-15,FR,France,642
2020-09-16,FR,France,649
2020-09-17,FR,France,599
2020-09-18,FR,France,850
2020-09-19,FR,France,470
2020-09-20,FR,France,139
2020-09-21,FR,France,754
2020-09-22,FR,France,783
2020-09-23,FR,France,649
2020-09-24,FR,France,613
2020-09-25,FR,France,661
2020-09-26,FR,France,503
2020-09-27,FR,France,241
2020-09-28,FR,France,619
2020-09-29,FR,France,698
2020-09-30,FR,France,650
2020-10-01,FR,France,626
2020-10-02,FR,France,721
2020-10-03,FR,France,532
2020-10-04,FR,France,418
2020-10-05,FR,France,710
2020-10-06,FR,France,829
2020-10-07,FR,France,789
2020-10-08,FR,France,711
2020-10-09,FR,France,848
2020-10-10,FR,France,694
2020-10-11,FR,France,503
2020-10-12,FR,France,976
2020-10-13,FR,France,1168
2020-10-14,FR,France,1133
2020-10-15,FR,France,1207
2020-10-16,FR,France,1225
2020-10-17,FR,France,986
2020-10-18,FR,France,835
2020-10-19,FR,France,1424
2020-10-20,FR,France,1943
2020-10-21,FR,France,1754
2020-10-22,FR,France,1998
2020-10-23,FR,France,2091
2020-10-24,FR,France,1667
2020-10-25,FR,France,1298
2020-10-26,FR,France,2314
2020-10-27,FR,France,2988
2020-10-28,FR,France,2821
2020-10-29,FR,France,2607
2020-10-30,FR,France,2563
2020-10-31,FR,France,2274
2020-11-01,FR,France,1883
2020-11-02,FR,France,2547
2020-11-03,FR,France,3311
2020-11-04,FR,France,3681
2020-11-05,FR,France,2989
2020-11-06,FR,France,3140
2020-11-07,FR,France,2458
2020-11-08,FR,France,1814
2020-11-09,FR,France,2670
2020-11-10,FR,France,3168
2020-11-11,FR,France,2588
2020-11-12,FR,France,2371
2020-11-13,FR,France,2841
2020-11-14,FR,France,2202
2020-11-15,FR,France,1574
2020-11-16,FR,France,2065
2020-11-17,FR,France,2513
2020-11-18,FR,France,2435
2020-11-19,FR,France,2221
2020-11-20,FR,France,1968
2020-11-21,FR,France,1515
2020-11-22,FR,France,906
2020-11-23,FR,France,1380
2020-11-24,FR,France,1786
2020-11-25,FR,France,1677
2020-11-26,FR,France,1460
2020-11-27,FR,France,1471
2020-11-28,FR,France,976
2020-11-29,FR,France,652
2020-11-30,FR,France,1257
2020-12-01,FR,France,1572
2020-12-02,FR,France,1253
2020-12-03,FR,France,1450
2020-12-04,FR,France,1400
2020-12-05,FR,France,1019
2020-12-06,FR,France,627
2020-12-07,FR,France,1206
2020-12-08,FR,France,1597
2020-12-09,FR,France,1380
2020-12-10,FR,France,1445
2020-12-11,FR,France,1340
2020-12-12,FR,France,1097
2020-12-13,FR,France,669
2020-12-14,FR,France,1324
2020-12-15,FR,France,1562
2020-12-16,FR,France,1664
2020-12-17,FR,France,1364
2020-12-18,FR,France,1285
2020-12-19,FR,France,1004
2020-12-20,FR,France,599
2020-12-21,FR,France,1284
2020-12-22,FR,France,1783
2020-12-23,FR,France,1426
2020-12-24,FR,France,1454
2020-12-25,FR,France,743
2020-12-26,FR,France,513
2020-12-27,FR,France,589
2020-12-28,FR,France,1217
2020-12-29,FR,France,1627
2020-12-30,FR,France,1404
2020-12-31,FR,France,1317
2021-01-01,FR,France,677
2021-01-02,FR,France,646
2021-01-03,FR,France,657
2021-01-04,FR,France,1262
2021-01-05,FR,France,1747
2021-01-06,FR,France,1438
2021-01-07,FR,France,1441
2021-01-08,FR,France,1445
2021-01-09,FR,France,944
2021-01-10,FR,France,729
2021-01-11,FR,France,1289
2021-01-12,FR,France,1660
2021-01-13,FR,France,1588
2021-01-14,FR,France,1691
2021-01-15,FR,France,1634
2021-01-16,FR,France,1199
2021-01-17,FR,France,698
2021-01-18,FR,France,1666
2021-01-19,FR,France,1995
2021-01-20,FR,France,1911
2021-01-21,FR,France,1759
2021-01-22,FR,France,1861
2021-01-23,FR,France,1174
2021-01-24,FR,France,918
2021-01-25,FR,France,1773
2021-01-26,FR,France,2006
2021-01-27,FR,France,1933
2021-01-28,FR,France,1726
2021-01-29,FR,France,1823
2021-01-30,FR,France,1176
2021-01-31,FR,France,816
2021-02-01,FR,France,1750
2021-02-02,FR,France,2189
2021-02-03,FR,France,1882
2021-02-04,FR,France,1752
2021-02-05,FR,France,1719
2021-02-06,FR,France,1126
2021-02-07,FR,France,790
2021-02-08,FR,France,1893
2021-02-09,FR,France,1931
2021-02-10,FR,France,1525
2021-02-11,FR,France,1618
2021-02-12,FR,France,1405
2021-02-13,FR,France,1085
2021-02-14,FR,France,651
2021-02-15,FR,France,1431
2021-02-16,FR,France,1857
2021-02-17,FR,France,1559
2021-02-18,FR,France,1490
2021-02-19,FR,France,1543
2021-02-20,FR,France,1029
2021-02-21,FR,France,593
2021-02-22,FR,France,1529
2021-02-23,FR,France,1780
2021-02-24,FR,France,1636
2021-02-25,FR,France,1454
2021-02-26,FR,France,1634
2021-02-27,FR,France,1007
2021-02-28,FR,France,728
2021-03-01,FR,France,1393
2021-03-02,FR,France,1705
2021-03-03,FR,France,1622
2021-03-04,FR,France,1538
2021-03-05,FR,France,1397
2021-03-06,FR,France,1097
2021-03-07,FR,France,720
2021-03-08,FR,France,1584
2021-03-09,FR,France,1810
2021-03-10,FR,France,1574
2021-03-11,FR,France,1609
2021-03-12,FR,France,1448
2021-03-13,FR,France,1087
2021-03-14,FR,France,821
2021-03-15,FR,France,1676
2021-03-16,FR,France,2005
2021-03-17,FR,France,1745
2021-03-18,FR,France,1661
2021-03-19,FR,France,1699
2021-03-20,FR,France,1348
2021-03-21,FR,France,926
2021-03-22,FR,France,1902
2021-03-23,FR,France,2286
2021-03-24,FR,France,2130
2021-03-25,FR,France,1860
2021-03-26,FR,France,2048
2021-03-27,FR,France,1567
2021-03-28,FR,France,1017
2021-03-29,FR,France,2099
2021-03-30,FR,France,2579
2021-03-31,FR,France,2209
2021-04-01,FR,France,2035
2021-04-02,FR,France,2092
2021-04-03,FR,France,1730
2021-04-04,FR,France,1224
2021-04-05,FR,France,1219
2021-04-06,FR,France,2459
2021-04-07,FR,France,3131
2021-04-08,FR,France,2156
2021-04-09,FR,France,2120
2021-04-10,FR,France,1649
2021-04-11,FR,France,1305
2021-04-12,FR,France,2172
2021-04-13,FR,France,2501
2021-04-14,FR,France,2072
2021-04-15,FR,France,2062
2021-04-16,FR,France,2044
2021-04-17,FR,France,1471
2021-04-18,FR,France,1111
2021-04-19,FR,France,2066
2021-04-20,FR,France,2404
2021-04-21,FR,France,2095
2021-04-22,FR,France,1878
2021-04-23,FR,France,1932
2021-04-24,FR,France,1368
2021-04-25,FR,France,881
2021-04-26,FR,France,1944
2021-04-27,FR,France,2109
2021-04-28,FR,France,1708
2021-04-29,FR,France,1711
2021-04-30,FR,France,1433
2021-05-01,FR,France,1246
2021-05-02,FR,France,798
2021-05-03,FR,France,1495
2021-05-04,FR,France,1591
2021-05-05,FR,France,1459
2021-05-06,FR,France,1151
2021-05-07,FR,France,1140
2021-05-08,FR,France,844
2021-05-09,FR,France,527
2021-05-10,FR,France,1125
2021-05-11,FR,France,1239
2021-05-12,FR,France,965
2021-05-13,FR,France,618
2021-05-14,FR,France,733
2021-05-15,FR,France,580
2021-05-16,FR,France,416
2021-05-17,FR,France,871
2021-05-18,FR,France,996
2021-05-19,FR,France,712
2021-05-20,FR,France,709
2021-05-21,FR,France,625
2021-05-22,FR,France,468
2021-05-23,FR,France,324
2021-05-24,FR,France,260
2021-05-25,FR,France,796
2021-05-26,FR,France,671
2021-05-27,FR,France,499
2021-05-28,FR,France,539
2021-05-29,FR,France,334
2021-05-30,FR,France,199
2021-05-31,FR,France,529
2021-06-01,FR,France,596
2021-06-02,FR,France,491
2021-06-03,FR,France,458
2021-06-04,FR,France,408
2021-06-05,FR,France,267
2021-06-06,FR,France,154
2021-06-07,FR,France,383
2021-06-08,FR,France,405
2021-06-09,FR,France,391
2021-06-10,FR,France,297
2021-06-11,FR,France,313
2021-06-12,FR,France,198
2021-06-13,FR,France,111
2021-06-14,FR,France,325
2021-06-15,FR,France,300
2021-06-16,FR,France,198
2021-06-17,FR,France,225
2021-06-18,FR,France,171
2021-06-19,FR,France,102
2021-06-20,FR,France,51
2021-06-21,FR,France,216
2021-06-22,FR,France,181
2021-06-23,FR,France,167
2021-06-24,FR,France,140
2021-06-25,FR,France,148
2021-06-26,FR,France,81
2021-06-27,FR,France,42
2021-06-28,FR,France,176
2021-06-29,FR,France,134
2021-06-30,FR,France,158
2021-07-01,FR,France,109
2021-07-02,FR,France,118
2021-07-03,FR,France,79
2021-07-04,FR,France,41
2021-07-05,FR,France,137
2021-07-06,FR,France,149
2021-07-07,FR,France,140
2021-07-08,FR,France,100
2020-02-27,NL,Netherlands,2
2020-02-28,NL,Netherlands,4
2020-02-29,NL,Netherlands,1
2020-03-01,NL,Netherlands,7
2020-03-02,NL,Netherlands,10
2020-03-03,NL,Netherlands,8
2020-03-04,NL,Netherlands,10
2020-03-05,NL,Netherlands,11
2020-03-06,NL,Netherlands,21
2020-03-07,NL,Netherlands,7
2020-03-08,NL,Netherlands,18
2020-03-09,NL,Netherlands,28
2020-03-10,NL,Netherlands,29
2020-03-11,NL,Netherlands,44
2020-03-12,NL,Netherlands,54
2020-03-13,NL,Netherlands,76
2020-03-14,NL,Netherlands,61
2020-03-15,NL,Netherlands,69
2020-03-16,NL,Netherlands,142
2020-03-17,NL,Netherlands,145
2020-03-18,NL,Netherlands,177
2020-03-19,NL,Netherlands,261
2020-03-20,NL,Netherlands,241
2020-03-21,NL,Netherlands,204
2020-03-22,NL,Netherlands,236
2020-03-23,NL,Netherlands,454
2020-03-24,NL,Netherlands,428
2020-03-25,NL,Netherlands,442
2020-03-26,NL,Netherlands,443
2020-03-27,NL,Netherlands,562
2020-03-28,NL,Netherlands,303
2020-03-29,NL,Netherlands,257
2020-03-30,NL,Netherlands,442
2020-03-31,NL,Netherlands,309
2020-04-01,NL,Netherlands,316
2020-04-02,NL,Netherlands,350
2020-04-03,NL,Netherlands,338
2020-04-04,NL,Netherlands,187
2020-04-05,NL,Netherlands,230
2020-04-06,NL,Netherlands,329
2020-04-07,NL,Netherlands,204
2020-04-08,NL,Netherlands,209
2020-04-09,NL,Netherlands,188
2020-04-10,NL,Netherlands,205
2020-04-11,NL,Netherlands,133
2020-04-12,NL,Netherlands,137
2020-04-13,NL,Netherlands,167
2020-04-14,NL,Netherlands,162
2020-04-15,NL,Netherlands,118
2020-04-16,NL,Netherlands,118
2020-04-17,NL,Netherlands,138
2020-04-18,NL,Netherlands,80
2020-04-19,NL,Netherlands,83
2020-04-20,NL,Netherlands,113
2020-04-21,NL,Netherlands,117
2020-04-22,NL,Netherlands,90
2020-04-23,NL,Netherlands,95
2020-04-24,NL,Netherlands,79
2020-04-25,NL,Netherlands,44
2020-04-26,NL,Netherlands,43
2020-04-27,NL,Netherlands,61
2020-04-28,NL,Netherlands,91
2020-04-29,NL,Netherlands,59
2020-04-30,NL,Netherlands,63
2020-05-01,NL,Netherlands,52
2020-05-02,NL,Netherlands,27
2020-05-03,NL,Netherlands,36
2020-05-04,NL,Netherlands,59
2020-05-05,NL,Netherlands,28
2020-05-06,NL,Netherlands,60
2020-05-07,NL,Netherlands,46
2020-05-08,NL,Netherlands,55
2020-05-09,NL,Netherlands,30
2020-05-10,NL,Netherlands,25
2020-05-11,NL,Netherlands,45
2020-05-12,NL,Netherlands,27
2020-05-13,NL,Netherlands,38
2020-05-14,NL,Netherlands,25
2020-05-15,NL,Netherlands,32
2020-05-16,NL,Netherlands,18
2020-05-17,NL,Netherlands,30
2020-05-18,NL,Netherlands,36
2020-05-19,NL,Netherlands,18
2020-05-20,NL,Netherlands,31
2020-05-21,NL,Netherlands,14
2020-05-22,NL,Netherlands,32
2020-05-23,NL,Netherlands,13
2020-05-24,NL,Netherlands,18
2020-05-25,NL,Netherlands,35
2020-05-26,NL,Netherlands,25
2020-05-27,NL,Netherlands,16
2020-05-28,NL,Netherlands,17
2020-05-29,NL,Netherlands,24
2020-05-30,NL,Netherlands,19
2020-05-31,NL,Netherlands,12
2020-06-01,NL,Netherlands,15
2020-06-02,NL,Netherlands,24
2020-06-03,NL,Netherlands,19
2020-06-04,NL,Netherlands,14
2020-06-05,NL,Netherlands,9
2020-06-06,NL,Netherlands,4
2020-06-07,NL,Netherlands,4
2020-06-08,NL,Netherlands,11
2020-06-09,NL,Netherlands,9
2020-06-10,NL,Netherlands,5
2020-06-11,NL,Netherlands,14
2020-06-12,NL,Netherlands,8
2020-06-13,NL,Netherlands,4
2020-06-14,NL,Netherlands,3
2020-06-15,NL,Netherlands,5
2020-06-16,NL,Netherlands,8
2020-06-17,NL,Netherlands,7
2020-06-18,NL,Netherlands,4
2020-06-19,NL,Netherlands,4
2020-06-20,NL,Netherlands,4
2020-06-21,NL,Netherlands,5
2020-06-22,NL,Netherlands,7
2020-06-23,NL,Netherlands,6
2020-06-24,NL,Netherlands,5
2020-06-25,NL,Netherlands,9
2020-06-26,NL,Netherlands,2
2020-06-27,NL,Netherlands,2
2020-06-28,NL,Netherlands,5
