location_name,location,date,value,source,snapshot_date,status
Austria,AT,2020-09-26,34,ECDC,2022-08-12,final
Austria,AT,2020-10-03,40,ECDC,2022-08-12,final
Austria,AT,2020-10-10,71,ECDC,2022-08-12,final
Austria,AT,2020-10-17,66,ECDC,2022-08-12,final
Austria,AT,2020-10-24,126,ECDC,2022-08-12,final
Austria,AT,2020-10-31,261,ECDC,2022-08-12,final
Austria,AT,2020-11-07,399,ECDC,2022-08-12,final
Austria,AT,2020-11-14,622,ECDC,2022-08-12,final
Austria,AT,2020-11-21,770,ECDC,2022-08-12,final
Austria,AT,2020-11-28,857,ECDC,2022-08-12,final
Austria,AT,2020-12-05,929,ECDC,2022-08-12,final
Austria,AT,2020-12-12,852,ECDC,2022-08-12,final
Austria,AT,2020-12-19,710,ECDC,2022-08-12,final
Austria,AT,2020-12-26,616,ECDC,2022-08-12,final
Austria,AT,2021-01-02,518,ECDC,2022-08-12,final
Austria,AT,2021-01-09,437,ECDC,2022-08-12,final
Austria,AT,2021-01-16,451,ECDC,2022-08-12,final
Austria,AT,2021-01-23,402,ECDC,2022-08-12,final
Austria,AT,2021-01-30,370,ECDC,2022-08-12,final
Austria,AT,2021-02-06,298,ECDC,2022-08-12,final
Austria,AT,2021-02-13,255,ECDC,2022-08-12,final
Austria,AT,2021-02-20,219,ECDC,2022-08-12,final
Austria,AT,2021-02-27,224,ECDC,2022-08-12,final
Austria,AT,2021-03-06,190,ECDC,2022-08-12,final
Austria,AT,2021-03-13,215,ECDC,2022-08-12,final
Austria,AT,2021-03-20,247,ECDC,2022-08-12,final
Austria,AT,2021-03-27,216,ECDC,2022-08-12,final
Austria,AT,2021-04-03,271,ECDC,2022-08-12,final
Austria,AT,2021-04-10,252,ECDC,2022-08-12,final
Austria,AT,2021-04-17,243,ECDC,2022-08-12,final
Austria,AT,2021-04-24,200,ECDC,2022-08-12,final
Austria,AT,2021-05-01,191,ECDC,2022-08-12,final
Austria,AT,2021-05-08,157,ECDC,2022-08-12,final
Austria,AT,2021-05-15,104,ECDC,2022-08-12,final
Austria,AT,2021-05-22,73,ECDC,2022-08-12,final
Austria,AT,2021-05-29,72,ECDC,2022-08-12,final
Austria,AT,2021-06-05,47,ECDC,2022-08-12,final
Austria,AT,2021-06-12,36,ECDC,2022-08-12,final
Austria,AT,2021-06-19,32,ECDC,2022-08-12,final
Austria,AT,2021-06-26,19,ECDC,2022-08-12,final
Austria,AT,2021-07-03,23,ECDC,2022-08-12,final
Austria,AT,2021-07-10,11,ECDC,2022-08-12,final
Austria,AT,2021-07-17,13,ECDC,2022-08-12,final
Austria,AT,2021-07-24,15,ECDC,2022-08-12,final
Austria,AT,2021-07-31,15,ECDC,2022-08-12,final
Austria,AT,2021-08-07,19,ECDC,2022-08-12,final
Austria,AT,2021-08-14,16,ECDC,2022-08-12,final
Austria,AT,2021-08-21,12,ECDC,2022-08-12,final
Austria,AT,2021-08-28,35,ECDC,2022-08-12,final
Austria,AT,2021-09-04,43,ECDC,2022-08-12,final
Austria,AT,2021-09-11,51,ECDC,2022-08-12,final
Austria,AT,2021-09-18,84,ECDC,2022-08-12,final
Austria,AT,2021-09-25,76,ECDC,2022-08-12,final
Austria,AT,2021-10-02,77,ECDC,2022-08-12,final
Austria,AT,2021-10-09,73,ECDC,2022-08-12,final
Austria,AT,2021-10-16,106,ECDC,2022-08-12,final
Austria,AT,2021-10-23,111,ECDC,2022-08-12,final
Austria,AT,2021-10-30,142,ECDC,2022-08-12,final
Austria,AT,2021-11-06,208,ECDC,2022-08-12,final
Austria,AT,2021-11-13,335,ECDC,2022-08-12,final
Austria,AT,2021-11-20,397,ECDC,2022-08-12,final
Austria,AT,2021-11-27,477,ECDC,2022-08-12,final
Austria,AT,2021-12-04,482,ECDC,2022-08-12,final
Austria,AT,2021-12-11,405,ECDC,2022-08-12,final
Austria,AT,2021-12-18,279,ECDC,2022-08-12,final
Austria,AT,2021-12-25,175,ECDC,2022-08-12,final
Austria,AT,2022-01-01,131,ECDC,2022-08-12,final
Austria,AT,2022-01-08,88,ECDC,2022-08-12,final
Austria,AT,2022-01-15,71,ECDC,2022-08-12,final
Austria,AT,2022-01-22,79,ECDC,2022-08-12,final
Austria,AT,2022-01-29,107,ECDC,2022-08-12,final
Austria,AT,2022-02-05,141,ECDC,2022-08-12,final
Austria,AT,2022-02-12,178,ECDC,2022-08-12,final
Austria,AT,2022-02-19,191,ECDC,2022-08-12,final
Austria,AT,2022-02-26,215,ECDC,2022-08-12,final
Austria,AT,2022-03-05,222,ECDC,2022-08-12,final
Austria,AT,2022-03-12,194,ECDC,2022-08-12,final
Austria,AT,2022-03-19,239,ECDC,2022-08-12,final
Austria,AT,2022-03-26,283,ECDC,2022-08-12,final
Austria,AT,2022-04-02,286,ECDC,2022-08-12,final
Austria,AT,2022-04-09,216,ECDC,2022-08-12,final
Austria,AT,2022-04-16,167,ECDC,2022-08-12,final
Austria,AT,2022-04-23,127,ECDC,2022-08-12,final
Austria,AT,2022-04-30,91,ECDC,2022-08-12,final
Austria,AT,2022-05-07,77,ECDC,2022-08-12,final
Austria,AT,2022-05-14,42,ECDC,2022-08-12,final
Austria,AT,2022-05-21,35,ECDC,2022-08-12,final
Austria,AT,2022-05-28,30,ECDC,2022-08-12,final
Austria,AT,2022-06-04,24,ECDC,2022-08-12,final
Austria,AT,2022-06-11,24,ECDC,2022-08-12,final
Austria,AT,2022-06-18,30,ECDC,2022-08-12,final
Austria,AT,2022-06-25,35,ECDC,2022-08-12,final
Austria,AT,2022-07-02,48,ECDC,2022-08-12,final
Austria,AT,2022-07-09,64,ECDC,2022-08-12,final
Austria,AT,2022-07-16,55,ECDC,2022-08-19,final
Austria,AT,2022-07-23,97,ECDC,2022-08-26,final
Austria,AT,2022-07-30,67,ECDC,2022-09-02,final
Austria,AT,2022-08-06,69,ECDC,2022-09-09,final
Austria,AT,2022-08-13,46,ECDC,2022-09-16,final
Austria,AT,2022-08-20,43,ECDC,2022-09-23,final
Austria,AT,2022-08-27,22,ECDC,2022-09-30,final
Austria,AT,2022-09-03,36,ECDC,2022-10-07,final
Austria,AT,2022-09-10,65,ECDC,2022-10-14,final
Austria,AT,2022-09-17,31,ECDC,2022-10-21,final
Austria,AT,2022-09-24,47,ECDC,2022-10-28,final
Austria,AT,2022-10-01,42,ECDC,2022-11-04,final
Austria,AT,2022-10-08,98,ECDC,2022-11-11,final
Austria,AT,2022-10-15,81,ECDC,2022-11-18,final
Austria,AT,2022-10-22,77,ECDC,2022-11-25,final
Austria,AT,2022-10-29,67,ECDC,2022-12-02,final
Austria,AT,2022-11-05,47,ECDC,2022-12-09,final
Austria,AT,2022-11-12,50,ECDC,2022-12-16,final
Austria,AT,2022-11-19,53,ECDC,2022-12-23,final
Austria,AT,2022-11-26,40,ECDC,2023-01-13,final
Austria,AT,2022-12-03,49,ECDC,2023-01-13,final
Austria,AT,2022-12-10,38,ECDC,2023-01-13,final
Austria,AT,2022-12-17,54,ECDC,2023-01-20,final
Austria,AT,2022-12-24,65,ECDC,2023-01-27,final
Austria,AT,2022-12-31,75,ECDC,2023-02-03,final
Austria,AT,2023-01-07,58,ECDC,2023-02-10,final
Austria,AT,2023-01-14,50,ECDC,2023-02-17,final
Austria,AT,2023-01-21,42,ECDC,2023-02-24,final
Austria,AT,2023-01-28,46,ECDC,2023-03-03,final
Austria,AT,2023-02-04,43,ECDC,2023-03-10,final
Austria,AT,2023-02-11,36,ECDC,2023-03-17,final
Austria,AT,2023-02-18,33,ECDC,2023-03-24,final
Austria,AT,2023-02-25,55,ECDC,2023-04-01,final
Austria,AT,2023-03-04,63,ECDC,2023-04-01,final
Austria,AT,2023-03-11,55,ECDC,2023-04-01,near final
Austria,AT,2023-03-18,45,ECDC,2023-04-01,expecting revisions
Austria,AT,2023-03-25,31,ECDC,2023-04-01,expecting revisions
Belgium,BE,2020-01-04,0,ECDC,2022-08-12,final
Belgium,BE,2020-01-11,0,ECDC,2022-08-12,final
Belgium,BE,2020-01-18,0,ECDC,2022-08-12,final
Belgium,BE,2020-01-25,0,ECDC,2022-08-12,final
Belgium,BE,2020-02-01,0,ECDC,2022-08-12,final
Belgium,BE,2020-02-08,0,ECDC,2022-08-12,final
Belgium,BE,2020-02-15,0,ECDC,2022-08-12,final
Belgium,BE,2020-02-22,0,ECDC,2022-08-12,final
Belgium,BE,2020-02-29,0,ECDC,2022-08-12,final
Belgium,BE,2020-03-07,0,ECDC,2022-08-12,final
Belgium,BE,2020-03-14,0,ECDC,2022-08-12,final
Belgium,BE,2020-03-21,195,ECDC,2022-08-12,final
Belgium,BE,2020-03-28,783,ECDC,2022-08-12,final
Belgium,BE,2020-04-04,1584,ECDC,2022-08-12,final
Belgium,BE,2020-04-11,1976,ECDC,2022-08-12,final
Belgium,BE,2020-04-18,1666,ECDC,2022-08-12,final
Belgium,BE,2020-04-25,1186,ECDC,2022-08-12,final
Belgium,BE,2020-05-02,696,ECDC,2022-08-12,final
Belgium,BE,2020-05-09,533,ECDC,2022-08-12,final
Belgium,BE,2020-05-16,312,ECDC,2022-08-12,final
Belgium,BE,2020-05-23,231,ECDC,2022-08-12,final
Belgium,BE,2020-05-30,161,ECDC,2022-08-12,final
Belgium,BE,2020-06-06,109,ECDC,2022-08-12,final
Belgium,BE,2020-06-13,57,ECDC,2022-08-12,final
Belgium,BE,2020-06-20,40,ECDC,2022-08-12,final
Belgium,BE,2020-06-27,40,ECDC,2022-08-12,final
Belgium,BE,2020-07-04,24,ECDC,2022-08-12,final
Belgium,BE,2020-07-11,11,ECDC,2022-08-12,final
Belgium,BE,2020-07-18,18,ECDC,2022-08-12,final
Belgium,BE,2020-07-25,14,ECDC,2022-08-12,final
Belgium,BE,2020-08-01,21,ECDC,2022-08-12,final
Belgium,BE,2020-08-08,33,ECDC,2022-08-12,final
Belgium,BE,2020-08-15,74,ECDC,2022-08-12,final
Belgium,BE,2020-08-22,41,ECDC,2022-08-12,final
Belgium,BE,2020-08-29,24,ECDC,2022-08-12,final
Belgium,BE,2020-09-05,18,ECDC,2022-08-12,final
Belgium,BE,2020-09-12,17,ECDC,2022-08-12,final
Belgium,BE,2020-09-19,27,ECDC,2022-08-12,final
Belgium,BE,2020-09-26,39,ECDC,2022-08-12,final
Belgium,BE,2020-10-03,82,ECDC,2022-08-12,final
Belgium,BE,2020-10-10,140,ECDC,2022-08-12,final
Belgium,BE,2020-10-17,238,ECDC,2022-08-12,final
Belgium,BE,2020-10-24,505,ECDC,2022-08-12,final
Belgium,BE,2020-10-31,1060,ECDC,2022-08-12,final
Belgium,BE,2020-11-07,1435,ECDC,2022-08-12,final
Belgium,BE,2020-11-14,1336,ECDC,2022-08-12,final
Belgium,BE,2020-11-21,1131,ECDC,2022-08-12,final
Belgium,BE,2020-11-28,882,ECDC,2022-08-12,final
Belgium,BE,2020-12-05,700,ECDC,2022-08-12,final
Belgium,BE,2020-12-12,665,ECDC,2022-08-12,final
Belgium,BE,2020-12-19,654,ECDC,2022-08-12,final
Belgium,BE,2020-12-26,536,ECDC,2022-08-12,final
Belgium,BE,2021-01-02,454,ECDC,2022-08-12,final
Belgium,BE,2021-01-09,386,ECDC,2022-08-12,final
Belgium,BE,2021-01-16,342,ECDC,2022-08-12,final
Belgium,BE,2021-01-23,373,ECDC,2022-08-12,final
Belgium,BE,2021-01-30,293,ECDC,2022-08-12,final
Belgium,BE,2021-02-06,297,ECDC,2022-08-12,final
Belgium,BE,2021-02-13,279,ECDC,2022-08-12,final
Belgium,BE,2021-02-20,210,ECDC,2022-08-12,final
Belgium,BE,2021-02-27,170,ECDC,2022-08-12,final
Belgium,BE,2021-03-06,171,ECDC,2022-08-12,final
Belgium,BE,2021-03-13,171,ECDC,2022-08-12,final
Belgium,BE,2021-03-20,178,ECDC,2022-08-12,final
Belgium,BE,2021-03-27,188,ECDC,2022-08-12,final
Belgium,BE,2021-04-03,256,ECDC,2022-08-12,final
Belgium,BE,2021-04-10,286,ECDC,2022-08-12,final
Belgium,BE,2021-04-17,262,ECDC,2022-08-12,final
Belgium,BE,2021-04-24,273,ECDC,2022-08-12,final
Belgium,BE,2021-05-01,254,ECDC,2022-08-12,final
Belgium,BE,2021-05-08,255,ECDC,2022-08-12,final
Belgium,BE,2021-05-15,140,ECDC,2022-08-12,final
Belgium,BE,2021-05-22,129,ECDC,2022-08-12,final
Belgium,BE,2021-05-29,98,ECDC,2022-08-12,final
Belgium,BE,2021-06-05,84,ECDC,2022-08-12,final
Belgium,BE,2021-06-12,50,ECDC,2022-08-12,final
Belgium,BE,2021-06-19,41,ECDC,2022-08-12,final
Belgium,BE,2021-06-26,23,ECDC,2022-08-12,final
Belgium,BE,2021-07-03,20,ECDC,2022-08-12,final
Belgium,BE,2021-07-10,10,ECDC,2022-08-12,final
Belgium,BE,2021-07-17,7,ECDC,2022-08-12,final
Belgium,BE,2021-07-24,11,ECDC,2022-08-12,final
Belgium,BE,2021-07-31,21,ECDC,2022-08-12,final
Belgium,BE,2021-08-07,23,ECDC,2022-08-12,final
Belgium,BE,2021-08-14,22,ECDC,2022-08-12,final
Belgium,BE,2021-08-21,41,ECDC,2022-08-12,final
Belgium,BE,2021-08-28,32,ECDC,2022-08-12,final
Belgium,BE,2021-09-04,40,ECDC,2022-08-12,final
Belgium,BE,2021-09-11,48,ECDC,2022-08-12,final
Belgium,BE,2021-09-18,39,ECDC,2022-08-12,final
Belgium,BE,2021-09-25,54,ECDC,2022-08-12,final
Belgium,BE,2021-10-02,56,ECDC,2022-08-12,final
Belgium,BE,2021-10-09,62,ECDC,2022-08-12,final
Belgium,BE,2021-10-16,91,ECDC,2022-08-12,final
Belgium,BE,2021-10-23,108,ECDC,2022-08-12,final
Belgium,BE,2021-10-30,149,ECDC,2022-08-12,final
Belgium,BE,2021-11-06,153,ECDC,2022-08-12,final
Belgium,BE,2021-11-13,196,ECDC,2022-08-12,final
Belgium,BE,2021-11-20,260,ECDC,2022-08-12,final
Belgium,BE,2021-11-27,297,ECDC,2022-08-12,final
Belgium,BE,2021-12-04,350,ECDC,2022-08-12,final
Belgium,BE,2021-12-11,310,ECDC,2022-08-12,final
Belgium,BE,2021-12-18,250,ECDC,2022-08-12,final
Belgium,BE,2021-12-25,218,ECDC,2022-08-12,final
Belgium,BE,2022-01-01,155,ECDC,2022-08-12,final
Belgium,BE,2022-01-08,130,ECDC,2022-08-12,final
Belgium,BE,2022-01-15,138,ECDC,2022-08-12,final
Belgium,BE,2022-01-22,173,ECDC,2022-08-12,final
Belgium,BE,2022-01-29,230,ECDC,2022-08-12,final
Belgium,BE,2022-02-05,300,ECDC,2022-08-12,final
Belgium,BE,2022-02-12,318,ECDC,2022-08-12,final
Belgium,BE,2022-02-19,269,ECDC,2022-08-12,final
Belgium,BE,2022-02-26,161,ECDC,2022-08-12,final
Belgium,BE,2022-03-05,117,ECDC,2022-08-12,final
Belgium,BE,2022-03-12,137,ECDC,2022-08-12,final
Belgium,BE,2022-03-19,132,ECDC,2022-08-12,final
Belgium,BE,2022-03-26,158,ECDC,2022-08-12,final
Belgium,BE,2022-04-02,163,ECDC,2022-08-12,final
Belgium,BE,2022-04-09,166,ECDC,2022-08-12,final
Belgium,BE,2022-04-16,167,ECDC,2022-08-12,final
Belgium,BE,2022-04-23,123,ECDC,2022-08-12,final
Belgium,BE,2022-04-30,108,ECDC,2022-08-12,final
Belgium,BE,2022-05-07,83,ECDC,2022-08-12,final
Belgium,BE,2022-05-14,69,ECDC,2022-08-12,final
Belgium,BE,2022-05-21,51,ECDC,2022-08-12,final
Belgium,BE,2022-05-28,40,ECDC,2022-08-12,final
Belgium,BE,2022-06-04,46,ECDC,2022-08-12,final
Belgium,BE,2022-06-11,39,ECDC,2022-08-12,final
Belgium,BE,2022-06-18,36,ECDC,2022-08-12,final
Belgium,BE,2022-06-25,35,ECDC,2022-08-12,final
Belgium,BE,2022-07-02,59,ECDC,2022-08-12,final
Belgium,BE,2022-07-09,60,ECDC,2022-08-12,final
Belgium,BE,2022-07-16,71,ECDC,2022-08-19,final
Belgium,BE,2022-07-23,89,ECDC,2022-08-26,final
Belgium,BE,2022-07-30,80,ECDC,2022-09-02,final
Belgium,BE,2022-08-06,61,ECDC,2022-09-09,final
Belgium,BE,2022-08-13,76,ECDC,2022-09-16,final
Belgium,BE,2022-08-20,59,ECDC,2022-09-23,final
Belgium,BE,2022-08-27,39,ECDC,2022-09-30,final
Belgium,BE,2022-09-03,41,ECDC,2022-10-07,final
Belgium,BE,2022-09-10,40,ECDC,2022-10-14,final
Belgium,BE,2022-09-17,33,ECDC,2022-10-21,final
Belgium,BE,2022-09-24,24,ECDC,2022-10-28,final
Belgium,BE,2022-10-01,28,ECDC,2022-11-04,final
Belgium,BE,2022-10-08,57,ECDC,2022-11-11,final
Belgium,BE,2022-10-15,69,ECDC,2022-11-18,final
Belgium,BE,2022-10-22,62,ECDC,2022-11-25,final
Belgium,BE,2022-10-29,49,ECDC,2022-12-02,final
Belgium,BE,2022-11-05,33,ECDC,2022-12-09,final
Belgium,BE,2022-11-12,34,ECDC,2022-12-16,final
Belgium,BE,2022-11-19,28,ECDC,2022-12-23,final
Belgium,BE,2022-11-26,29,ECDC,2023-01-13,final
Belgium,BE,2022-12-03,26,ECDC,2023-01-13,final
Belgium,BE,2022-12-10,48,ECDC,2023-01-13,final
Belgium,BE,2022-12-17,144,ECDC,2023-01-20,final
Belgium,BE,2022-12-24,174,ECDC,2023-01-27,final
Belgium,BE,2022-12-31,162,ECDC,2023-02-03,final
Belgium,BE,2023-01-07,72,ECDC,2023-02-10,final
Belgium,BE,2023-01-14,57,ECDC,2023-02-17,final
Belgium,BE,2023-01-21,27,ECDC,2023-02-24,final
Belgium,BE,2023-01-28,27,ECDC,2023-03-03,final
Belgium,BE,2023-02-04,34,ECDC,2023-03-10,final
Belgium,BE,2023-02-11,39,ECDC,2023-03-17,final
Belgium,BE,2023-02-18,52,ECDC,2023-03-24,final
Belgium,BE,2023-02-25,57,ECDC,2023-04-01,final
Belgium,BE,2023-03-04,44,ECDC,2023-04-01,final
Belgium,BE,2023-03-11,40,ECDC,2023-04-01,expecting revisions
Belgium,BE,2023-03-18,57,ECDC,2023-04-01,expecting revisions
Belgium,BE,2023-03-25,43,ECDC,2023-04-01,expecting revisions
Bulgaria,BG,2020-01-04,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-01-11,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-01-18,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-01-25,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-02-01,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-02-08,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-02-15,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-02-22,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-02-29,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-03-07,0,ECDC,2022-08-12,final
Bulgaria,BG,2020-03-14,2,ECDC,2022-08-12,final
Bulgaria,BG,2020-03-21,1,ECDC,2022-08-12,final
Bulgaria,BG,2020-03-28,5,ECDC,2022-08-12,final
Bulgaria,BG,2020-04-04,12,ECDC,2022-08-12,final
Bulgaria,BG,2020-04-11,9,ECDC,2022-08-12,final
Bulgaria,BG,2020-04-18,13,ECDC,2022-08-12,final
Bulgaria,BG,2020-04-25,14,ECDC,2022-08-12,final
Bulgaria,BG,2020-05-02,17,ECDC,2022-08-12,final
Bulgaria,BG,2020-05-09,18,ECDC,2022-08-12,final
Bulgaria,BG,2020-05-16,17,ECDC,2022-08-12,final
Bulgaria,BG,2020-05-23,22,ECDC,2022-08-12,final
Bulgaria,BG,2020-05-30,10,ECDC,2022-08-12,final
Bulgaria,BG,2020-06-06,20,ECDC,2022-08-12,final
Bulgaria,BG,2020-06-13,12,ECDC,2022-08-12,final
Bulgaria,BG,2020-06-20,27,ECDC,2022-08-12,final
Bulgaria,BG,2020-06-27,17,ECDC,2022-08-12,final
Bulgaria,BG,2020-07-04,25,ECDC,2022-08-12,final
Bulgaria,BG,2020-07-11,26,ECDC,2022-08-12,final
Bulgaria,BG,2020-07-18,32,ECDC,2022-08-12,final
Bulgaria,BG,2020-07-25,39,ECDC,2022-08-12,final
Bulgaria,BG,2020-08-01,47,ECDC,2022-08-12,final
Bulgaria,BG,2020-08-08,60,ECDC,2022-08-12,final
Bulgaria,BG,2020-08-15,50,ECDC,2022-08-12,final
Bulgaria,BG,2020-08-22,50,ECDC,2022-08-12,final
Bulgaria,BG,2020-08-29,60,ECDC,2022-08-12,final
Bulgaria,BG,2020-09-05,66,ECDC,2022-08-12,final
Bulgaria,BG,2020-09-12,46,ECDC,2022-08-12,final
Bulgaria,BG,2020-09-19,38,ECDC,2022-08-12,final
Bulgaria,BG,2020-09-26,34,ECDC,2022-08-12,final
Bulgaria,BG,2020-10-03,52,ECDC,2022-08-12,final
Bulgaria,BG,2020-10-10,50,ECDC,2022-08-12,final
Bulgaria,BG,2020-10-17,77,ECDC,2022-08-12,final
Bulgaria,BG,2020-10-24,116,ECDC,2022-08-12,final
Bulgaria,BG,2020-10-31,195,ECDC,2022-08-12,final
Bulgaria,BG,2020-11-07,353,ECDC,2022-08-12,final
Bulgaria,BG,2020-11-14,459,ECDC,2022-08-12,final
Bulgaria,BG,2020-11-21,729,ECDC,2022-08-12,final
Bulgaria,BG,2020-11-28,929,ECDC,2022-08-12,final
Bulgaria,BG,2020-12-05,980,ECDC,2022-08-12,final
Bulgaria,BG,2020-12-12,897,ECDC,2022-08-12,final
Bulgaria,BG,2020-12-19,925,ECDC,2022-08-12,final
Bulgaria,BG,2020-12-26,572,ECDC,2022-08-12,final
Bulgaria,BG,2021-01-02,521,ECDC,2022-08-12,final
Bulgaria,BG,2021-01-09,453,ECDC,2022-08-12,final
Bulgaria,BG,2021-01-16,377,ECDC,2022-08-12,final
Bulgaria,BG,2021-01-23,337,ECDC,2022-08-12,final
Bulgaria,BG,2021-01-30,217,ECDC,2022-08-12,final
Bulgaria,BG,2021-02-06,283,ECDC,2022-08-12,final
Bulgaria,BG,2021-02-13,297,ECDC,2022-08-12,final
Bulgaria,BG,2021-02-20,231,ECDC,2022-08-12,final
Bulgaria,BG,2021-02-27,328,ECDC,2022-08-12,final
Bulgaria,BG,2021-03-06,426,ECDC,2022-08-12,final
Bulgaria,BG,2021-03-13,641,ECDC,2022-08-12,final
Bulgaria,BG,2021-03-20,732,ECDC,2022-08-12,final
Bulgaria,BG,2021-03-27,684,ECDC,2022-08-12,final
Bulgaria,BG,2021-04-03,857,ECDC,2022-08-12,final
Bulgaria,BG,2021-04-10,844,ECDC,2022-08-12,final
Bulgaria,BG,2021-04-17,787,ECDC,2022-08-12,final
Bulgaria,BG,2021-04-24,721,ECDC,2022-08-12,final
Bulgaria,BG,2021-05-01,585,ECDC,2022-08-12,final
Bulgaria,BG,2021-05-08,458,ECDC,2022-08-12,final
Bulgaria,BG,2021-05-15,348,ECDC,2022-08-12,final
Bulgaria,BG,2021-05-22,237,ECDC,2022-08-12,final
Bulgaria,BG,2021-05-29,170,ECDC,2022-08-12,final
Bulgaria,BG,2021-06-05,156,ECDC,2022-08-12,final
Bulgaria,BG,2021-06-12,85,ECDC,2022-08-12,final
Bulgaria,BG,2021-06-19,91,ECDC,2022-08-12,final
Bulgaria,BG,2021-06-26,38,ECDC,2022-08-12,final
Bulgaria,BG,2021-07-03,57,ECDC,2022-08-12,final
Bulgaria,BG,2021-07-10,56,ECDC,2022-08-12,final
Bulgaria,BG,2021-07-17,29,ECDC,2022-08-12,final
Bulgaria,BG,2021-07-24,24,ECDC,2022-08-12,final
Bulgaria,BG,2021-07-31,20,ECDC,2022-08-12,final
Bulgaria,BG,2021-08-07,39,ECDC,2022-08-12,final
Bulgaria,BG,2021-08-14,87,ECDC,2022-08-12,final
Bulgaria,BG,2021-08-21,128,ECDC,2022-08-12,final
Bulgaria,BG,2021-08-28,238,ECDC,2022-08-12,final
Bulgaria,BG,2021-09-04,378,ECDC,2022-08-12,final
Bulgaria,BG,2021-09-11,386,ECDC,2022-08-12,final
Bulgaria,BG,2021-09-18,516,ECDC,2022-08-12,final
Bulgaria,BG,2021-09-25,464,ECDC,2022-08-12,final
Bulgaria,BG,2021-10-02,546,ECDC,2022-08-12,final
Bulgaria,BG,2021-10-09,621,ECDC,2022-08-12,final
Bulgaria,BG,2021-10-16,615,ECDC,2022-08-12,final
Bulgaria,BG,2021-10-23,802,ECDC,2022-08-12,final
Bulgaria,BG,2021-10-30,885,ECDC,2022-08-12,final
Bulgaria,BG,2021-11-06,1087,ECDC,2022-08-12,final
Bulgaria,BG,2021-11-13,1186,ECDC,2022-08-12,final
Bulgaria,BG,2021-11-20,989,ECDC,2022-08-12,final
Bulgaria,BG,2021-11-27,863,ECDC,2022-08-12,final
Bulgaria,BG,2021-12-04,762,ECDC,2022-08-12,final
Bulgaria,BG,2021-12-11,681,ECDC,2022-08-12,final
Bulgaria,BG,2021-12-18,561,ECDC,2022-08-12,final
Bulgaria,BG,2021-12-25,481,ECDC,2022-08-12,final
Bulgaria,BG,2022-01-01,455,ECDC,2022-08-12,final
Bulgaria,BG,2022-01-08,533,ECDC,2022-08-12,final
Bulgaria,BG,2022-01-15,526,ECDC,2022-08-12,final
Bulgaria,BG,2022-01-22,594,ECDC,2022-08-12,final
Bulgaria,BG,2022-01-29,485,ECDC,2022-08-12,final
