epi_week,epi_year,date,location,location_name,cum_death,inc_death,cum_case,inc_case
34,2020,2020-08-22,GM08,Rhineland-Palatinate State,242.0,0,8602.0,507
34,2020,2020-08-22,GM09,Saarland State,174.0,0,3055.0,69
34,2020,2020-08-22,GM10,Schleswig-Holstein State,160.0,2,3890.0,122
34,2020,2020-08-22,GM11,Brandenburg State,169.0,0,3784.0,89
34,2020,2020-08-22,GM12,Mecklenburg-Western Pomerania State,20.0,0,989.0,19
34,2020,2020-08-22,GM13,Free State of Saxony,225.0,0,5806.0,87
34,2020,2020-08-22,GM14,Sachsen-Anhalt State,65.0,1,2170.0,56
34,2020,2020-08-22,GM15,Free State of Thüringia,186.0,0,3546.0,54
34,2020,2020-08-22,GM16,Berlin State,226.0,2,10655.0,459
35,2020,2020-08-29,GM,Germany,9289.0,22,240986.0,8904
35,2020,2020-08-29,GM01,Baden-Württemberg State,1862.0,0,41574.0,1745
35,2020,2020-08-29,GM02,Free State of Bavaria,2638.0,5,56972.0,2155
35,2020,2020-08-29,GM03,Free Hanseatic City of Bremen,56.0,0,1980.0,87
35,2020,2020-08-29,GM04,Free Hanseatic City of Hamburg,266.0,1,6193.0,174
35,2020,2020-08-29,GM05,Hesse State,530.0,2,15351.0,942
35,2020,2020-08-29,GM06,Lower Saxony State,660.0,1,16628.0,609
35,2020,2020-08-29,GM07,North Rhine-Westphalia State,1809.0,12,58452.0,1853
35,2020,2020-08-29,GM08,Rhineland-Palatinate State,243.0,1,8928.0,326
35,2020,2020-08-29,GM09,Saarland State,174.0,0,3126.0,71
35,2020,2020-08-29,GM10,Schleswig-Holstein State,160.0,0,4015.0,125
35,2020,2020-08-29,GM11,Brandenburg State,169.0,0,3867.0,83
35,2020,2020-08-29,GM12,Mecklenburg-Western Pomerania State,20.0,0,1004.0,15
35,2020,2020-08-29,GM13,Free State of Saxony,225.0,0,5934.0,128
35,2020,2020-08-29,GM14,Sachsen-Anhalt State,65.0,0,2226.0,56
35,2020,2020-08-29,GM15,Free State of Thüringia,186.0,0,3611.0,65
35,2020,2020-08-29,GM16,Berlin State,226.0,0,11125.0,470
36,2020,2020-09-05,GM,Germany,9324.0,35,248997.0,8011
36,2020,2020-09-05,GM01,Baden-Württemberg State,1865.0,3,43259.0,1685
36,2020,2020-09-05,GM02,Free State of Bavaria,2641.0,3,58692.0,1720
36,2020,2020-09-05,GM03,Free Hanseatic City of Bremen,58.0,2,2056.0,76
36,2020,2020-09-05,GM04,Free Hanseatic City of Hamburg,267.0,1,6451.0,258
36,2020,2020-09-05,GM05,Hesse State,535.0,5,15978.0,627
36,2020,2020-09-05,GM06,Lower Saxony State,665.0,5,17210.0,582
36,2020,2020-09-05,GM07,North Rhine-Westphalia State,1823.0,14,60085.0,1633
36,2020,2020-09-05,GM08,Rhineland-Palatinate State,243.0,0,9305.0,377
36,2020,2020-09-05,GM09,Saarland State,174.0,0,3189.0,63
36,2020,2020-09-05,GM10,Schleswig-Holstein State,161.0,1,4115.0,100
36,2020,2020-09-05,GM11,Brandenburg State,169.0,0,3923.0,56
36,2020,2020-09-05,GM12,Mecklenburg-Western Pomerania State,20.0,0,1023.0,19
36,2020,2020-09-05,GM13,Free State of Saxony,225.0,0,6138.0,204
36,2020,2020-09-05,GM14,Sachsen-Anhalt State,66.0,1,2274.0,48
36,2020,2020-09-05,GM15,Free State of Thüringia,186.0,0,3676.0,65
36,2020,2020-09-05,GM16,Berlin State,226.0,0,11623.0,498
37,2020,2020-09-12,GM,Germany,9347.0,23,258480.0,9483
37,2020,2020-09-12,GM01,Baden-Württemberg State,1867.0,2,44903.0,1644
37,2020,2020-09-12,GM02,Free State of Bavaria,2645.0,4,61561.0,2869
37,2020,2020-09-12,GM03,Free Hanseatic City of Bremen,58.0,0,2117.0,61
37,2020,2020-09-12,GM04,Free Hanseatic City of Hamburg,267.0,0,6770.0,319
37,2020,2020-09-12,GM05,Hesse State,538.0,3,16714.0,736
37,2020,2020-09-12,GM06,Lower Saxony State,667.0,2,17783.0,573
37,2020,2020-09-12,GM07,North Rhine-Westphalia State,1828.0,5,61820.0,1735
37,2020,2020-09-12,GM08,Rhineland-Palatinate State,246.0,3,9649.0,344
37,2020,2020-09-12,GM09,Saarland State,175.0,1,3225.0,36
37,2020,2020-09-12,GM10,Schleswig-Holstein State,161.0,0,4218.0,103
37,2020,2020-09-12,GM11,Brandenburg State,169.0,0,4003.0,80
37,2020,2020-09-12,GM12,Mecklenburg-Western Pomerania State,20.0,0,1055.0,32
37,2020,2020-09-12,GM13,Free State of Saxony,226.0,1,6351.0,213
37,2020,2020-09-12,GM14,Sachsen-Anhalt State,66.0,0,2330.0,56
37,2020,2020-09-12,GM15,Free State of Thüringia,188.0,2,3765.0,89
37,2020,2020-09-12,GM16,Berlin State,226.0,0,12216.0,593
38,2020,2020-09-19,GM,Germany,9384.0,37,270070.0,11590
38,2020,2020-09-19,GM01,Baden-Württemberg State,1871.0,4,46779.0,1876
38,2020,2020-09-19,GM02,Free State of Bavaria,2648.0,3,64395.0,2834
38,2020,2020-09-19,GM03,Free Hanseatic City of Bremen,59.0,1,2191.0,74
38,2020,2020-09-19,GM04,Free Hanseatic City of Hamburg,269.0,2,7075.0,305
38,2020,2020-09-19,GM05,Hesse State,543.0,5,17516.0,802
38,2020,2020-09-19,GM06,Lower Saxony State,669.0,2,18701.0,918
38,2020,2020-09-19,GM07,North Rhine-Westphalia State,1844.0,16,64692.0,2872
38,2020,2020-09-19,GM08,Rhineland-Palatinate State,247.0,1,10037.0,388
38,2020,2020-09-19,GM09,Saarland State,176.0,1,3227.0,2
38,2020,2020-09-19,GM10,Schleswig-Holstein State,161.0,0,4384.0,166
38,2020,2020-09-19,GM11,Brandenburg State,169.0,0,4079.0,76
38,2020,2020-09-19,GM12,Mecklenburg-Western Pomerania State,20.0,0,1105.0,50
38,2020,2020-09-19,GM13,Free State of Saxony,226.0,0,6658.0,307
38,2020,2020-09-19,GM14,Sachsen-Anhalt State,66.0,0,2393.0,63
38,2020,2020-09-19,GM15,Free State of Thüringia,189.0,1,3919.0,154
38,2020,2020-09-19,GM16,Berlin State,227.0,1,12919.0,703
39,2020,2020-09-26,GM,Germany,9452.0,68,282730.0,12660
39,2020,2020-09-26,GM01,Baden-Württemberg State,1877.0,6,48467.0,1688
39,2020,2020-09-26,GM02,Free State of Bavaria,2657.0,9,67005.0,2610
39,2020,2020-09-26,GM03,Free Hanseatic City of Bremen,59.0,0,2320.0,129
39,2020,2020-09-26,GM04,Free Hanseatic City of Hamburg,269.0,0,7550.0,475
39,2020,2020-09-26,GM05,Hesse State,549.0,6,18396.0,880
39,2020,2020-09-26,GM06,Lower Saxony State,683.0,14,19748.0,1047
39,2020,2020-09-26,GM07,North Rhine-Westphalia State,1863.0,19,67903.0,3211
39,2020,2020-09-26,GM08,Rhineland-Palatinate State,251.0,4,10439.0,402
39,2020,2020-09-26,GM09,Saarland State,176.0,0,3288.0,61
39,2020,2020-09-26,GM10,Schleswig-Holstein State,161.0,0,4656.0,272
39,2020,2020-09-26,GM11,Brandenburg State,169.0,0,4203.0,124
39,2020,2020-09-26,GM12,Mecklenburg-Western Pomerania State,20.0,0,1151.0,46
39,2020,2020-09-26,GM13,Free State of Saxony,233.0,7,7052.0,394
39,2020,2020-09-26,GM14,Sachsen-Anhalt State,67.0,1,2536.0,143
39,2020,2020-09-26,GM15,Free State of Thüringia,190.0,1,4046.0,127
39,2020,2020-09-26,GM16,Berlin State,228.0,1,13970.0,1051
40,2020,2020-10-03,GM,Germany,9527.0,75,296958.0,14228
40,2020,2020-10-03,GM01,Baden-Württemberg State,1888.0,11,50240.0,1773
40,2020,2020-10-03,GM02,Free State of Bavaria,2672.0,15,69186.0,2181
40,2020,2020-10-03,GM03,Free Hanseatic City of Bremen,59.0,0,2557.0,237
40,2020,2020-10-03,GM04,Free Hanseatic City of Hamburg,271.0,2,8064.0,514
40,2020,2020-10-03,GM05,Hesse State,552.0,3,19616.0,1220
40,2020,2020-10-03,GM06,Lower Saxony State,690.0,7,20777.0,1029
40,2020,2020-10-03,GM07,North Rhine-Westphalia State,1882.0,19,72063.0,4160
40,2020,2020-10-03,GM08,Rhineland-Palatinate State,256.0,5,10975.0,536
40,2020,2020-10-03,GM09,Saarland State,177.0,1,3380.0,92
40,2020,2020-10-03,GM10,Schleswig-Holstein State,162.0,1,4898.0,242
40,2020,2020-10-03,GM11,Brandenburg State,169.0,0,4369.0,166
40,2020,2020-10-03,GM12,Mecklenburg-Western Pomerania State,20.0,0,1220.0,69
40,2020,2020-10-03,GM13,Free State of Saxony,239.0,6,7391.0,339
40,2020,2020-10-03,GM14,Sachsen-Anhalt State,68.0,1,2693.0,157
40,2020,2020-10-03,GM15,Free State of Thüringia,191.0,1,4158.0,112
40,2020,2020-10-03,GM16,Berlin State,231.0,3,15371.0,1401
41,2020,2020-10-10,GM,Germany,9604.0,77,319381.0,22423
41,2020,2020-10-10,GM01,Baden-Württemberg State,1899.0,11,53344.0,3104
41,2020,2020-10-10,GM02,Free State of Bavaria,2684.0,12,72402.0,3216
41,2020,2020-10-10,GM03,Free Hanseatic City of Bremen,60.0,1,2880.0,323
41,2020,2020-10-10,GM04,Free Hanseatic City of Hamburg,277.0,6,8814.0,750
41,2020,2020-10-10,GM05,Hesse State,559.0,7,21586.0,1970
41,2020,2020-10-10,GM06,Lower Saxony State,697.0,7,22490.0,1713
41,2020,2020-10-10,GM07,North Rhine-Westphalia State,1905.0,23,78218.0,6155
41,2020,2020-10-10,GM08,Rhineland-Palatinate State,256.0,0,11808.0,833
41,2020,2020-10-10,GM09,Saarland State,177.0,0,3586.0,206
41,2020,2020-10-10,GM10,Schleswig-Holstein State,162.0,0,5209.0,311
41,2020,2020-10-10,GM11,Brandenburg State,169.0,0,4692.0,323
41,2020,2020-10-10,GM12,Mecklenburg-Western Pomerania State,20.0,0,1373.0,153
41,2020,2020-10-10,GM13,Free State of Saxony,246.0,7,8203.0,812
41,2020,2020-10-10,GM14,Sachsen-Anhalt State,68.0,0,2858.0,165
41,2020,2020-10-10,GM15,Free State of Thüringia,191.0,0,4363.0,205
41,2020,2020-10-10,GM16,Berlin State,234.0,3,17555.0,2184
42,2020,2020-10-17,GM,Germany,9767.0,163,356387.0,37006
42,2020,2020-10-17,GM01,Baden-Württemberg State,1927.0,28,58653.0,5309
42,2020,2020-10-17,GM02,Free State of Bavaria,2714.0,30,77904.0,5502
42,2020,2020-10-17,GM03,Free Hanseatic City of Bremen,62.0,2,3477.0,597
42,2020,2020-10-17,GM04,Free Hanseatic City of Hamburg,278.0,1,9457.0,643
42,2020,2020-10-17,GM05,Hesse State,572.0,13,25033.0,3447
42,2020,2020-10-17,GM06,Lower Saxony State,710.0,13,25287.0,2797
42,2020,2020-10-17,GM07,North Rhine-Westphalia State,1943.0,38,88204.0,9986
42,2020,2020-10-17,GM08,Rhineland-Palatinate State,263.0,7,13227.0,1419
42,2020,2020-10-17,GM09,Saarland State,177.0,0,4221.0,635
42,2020,2020-10-17,GM10,Schleswig-Holstein State,163.0,1,5600.0,391
42,2020,2020-10-17,GM11,Brandenburg State,172.0,3,5305.0,613
42,2020,2020-10-17,GM12,Mecklenburg-Western Pomerania State,20.0,0,1590.0,217
42,2020,2020-10-17,GM13,Free State of Saxony,257.0,11,9738.0,1535
42,2020,2020-10-17,GM14,Sachsen-Anhalt State,71.0,3,3134.0,276
42,2020,2020-10-17,GM15,Free State of Thüringia,198.0,7,4793.0,430
42,2020,2020-10-17,GM16,Berlin State,240.0,6,20764.0,3209
43,2020,2020-10-24,GM,Germany,10003.0,236,418005.0,61618
43,2020,2020-10-24,GM01,Baden-Württemberg State,1966.0,39,66838.0,8185
43,2020,2020-10-24,GM02,Free State of Bavaria,2740.0,26,88319.0,10415
43,2020,2020-10-24,GM03,Free Hanseatic City of Bremen,64.0,2,4152.0,675
43,2020,2020-10-24,GM04,Free Hanseatic City of Hamburg,283.0,5,11043.0,1586
43,2020,2020-10-24,GM05,Hesse State,607.0,35,31128.0,6095
43,2020,2020-10-24,GM06,Lower Saxony State,728.0,18,29101.0,3814
43,2020,2020-10-24,GM07,North Rhine-Westphalia State,2008.0,65,104617.0,16413
43,2020,2020-10-24,GM08,Rhineland-Palatinate State,268.0,5,15781.0,2554
43,2020,2020-10-24,GM09,Saarland State,178.0,1,5008.0,787
43,2020,2020-10-24,GM10,Schleswig-Holstein State,164.0,1,6520.0,920
43,2020,2020-10-24,GM11,Brandenburg State,180.0,8,6309.0,1004
43,2020,2020-10-24,GM12,Mecklenburg-Western Pomerania State,21.0,1,2056.0,466
43,2020,2020-10-24,GM13,Free State of Saxony,273.0,16,12453.0,2715
43,2020,2020-10-24,GM14,Sachsen-Anhalt State,73.0,2,3760.0,626
43,2020,2020-10-24,GM15,Free State of Thüringia,202.0,4,5546.0,753
43,2020,2020-10-24,GM16,Berlin State,248.0,8,25374.0,4610
44,2020,2020-10-31,GM,Germany,10452.0,449,518753.0,100748
44,2020,2020-10-31,GM01,Baden-Württemberg State,2022.0,56,80233.0,13395
44,2020,2020-10-31,GM02,Free State of Bavaria,2804.0,64,104764.0,16445
44,2020,2020-10-31,GM03,Free Hanseatic City of Bremen,72.0,8,5331.0,1179
44,2020,2020-10-31,GM04,Free Hanseatic City of Hamburg,283.0,0,13357.0,2314
44,2020,2020-10-31,GM05,Hesse State,646.0,39,40998.0,9870
44,2020,2020-10-31,GM06,Lower Saxony State,748.0,20,35942.0,6841
44,2020,2020-10-31,GM07,North Rhine-Westphalia State,2155.0,147,132479.0,27862
44,2020,2020-10-31,GM08,Rhineland-Palatinate State,285.0,17,20103.0,4322
44,2020,2020-10-31,GM09,Saarland State,188.0,10,6249.0,1241
44,2020,2020-10-31,GM10,Schleswig-Holstein State,175.0,11,8028.0,1508
44,2020,2020-10-31,GM11,Brandenburg State,193.0,13,7831.0,1522
44,2020,2020-10-31,GM12,Mecklenburg-Western Pomerania State,23.0,2,2782.0,726
44,2020,2020-10-31,GM13,Free State of Saxony,317.0,44,17196.0,4743
44,2020,2020-10-31,GM14,Sachsen-Anhalt State,79.0,6,5067.0,1307
44,2020,2020-10-31,GM15,Free State of Thüringia,207.0,5,6953.0,1407
44,2020,2020-10-31,GM16,Berlin State,255.0,7,31440.0,6066
45,2020,2020-11-07,GM,Germany,11226.0,774,642488.0,123735
45,2020,2020-11-07,GM01,Baden-Württemberg State,2107.0,85,96602.0,16369
45,2020,2020-11-07,GM02,Free State of Bavaria,2905.0,101,127614.0,22850
45,2020,2020-11-07,GM03,Free Hanseatic City of Bremen,85.0,13,6872.0,1541
45,2020,2020-11-07,GM04,Free Hanseatic City of Hamburg,298.0,15,16263.0,2906
45,2020,2020-11-07,GM05,Hesse State,741.0,95,51438.0,10440
45,2020,2020-11-07,GM06,Lower Saxony State,811.0,63,44009.0,8067
45,2020,2020-11-07,GM07,North Rhine-Westphalia State,2334.0,179,164919.0,32440
45,2020,2020-11-07,GM08,Rhineland-Palatinate State,316.0,31,25342.0,5239
45,2020,2020-11-07,GM09,Saarland State,199.0,11,8130.0,1881
45,2020,2020-11-07,GM10,Schleswig-Holstein State,200.0,25,9590.0,1562
45,2020,2020-11-07,GM11,Brandenburg State,213.0,20,10086.0,2255
45,2020,2020-11-07,GM12,Mecklenburg-Western Pomerania State,29.0,6,3580.0,798
45,2020,2020-11-07,GM13,Free State of Saxony,389.0,72,24255.0,7059
45,2020,2020-11-07,GM14,Sachsen-Anhalt State,89.0,10,6482.0,1415
45,2020,2020-11-07,GM15,Free State of Thüringia,218.0,11,8620.0,1667
45,2020,2020-11-07,GM16,Berlin State,292.0,37,38686.0,7246
46,2020,2020-11-14,GM,Germany,12378.0,1152,773556.0,131068
46,2020,2020-11-14,GM01,Baden-Württemberg State,2242.0,135,113539.0,16937
46,2020,2020-11-14,GM02,Free State of Bavaria,3108.0,203,153156.0,25542
46,2020,2020-11-14,GM03,Free Hanseatic City of Bremen,94.0,9,7965.0,1093
46,2020,2020-11-14,GM04,Free Hanseatic City of Hamburg,311.0,13,19450.0,3187
46,2020,2020-11-14,GM05,Hesse State,854.0,113,62462.0,11024
46,2020,2020-11-14,GM06,Lower Saxony State,897.0,86,53883.0,9874
46,2020,2020-11-14,GM07,North Rhine-Westphalia State,2616.0,282,196363.0,31444
46,2020,2020-11-14,GM08,Rhineland-Palatinate State,356.0,40,31397.0,6055
46,2020,2020-11-14,GM09,Saarland State,211.0,12,9713.0,1583
46,2020,2020-11-14,GM10,Schleswig-Holstein State,218.0,18,11203.0,1613
46,2020,2020-11-14,GM11,Brandenburg State,232.0,19,12205.0,2119
46,2020,2020-11-14,GM12,Mecklenburg-Western Pomerania State,37.0,8,4289.0,709
46,2020,2020-11-14,GM13,Free State of Saxony,502.0,113,33007.0,8752
46,2020,2020-11-14,GM14,Sachsen-Anhalt State,105.0,16,7941.0,1459
46,2020,2020-11-14,GM15,Free State of Thüringia,247.0,29,10549.0,1929
46,2020,2020-11-14,GM16,Berlin State,348.0,56,46434.0,7748
47,2020,2020-11-21,GM,Germany,13884.0,1506,902528.0,128972
47,2020,2020-11-21,GM01,Baden-Württemberg State,2436.0,194,129905.0,16366
47,2020,2020-11-21,GM02,Free State of Bavaria,3387.0,279,177522.0,24366
47,2020,2020-11-21,GM03,Free Hanseatic City of Bremen,105.0,11,9052.0,1087
47,2020,2020-11-21,GM04,Free Hanseatic City of Hamburg,334.0,23,22098.0,2648
47,2020,2020-11-21,GM05,Hesse State,1010.0,156,74368.0,11906
47,2020,2020-11-21,GM06,Lower Saxony State,985.0,88,61621.0,7738
47,2020,2020-11-21,GM07,North Rhine-Westphalia State,2943.0,327,227783.0,31420
47,2020,2020-11-21,GM08,Rhineland-Palatinate State,411.0,55,37132.0,5735
47,2020,2020-11-21,GM09,Saarland State,234.0,23,11247.0,1534
47,2020,2020-11-21,GM10,Schleswig-Holstein State,233.0,15,12638.0,1435
47,2020,2020-11-21,GM11,Brandenburg State,276.0,44,15032.0,2827
47,2020,2020-11-21,GM12,Mecklenburg-Western Pomerania State,53.0,16,5064.0,775
47,2020,2020-11-21,GM13,Free State of Saxony,626.0,124,41336.0,8329
47,2020,2020-11-21,GM14,Sachsen-Anhalt State,121.0,16,9580.0,1639
47,2020,2020-11-21,GM15,Free State of Thüringia,289.0,42,13132.0,2583
47,2020,2020-11-21,GM16,Berlin State,441.0,93,55018.0,8584
48,2020,2020-11-28,GM,Germany,15965.0,2081,1028089.0,125561
48,2020,2020-11-28,GM01,Baden-Württemberg State,2671.0,235,145615.0,15710
48,2020,2020-11-28,GM02,Free State of Bavaria,3759.0,372,201950.0,24428
48,2020,2020-11-28,GM03,Free Hanseatic City of Bremen,116.0,11,9868.0,816
48,2020,2020-11-28,GM04,Free Hanseatic City of Hamburg,368.0,34,24305.0,2207
48,2020,2020-11-28,GM05,Hesse State,1232.0,222,84845.0,10477
48,2020,2020-11-28,GM06,Lower Saxony State,1140.0,155,69948.0,8327
48,2020,2020-11-28,GM07,North Rhine-Westphalia State,3380.0,437,255115.0,27332
48,2020,2020-11-28,GM08,Rhineland-Palatinate State,508.0,97,42670.0,5538
48,2020,2020-11-28,GM09,Saarland State,250.0,16,12237.0,990
48,2020,2020-11-28,GM10,Schleswig-Holstein State,249.0,16,14013.0,1375
48,2020,2020-11-28,GM11,Brandenburg State,329.0,53,18197.0,3165
48,2020,2020-11-28,GM12,Mecklenburg-Western Pomerania State,61.0,8,5820.0,756
48,2020,2020-11-28,GM13,Free State of Saxony,858.0,232,52411.0,11075
48,2020,2020-11-28,GM14,Sachsen-Anhalt State,160.0,39,11667.0,2087
48,2020,2020-11-28,GM15,Free State of Thüringia,345.0,56,16364.0,3232
48,2020,2020-11-28,GM16,Berlin State,539.0,98,63064.0,8046
49,2020,2020-12-05,GM,Germany,18517.0,2552,1153556.0,125467
49,2020,2020-12-05,GM01,Baden-Württemberg State,2978.0,307,162349.0,16734
49,2020,2020-12-05,GM02,Free State of Bavaria,4249.0,490,226357.0,24407
49,2020,2020-12-05,GM03,Free Hanseatic City of Bremen,133.0,17,10632.0,764
49,2020,2020-12-05,GM04,Free Hanseatic City of Hamburg,407.0,39,26272.0,1967
49,2020,2020-12-05,GM05,Hesse State,1441.0,209,94437.0,9592
49,2020,2020-12-05,GM06,Lower Saxony State,1256.0,116,76295.0,6347
49,2020,2020-12-05,GM07,North Rhine-Westphalia State,3892.0,512,281492.0,26377
49,2020,2020-12-05,GM08,Rhineland-Palatinate State,644.0,136,48260.0,5590
49,2020,2020-12-05,GM09,Saarland State,268.0,18,13643.0,1406
49,2020,2020-12-05,GM10,Schleswig-Holstein State,264.0,15,15392.0,1379
49,2020,2020-12-05,GM11,Brandenburg State,415.0,86,21769.0,3572
49,2020,2020-12-05,GM12,Mecklenburg-Western Pomerania State,73.0,12,6605.0,785
49,2020,2020-12-05,GM13,Free State of Saxony,1224.0,366,65830.0,13419
49,2020,2020-12-05,GM14,Sachsen-Anhalt State,202.0,42,14340.0,2673
49,2020,2020-12-05,GM15,Free State of Thüringia,414.0,69,20115.0,3751
49,2020,2020-12-05,GM16,Berlin State,657.0,118,69768.0,6704
50,2020,2020-12-12,GM,Germany,21466.0,2949,1300516.0,146960
50,2020,2020-12-12,GM01,Baden-Württemberg State,3353.0,375,182958.0,20609
50,2020,2020-12-12,GM02,Free State of Bavaria,4812.0,563,253069.0,26712
50,2020,2020-12-12,GM03,Free Hanseatic City of Bremen,150.0,17,11488.0,856
50,2020,2020-12-12,GM04,Free Hanseatic City of Hamburg,462.0,55,28620.0,2348
50,2020,2020-12-12,GM05,Hesse State,1716.0,275,105934.0,11497
50,2020,2020-12-12,GM06,Lower Saxony State,1403.0,147,83935.0,7640
50,2020,2020-12-12,GM07,North Rhine-Westphalia State,4422.0,530,310932.0,29440
50,2020,2020-12-12,GM08,Rhineland-Palatinate State,837.0,193,54969.0,6709
50,2020,2020-12-12,GM09,Saarland State,296.0,28,15460.0,1817
50,2020,2020-12-12,GM10,Schleswig-Holstein State,290.0,26,17515.0,2123
50,2020,2020-12-12,GM11,Brandenburg State,477.0,62,25818.0,4049
50,2020,2020-12-12,GM12,Mecklenburg-Western Pomerania State,96.0,23,7870.0,1265
50,2020,2020-12-12,GM13,Free State of Saxony,1591.0,367,82226.0,16396
50,2020,2020-12-12,GM14,Sachsen-Anhalt State,263.0,61,17703.0,3363
50,2020,2020-12-12,GM15,Free State of Thüringia,508.0,94,24811.0,4696
50,2020,2020-12-12,GM16,Berlin State,790.0,133,77208.0,7440
51,2020,2020-12-19,GM,Germany,25640.0,4174,1471238.0,170722
51,2020,2020-12-19,GM01,Baden-Württemberg State,3892.0,539,206397.0,23439
51,2020,2020-12-19,GM02,Free State of Bavaria,5566.0,754,283289.0,30220
51,2020,2020-12-19,GM03,Free Hanseatic City of Bremen,167.0,17,12367.0,879
51,2020,2020-12-19,GM04,Free Hanseatic City of Hamburg,528.0,66,31591.0,2971
51,2020,2020-12-19,GM05,Hesse State,2085.0,369,118697.0,12763
51,2020,2020-12-19,GM06,Lower Saxony State,1605.0,202,92773.0,8838
51,2020,2020-12-19,GM07,North Rhine-Westphalia State,5177.0,755,345186.0,34254
51,2020,2020-12-19,GM08,Rhineland-Palatinate State,1041.0,204,62002.0,7033
51,2020,2020-12-19,GM09,Saarland State,349.0,53,17358.0,1898
51,2020,2020-12-19,GM10,Schleswig-Holstein State,322.0,32,20259.0,2744
51,2020,2020-12-19,GM11,Brandenburg State,635.0,158,31224.0,5406
51,2020,2020-12-19,GM12,Mecklenburg-Western Pomerania State,114.0,18,9448.0,1578
51,2020,2020-12-19,GM13,Free State of Saxony,2132.0,541,102193.0,19967
51,2020,2020-12-19,GM14,Sachsen-Anhalt State,376.0,113,21867.0,4164
51,2020,2020-12-19,GM15,Free State of Thüringia,666.0,158,31343.0,6532
51,2020,2020-12-19,GM16,Berlin State,985.0,195,85244.0,8036
52,2020,2020-12-26,GM,Germany,29422.0,3782,1627103.0,155865
52,2020,2020-12-26,GM01,Baden-Württemberg State,4400.0,508,227305.0,20908
52,2020,2020-12-26,GM02,Free State of Bavaria,6150.0,584,308651.0,25362
52,2020,2020-12-26,GM03,Free Hanseatic City of Bremen,178.0,11,13134.0,767
52,2020,2020-12-26,GM04,Free Hanseatic City of Hamburg,584.0,56,34813.0,3222
52,2020,2020-12-26,GM05,Hesse State,2423.0,338,130109.0,11412
52,2020,2020-12-26,GM06,Lower Saxony State,1774.0,169,101877.0,9104
52,2020,2020-12-26,GM07,North Rhine-Westphalia State,5888.0,711,375714.0,30528
52,2020,2020-12-26,GM08,Rhineland-Palatinate State,1229.0,188,68113.0,6111
52,2020,2020-12-26,GM09,Saarland State,406.0,57,19122.0,1764
52,2020,2020-12-26,GM10,Schleswig-Holstein State,359.0,37,23094.0,2835
52,2020,2020-12-26,GM11,Brandenburg State,771.0,136,36214.0,4990
52,2020,2020-12-26,GM12,Mecklenburg-Western Pomerania State,139.0,25,10841.0,1393
52,2020,2020-12-26,GM13,Free State of Saxony,2682.0,550,121060.0,18867
52,2020,2020-12-26,GM14,Sachsen-Anhalt State,502.0,126,26569.0,4702
52,2020,2020-12-26,GM15,Free State of Thüringia,819.0,153,38141.0,6798
52,2020,2020-12-26,GM16,Berlin State,1118.0,133,92346.0,7102
53,2020,2021-01-02,GM,Germany,33960.0,4538,1755351.0,128248
53,2020,2021-01-02,GM01,Baden-Württemberg State,4894.0,494,242744.0,15439
53,2020,2021-01-02,GM02,Free State of Bavaria,6811.0,661,330855.0,22204
53,2020,2021-01-02,GM03,Free Hanseatic City of Bremen,201.0,23,13703.0,569
53,2020,2021-01-02,GM04,Free Hanseatic City of Hamburg,658.0,74,37293.0,2480
53,2020,2021-01-02,GM05,Hesse State,2917.0,494,139368.0,9259
53,2020,2021-01-02,GM06,Lower Saxony State,2016.0,242,109810.0,7933
53,2020,2021-01-02,GM07,North Rhine-Westphalia State,6701.0,813,398678.0,22964
53,2020,2021-01-02,GM08,Rhineland-Palatinate State,1459.0,230,73545.0,5432
53,2020,2021-01-02,GM09,Saarland State,440.0,34,20111.0,989
53,2020,2021-01-02,GM10,Schleswig-Holstein State,436.0,77,25247.0,2153
53,2020,2021-01-02,GM11,Brandenburg State,982.0,211,42384.0,6170
53,2020,2021-01-02,GM12,Mecklenburg-Western Pomerania State,173.0,34,12362.0,1521
53,2020,2021-01-02,GM13,Free State of Saxony,3302.0,620,137031.0,15971
53,2020,2021-01-02,GM14,Sachsen-Anhalt State,666.0,164,30708.0,4139
53,2020,2021-01-02,GM15,Free State of Thüringia,1027.0,208,43875.0,5734
53,2020,2021-01-02,GM16,Berlin State,1277.0,159,97637.0,5291
1,2021,2021-01-09,GM,Germany,39878.0,5918,1891581.0,136230
1,2021,2021-01-09,GM01,Baden-Württemberg State,5464.0,570,257403.0,14659
1,2021,2021-01-09,GM02,Free State of Bavaria,7786.0,975,351615.0,20760
1,2021,2021-01-09,GM03,Free Hanseatic City of Bremen,219.0,18,14257.0,554
1,2021,2021-01-09,GM04,Free Hanseatic City of Hamburg,792.0,134,40123.0,2830
1,2021,2021-01-09,GM05,Hesse State,3461.0,544,148863.0,9495
1,2021,2021-01-09,GM06,Lower Saxony State,2313.0,297,118305.0,8495
1,2021,2021-01-09,GM07,North Rhine-Westphalia State,7866.0,1165,424492.0,25814
1,2021,2021-01-09,GM08,Rhineland-Palatinate State,1740.0,281,79252.0,5707
1,2021,2021-01-09,GM09,Saarland State,529.0,89,21642.0,1531
1,2021,2021-01-09,GM10,Schleswig-Holstein State,534.0,98,28056.0,2809
1,2021,2021-01-09,GM11,Brandenburg State,1281.0,299,49531.0,7147
1,2021,2021-01-09,GM12,Mecklenburg-Western Pomerania State,235.0,62,14429.0,2067
