model,target_variable,location,all_quantiles_all_horizons,all_horizons,not_excluded_manually,rel_wis,included_in_ensemble
EuroCOVIDhub-baseline,inc case,AT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,BE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,BG,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,CY,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,CZ,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,DE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,DK,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,EE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,ES,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,FI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,FR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,GR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,HR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,HU,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,IE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,IS,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,IT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,LI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,LT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,LU,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,LV,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,MT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,NL,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,NO,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,PL,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,PT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,RO,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,SE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,SI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc case,SK,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,AT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,BE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,BG,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,CY,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,CZ,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,DE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,DK,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,EE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,ES,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,FI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,FR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,GR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,HR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,HU,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,IE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,IS,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,IT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,LI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,LT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,LU,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,LV,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,MT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,NL,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,NO,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,PL,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,PT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,RO,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,SE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,SI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc death,SK,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,BE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,CY,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,CZ,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,DE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,DK,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,EE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,ES,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,FR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,GR,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,HU,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,IE,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,IS,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,IT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,LI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,LU,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,LV,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,MT,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,NL,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,SI,TRUE,TRUE,TRUE,TRUE,TRUE
EuroCOVIDhub-baseline,inc hosp,SK,TRUE,TRUE,TRUE,TRUE,TRUE
HZI-AgeExtendedSEIR,inc case,DE,TRUE,TRUE,TRUE,TRUE,TRUE
HZI-AgeExtendedSEIR,inc death,DE,TRUE,TRUE,TRUE,TRUE,TRUE
ICM-agentModel,inc case,PL,TRUE,TRUE,TRUE,TRUE,TRUE
ICM-agentModel,inc death,PL,TRUE,TRUE,TRUE,TRUE,TRUE
ILM-EKF,inc case,AT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,BE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,BG,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,CH,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,CY,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,CZ,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,DE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,DK,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,EE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,ES,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,FI,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,FR,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,GB,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,GR,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,HR,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,HU,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,IE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,IS,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,IT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,LI,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,LT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,LU,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,LV,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,MT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,NL,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,NO,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,PL,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,PT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,RO,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,SE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,SI,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc case,SK,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,AT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,BE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,BG,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,CH,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,CY,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,CZ,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,DE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,DK,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,EE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,ES,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,FI,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,FR,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,GB,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,GR,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,HR,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,HU,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,IE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,IS,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,IT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,LI,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,LT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,LU,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,LV,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,MT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,NL,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,NO,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,PL,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,PT,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,RO,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,SE,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,SI,TRUE,FALSE,TRUE,TRUE,FALSE
ILM-EKF,inc death,SK,TRUE,FALSE,TRUE,TRUE,FALSE
ITWW-county_repro,inc case,DE,TRUE,TRUE,TRUE,TRUE,TRUE
MOCOS-agent1,inc case,PL,TRUE,TRUE,TRUE,TRUE,TRUE
MOCOS-agent1,inc death,PL,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,CY,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,EE,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,GR,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,HU,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,IE,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,IS,TRUE,TRUE,TRUE,TRUE,TRUE
MUNI-ARIMA,inc hosp,IT,TRUE,TRUE,TRUE,TRUE,TRUE
