location,location_name,epi_year,epi_week,date,inc_case,inc_death,inc_hosp
AT,Austria,2020,12,2020-03-21,2159,7,NA
BE,Belgium,2020,12,2020-03-21,2126,63,1291
BG,Bulgaria,2020,12,2020-03-21,122,1,NA
CH,Switzerland,2020,12,2020-03-21,5216,84,294
CY,Cyprus,2020,12,2020-03-21,53,0,NA
CZ,Czechia,2020,12,2020-03-21,806,0,119
DE,Germany,2020,12,2020-03-21,17628,75,NA
DK,Denmark,2020,12,2020-03-21,499,12,320
EE,Estonia,2020,12,2020-03-21,191,0,29
ES,Spain,2020,12,2020-03-21,18983,1180,NA
FI,Finland,2020,12,2020-03-21,298,1,NA
FR,France,2020,12,2020-03-21,9813,471,NA
GB,United Kingdom,2020,12,2020-03-21,6327,223,NA
GR,Greece,2020,12,2020-03-21,302,10,NA
HR,Croatia,2020,12,2020-03-21,168,1,NA
HU,Hungary,2020,12,2020-03-21,73,4,NA
IE,Ireland,2020,12,2020-03-21,656,1,NA
IS,Iceland,2020,12,2020-03-21,317,1,NA
IT,Italy,2020,12,2020-03-21,32421,3384,18504
LI,Liechtenstein,2020,12,2020-03-21,37,0,NA
LT,Lithuania,2020,12,2020-03-21,63,0,NA
LU,Luxembourg,2020,12,2020-03-21,619,7,NA
LV,Latvia,2020,12,2020-03-21,98,0,16
MT,Malta,2020,12,2020-03-21,55,0,4
NL,Netherlands,2020,12,2020-03-21,2672,124,1239
NO,Norway,2020,12,2020-03-21,1028,4,168
PL,Poland,2020,12,2020-03-21,433,2,247
PT,Portugal,2020,12,2020-03-21,1111,12,382
RO,Romania,2020,12,2020-03-21,244,0,NA
SE,Sweden,2020,12,2020-03-21,874,44,NA
SI,Slovenia,2020,12,2020-03-21,202,0,43
SK,Slovakia,2020,12,2020-03-21,134,1,NA
AT,Austria,2020,13,2020-03-28,5457,60,NA
BE,Belgium,2020,13,2020-03-28,6319,286,3232
BG,Bulgaria,2020,13,2020-03-28,168,4,NA
CH,Switzerland,2020,13,2020-03-28,7501,231,401
CY,Cyprus,2020,13,2020-03-28,95,5,48
CZ,Czechia,2020,13,2020-03-28,1636,11,347
DE,Germany,2020,13,2020-03-28,35482,349,NA
DK,Denmark,2020,13,2020-03-28,875,52,553
EE,Estonia,2020,13,2020-03-28,339,1,65
ES,Spain,2020,13,2020-03-28,47861,4607,NA
FI,Finland,2020,13,2020-03-28,644,8,NA
FR,France,2020,13,2020-03-28,22880,1749,18880
GB,United Kingdom,2020,13,2020-03-28,17882,1212,13917
GR,Greece,2020,13,2020-03-28,305,9,NA
HR,Croatia,2020,13,2020-03-28,451,4,NA
HU,Hungary,2020,13,2020-03-28,240,7,NA
IE,Ireland,2020,13,2020-03-28,1630,33,NA
IS,Iceland,2020,13,2020-03-28,490,1,NA
IT,Italy,2020,13,2020-03-28,38894,5198,15411
LI,Liechtenstein,2020,13,2020-03-28,18,0,NA
LT,Lithuania,2020,13,2020-03-28,270,4,NA
LU,Luxembourg,2020,13,2020-03-28,1161,10,NA
LV,Latvia,2020,13,2020-03-28,181,0,30
MT,Malta,2020,13,2020-03-28,76,0,4
NL,Netherlands,2020,13,2020-03-28,6131,503,2868
NO,Norway,2020,13,2020-03-28,1897,16,292
PL,Poland,2020,13,2020-03-28,1102,13,495
PT,Portugal,2020,13,2020-03-28,3890,88,718
RO,Romania,2020,13,2020-03-28,1085,37,NA
SE,Sweden,2020,13,2020-03-28,1795,190,NA
SI,Slovenia,2020,13,2020-03-28,301,8,71
SK,Slovakia,2020,13,2020-03-28,114,-1,NA
AT,Austria,2020,14,2020-04-04,3510,118,NA
BE,Belgium,2020,14,2020-04-04,9297,930,3756
BG,Bulgaria,2020,14,2020-04-04,172,10,NA
CH,Switzerland,2020,14,2020-04-04,6429,390,337
CY,Cyprus,2020,14,2020-04-04,234,4,43
CZ,Czechia,2020,14,2020-04-04,1841,48,512
DE,Germany,2020,14,2020-04-04,38397,1011,NA
DK,Denmark,2020,14,2020-04-04,1876,96,339
EE,Estonia,2020,14,2020-04-04,394,12,111
ES,Spain,2020,14,2020-04-04,52933,5965,NA
FI,Finland,2020,14,2020-04-04,715,16,NA
FR,France,2020,14,2020-04-04,9321,5237,24514
GB,United Kingdom,2020,14,2020-04-04,30359,3810,21645
GR,Greece,2020,14,2020-04-04,838,46,NA
HR,Croatia,2020,14,2020-04-04,469,7,NA
HU,Hungary,2020,14,2020-04-04,335,21,NA
IE,Ireland,2020,14,2020-04-04,2189,101,NA
IS,Iceland,2020,14,2020-04-04,454,2,NA
IT,Italy,2020,14,2020-04-04,32160,5339,9469
LI,Liechtenstein,2020,14,2020-04-04,16,1,NA
LT,Lithuania,2020,14,2020-04-04,344,3,NA
LU,Luxembourg,2020,14,2020-04-04,898,13,NA
LV,Latvia,2020,14,2020-04-04,204,1,28
MT,Malta,2020,14,2020-04-04,64,0,6
NL,Netherlands,2020,14,2020-04-04,6865,1012,2201
NO,Norway,2020,14,2020-04-04,1535,39,207
PL,Poland,2020,14,2020-04-04,1989,61,618
PT,Portugal,2020,14,2020-04-04,5354,166,699
RO,Romania,2020,14,2020-04-04,2161,109,NA
SE,Sweden,2020,14,2020-04-04,3169,134,NA
SI,Slovenia,2020,14,2020-04-04,293,13,51
SK,Slovakia,2020,14,2020-04-04,179,1,NA
AT,Austria,2020,15,2020-04-11,2025,151,NA
BE,Belgium,2020,15,2020-04-11,9587,2063,2913
BG,Bulgaria,2020,15,2020-04-11,158,11,NA
CH,Switzerland,2020,15,2020-04-11,4602,368,206
CY,Cyprus,2020,15,2020-04-11,199,1,20
CZ,Czechia,2020,15,2020-04-11,1359,70,573
DE,Germany,2020,15,2020-04-11,28816,1292,NA
DK,Denmark,2020,15,2020-04-11,1919,99,289
EE,Estonia,2020,15,2020-04-11,265,11,61
ES,Spain,2020,15,2020-04-11,36859,4659,NA
FI,Finland,2020,15,2020-04-11,1023,24,NA
FR,France,2020,15,2020-04-11,10489,6268,19296
GB,United Kingdom,2020,15,2020-04-11,32192,6382,18485
GR,Greece,2020,15,2020-04-11,408,25,NA
HR,Croatia,2020,15,2020-04-11,408,9,NA
HU,Hungary,2020,15,2020-04-11,632,53,NA
IE,Ireland,2020,15,2020-04-11,4324,183,477
IS,Iceland,2020,15,2020-04-11,272,4,NA
IT,Italy,2020,15,2020-04-11,27639,4106,6519
LI,Liechtenstein,2020,15,2020-04-11,2,0,NA
LT,Lithuania,2020,15,2020-04-11,243,6,NA
LU,Luxembourg,2020,15,2020-04-11,541,31,NA
LV,Latvia,2020,15,2020-04-11,121,2,25
MT,Malta,2020,15,2020-04-11,157,3,13
NL,Netherlands,2020,15,2020-04-11,7786,992,1498
NO,Norway,2020,15,2020-04-11,859,57,96
PL,Poland,2020,15,2020-04-11,2729,129,492
PT,Portugal,2020,15,2020-04-11,5463,204,501
RO,Romania,2020,15,2020-04-11,2377,145,NA
SE,Sweden,2020,15,2020-04-11,3616,514,NA
SI,Slovenia,2020,15,2020-04-11,211,28,59
SK,Slovakia,2020,15,2020-04-11,257,1,NA
AT,Austria,2020,16,2020-04-18,865,106,NA
BE,Belgium,2020,16,2020-04-18,9165,2107,1975
BG,Bulgaria,2020,16,2020-04-18,217,13,NA
CH,Switzerland,2020,16,2020-04-18,2297,279,95
CY,Cyprus,2020,16,2020-04-18,140,2,NA
CZ,Czechia,2020,16,2020-04-18,775,52,510
DE,Germany,2020,16,2020-04-18,18434,1723,NA
DK,Denmark,2020,16,2020-04-18,1246,86,205
EE,Estonia,2020,16,2020-04-18,208,14,46
ES,Spain,2020,16,2020-04-18,28699,3437,NA
FI,Finland,2020,16,2020-04-18,776,41,NA
FR,France,2020,16,2020-04-18,92711,5467,13140
GB,United Kingdom,2020,16,2020-04-18,32047,6391,13394
GR,Greece,2020,16,2020-04-18,154,17,NA
HR,Croatia,2020,16,2020-04-18,298,18,NA
HU,Hungary,2020,16,2020-04-18,524,87,NA
IE,Ireland,2020,16,2020-04-18,5830,251,337
IS,Iceland,2020,16,2020-04-18,71,1,NA
IT,Italy,2020,16,2020-04-18,23654,3759,4649
LI,Liechtenstein,2020,16,2020-04-18,2,0,NA
LT,Lithuania,2020,16,2020-04-18,165,9,NA
LU,Luxembourg,2020,16,2020-04-18,267,10,NA
LV,Latvia,2020,16,2020-04-18,82,2,18
MT,Malta,2020,16,2020-04-18,56,0,2
NL,Netherlands,2020,16,2020-04-18,7176,958,922
NO,Norway,2020,16,2020-04-18,627,45,70
PL,Poland,2020,16,2020-04-18,2386,139,480
PT,Portugal,2020,16,2020-04-18,3698,217,379
RO,Romania,2020,16,2020-04-18,2428,130,NA
SE,Sweden,2020,16,2020-04-18,3827,624,NA
SI,Slovenia,2020,16,2020-04-18,129,20,50
SK,Slovakia,2020,16,2020-04-18,361,9,NA
AT,Austria,2020,17,2020-04-25,477,93,NA
BE,Belgium,2020,17,2020-04-25,8142,1464,1517
BG,Bulgaria,2020,17,2020-04-25,369,14,NA
CH,Switzerland,2020,17,2020-04-25,1490,215,63
CY,Cyprus,2020,17,2020-04-25,69,2,NA
CZ,Czechia,2020,17,2020-04-25,746,37,472
DE,Germany,2020,17,2020-04-25,13171,1418,NA
DK,Denmark,2020,17,2020-04-25,1203,72,214
EE,Estonia,2020,17,2020-04-25,123,8,25
ES,Spain,2020,17,2020-04-25,14179,2859,NA
FI,Finland,2020,17,2020-04-25,794,96,NA
FR,France,2020,17,2020-04-25,10612,3271,9613
GB,United Kingdom,2020,17,2020-04-25,32824,5580,10622
GR,Greece,2020,17,2020-04-25,271,20,NA
HR,Croatia,2020,17,2020-04-25,184,15,105
HU,Hungary,2020,17,2020-04-25,609,90,NA
IE,Ireland,2020,17,2020-04-25,3803,492,296
IS,Iceland,2020,17,2020-04-25,30,1,NA
IT,Italy,2020,17,2020-04-25,19426,3157,3757
LI,Liechtenstein,2020,17,2020-04-25,1,0,NA
LT,Lithuania,2020,17,2020-04-25,210,7,NA
LU,Luxembourg,2020,17,2020-04-25,174,13,NA
LV,Latvia,2020,17,2020-04-25,92,7,14
MT,Malta,2020,17,2020-04-25,22,1,0
NL,Netherlands,2020,17,2020-04-25,5601,808,622
NO,Norway,2020,17,2020-04-25,463,37,39
PL,Poland,2020,17,2020-04-25,2531,177,425
PT,Portugal,2020,17,2020-04-25,3707,193,282
RO,Romania,2020,17,2020-04-25,2217,180,NA
SE,Sweden,2020,17,2020-04-25,4288,681,NA
SI,Slovenia,2020,17,2020-04-25,71,11,20
SK,Slovakia,2020,17,2020-04-25,284,6,NA
AT,Austria,2020,18,2020-05-02,410,60,NA
BE,Belgium,2020,18,2020-05-02,4192,848,978
BG,Bulgaria,2020,18,2020-05-02,347,17,NA
CH,Switzerland,2020,18,2020-05-02,923,107,29
CY,Cyprus,2020,18,2020-05-02,53,1,NA
CZ,Czechia,2020,18,2020-05-02,403,27,367
DE,Germany,2020,18,2020-05-02,8454,935,NA
DK,Denmark,2020,18,2020-05-02,962,57,130
EE,Estonia,2020,18,2020-05-02,64,7,24
ES,Spain,2020,18,2020-05-02,10677,2198,NA
FI,Finland,2020,18,2020-05-02,701,34,NA
FR,France,2020,18,2020-05-02,8342,2175,6005
GB,United Kingdom,2020,18,2020-05-02,31230,4338,9618
GR,Greece,2020,18,2020-05-02,114,13,NA
HR,Croatia,2020,18,2020-05-02,72,23,31
HU,Hungary,2020,18,2020-05-02,499,73,NA
IE,Ireland,2020,18,2020-05-02,2615,223,253
IS,Iceland,2020,18,2020-05-02,8,0,NA
IT,Italy,2020,18,2020-05-02,13977,2326,2316
LI,Liechtenstein,2020,18,2020-05-02,0,0,NA
LT,Lithuania,2020,18,2020-05-02,93,4,NA
LU,Luxembourg,2020,18,2020-05-02,101,7,NA
LV,Latvia,2020,18,2020-05-02,67,4,9
MT,Malta,2020,18,2020-05-02,20,0,1
NL,Netherlands,2020,18,2020-05-02,3046,578,397
NO,Norway,2020,18,2020-05-02,310,10,21
PL,Poland,2020,18,2020-05-02,2102,140,307
PT,Portugal,2020,18,2020-05-02,1798,143,213
RO,Romania,2020,18,2020-05-02,2097,170,NA
SE,Sweden,2020,18,2020-05-02,3869,477,NA
SI,Slovenia,2020,18,2020-05-02,51,13,20
SK,Slovakia,2020,18,2020-05-02,34,7,NA
AT,Austria,2020,19,2020-05-09,275,19,NA
BE,Belgium,2020,19,2020-05-09,3079,816,664
BG,Bulgaria,2020,19,2020-05-09,327,18,NA
CH,Switzerland,2020,19,2020-05-09,434,57,24
CY,Cyprus,2020,19,2020-05-09,34,0,NA
CZ,Czechia,2020,19,2020-05-09,340,31,281
DE,Germany,2020,19,2020-05-09,6357,737,NA
DK,Denmark,2020,19,2020-05-09,912,51,106
EE,Estonia,2020,19,2020-05-09,34,7,8
ES,Spain,2020,19,2020-05-09,6996,1378,NA
FI,Finland,2020,19,2020-05-09,704,45,NA
FR,France,2020,19,2020-05-09,7495,1542,4357
GB,United Kingdom,2020,19,2020-05-09,22833,3210,7537
GR,Greece,2020,19,2020-05-09,90,8,NA
HR,Croatia,2020,19,2020-05-09,88,10,38
HU,Hungary,2020,19,2020-05-09,271,70,NA
IE,Ireland,2020,19,2020-05-09,1584,160,157
IS,Iceland,2020,19,2020-05-09,3,0,NA
IT,Italy,2020,19,2020-05-09,8940,1685,1718
LI,Liechtenstein,2020,19,2020-05-09,0,0,NA
LT,Lithuania,2020,19,2020-05-09,65,2,NA
LU,Luxembourg,2020,19,2020-05-09,65,9,NA
LV,Latvia,2020,19,2020-05-09,59,2,10
MT,Malta,2020,19,2020-05-09,22,1,1
NL,Netherlands,2020,19,2020-05-09,2146,435,316
NO,Norway,2020,19,2020-05-09,290,8,17
PL,Poland,2020,19,2020-05-09,2276,121,243
PT,Portugal,2020,19,2020-05-09,2216,103,158
RO,Romania,2020,19,2020-05-09,2399,168,NA
SE,Sweden,2020,19,2020-05-09,4136,551,NA
SI,Slovenia,2020,19,2020-05-09,15,7,10
SK,Slovakia,2020,19,2020-05-09,48,2,NA
AT,Austria,2020,20,2020-05-16,368,14,NA
BE,Belgium,2020,20,2020-05-16,2393,424,460
BG,Bulgaria,2020,20,2020-05-16,254,15,NA
CH,Switzerland,2020,20,2020-05-16,321,23,23
CY,Cyprus,2020,20,2020-05-16,19,2,NA
CZ,Czechia,2020,20,2020-05-16,360,20,192
DE,Germany,2020,20,2020-05-16,4428,389,NA
DK,Denmark,2020,20,2020-05-16,539,17,68
EE,Estonia,2020,20,2020-05-16,37,3,7
ES,Spain,2020,20,2020-05-16,7120,1085,NA
FI,Finland,2020,20,2020-05-16,406,32,NA
FR,France,2020,20,2020-05-16,3008,1310,3319
GB,United Kingdom,2020,20,2020-05-16,19782,2578,6364
GR,Greece,2020,20,2020-05-16,109,11,NA
HR,Croatia,2020,20,2020-05-16,48,8,16
HU,Hungary,2020,20,2020-05-16,260,43,NA
IE,Ireland,2020,20,2020-05-16,1288,87,106
IS,Iceland,2020,20,2020-05-16,1,0,NA
IT,Italy,2020,20,2020-05-16,6492,1368,1223
LI,Liechtenstein,2020,20,2020-05-16,0,0,NA
LT,Lithuania,2020,20,2020-05-16,77,7,NA
LU,Luxembourg,2020,20,2020-05-16,53,3,NA
LV,Latvia,2020,20,2020-05-16,67,1,10
MT,Malta,2020,20,2020-05-16,56,1,1
NL,Netherlands,2020,20,2020-05-16,1488,248,210
NO,Norway,2020,20,2020-05-16,138,13,12
PL,Poland,2020,20,2020-05-16,2606,130,155
PT,Portugal,2020,20,2020-05-16,1404,77,192
RO,Romania,2020,20,2020-05-16,1573,155,NA
SE,Sweden,2020,20,2020-05-16,3893,454,NA
SI,Slovenia,2020,20,2020-05-16,11,2,3
SK,Slovakia,2020,20,2020-05-16,38,2,NA
AT,Austria,2020,21,2020-05-23,285,10,NA
BE,Belgium,2020,21,2020-05-23,1821,232,389
BG,Bulgaria,2020,21,2020-05-23,233,21,NA
CH,Switzerland,2020,21,2020-05-23,153,21,18
CY,Cyprus,2020,21,2020-05-23,17,0,NA
CZ,Czechia,2020,21,2020-05-23,435,18,145
DE,Germany,2020,21,2020-05-23,4234,323,NA
DK,Denmark,2020,21,2020-05-23,431,18,64
EE,Estonia,2020,21,2020-05-23,51,1,26
ES,Spain,2020,21,2020-05-23,4592,1115,NA
FI,Finland,2020,21,2020-05-23,282,9,NA
FR,France,2020,21,2020-05-23,2829,820,2232
GB,United Kingdom,2020,21,2020-05-23,16226,1825,5393
GR,Greece,2020,21,2020-05-23,57,9,NA
HR,Croatia,2020,21,2020-05-23,19,4,16
HU,Hungary,2020,21,2020-05-23,240,34,NA
IE,Ireland,2020,21,2020-05-23,534,71,94
IS,Iceland,2020,21,2020-05-23,2,0,NA
IT,Italy,2020,21,2020-05-23,4567,972,831
LI,Liechtenstein,2020,21,2020-05-23,0,0,NA
LT,Lithuania,2020,21,2020-05-23,76,5,NA
LU,Luxembourg,2020,21,2020-05-23,60,5,NA
LV,Latvia,2020,21,2020-05-23,49,3,8
MT,Malta,2020,21,2020-05-23,63,0,4
NL,Netherlands,2020,21,2020-05-23,1194,141,175
NO,Norway,2020,21,2020-05-23,109,3,10
PL,Poland,2020,21,2020-05-23,2674,78,238
PT,Portugal,2020,21,2020-05-23,1661,99,174
RO,Romania,2020,21,2020-05-23,1153,82,NA
SE,Sweden,2020,21,2020-05-23,3710,318,NA
SI,Slovenia,2020,21,2020-05-23,3,3,1
SK,Slovakia,2020,21,2020-05-23,11,0,NA
AT,Austria,2020,22,2020-05-30,199,29,NA
BE,Belgium,2020,22,2020-05-30,1376,216,260
BG,Bulgaria,2020,22,2020-05-30,91,13,NA
CH,Switzerland,2020,22,2020-05-30,120,7,24
CY,Cyprus,2020,22,2020-05-30,14,0,NA
CZ,Czechia,2020,22,2020-05-30,340,5,119
DE,Germany,2020,22,2020-05-30,3203,269,NA
DK,Denmark,2020,22,2020-05-30,344,10,57
EE,Estonia,2020,22,2020-05-30,44,3,8
ES,Spain,2020,22,2020-05-30,3938,-1553,NA
FI,Finland,2020,22,2020-05-30,258,10,NA
FR,France,2020,22,2020-05-30,5639,319,1787
GB,United Kingdom,2020,22,2020-05-30,10744,1807,4428
GR,Greece,2020,22,2020-05-30,39,4,NA
HR,Croatia,2020,22,2020-05-30,3,4,1
HU,Hungary,2020,22,2020-05-30,154,42,NA
IE,Ireland,2020,22,2020-05-30,347,47,56
IS,Iceland,2020,22,2020-05-30,2,0,NA
IT,Italy,2020,22,2020-05-30,3337,605,643
LI,Liechtenstein,2020,22,2020-05-30,0,0,NA
LT,Lithuania,2020,22,2020-05-30,50,7,NA
LU,Luxembourg,2020,22,2020-05-30,26,1,NA
LV,Latvia,2020,22,2020-05-30,19,2,4
MT,Malta,2020,22,2020-05-30,9,3,3
NL,Netherlands,2020,22,2020-05-30,1193,140,154
NO,Norway,2020,22,2020-05-30,91,1,8
PL,Poland,2020,22,2020-05-30,2640,68,200
PT,Portugal,2020,22,2020-05-30,1732,94,187
RO,Romania,2020,22,2020-05-30,1276,83,NA
SE,Sweden,2020,22,2020-05-30,4225,403,NA
SI,Slovenia,2020,22,2020-05-30,5,2,1
SK,Slovakia,2020,22,2020-05-30,17,0,NA
AT,Austria,2020,23,2020-06-06,213,4,NA
BE,Belgium,2020,23,2020-06-06,886,127,200
BG,Bulgaria,2020,23,2020-06-06,212,21,NA
CH,Switzerland,2020,23,2020-06-06,111,0,12
CY,Cyprus,2020,23,2020-06-06,19,0,NA
CZ,Czechia,2020,23,2020-06-06,337,8,99
DE,Germany,2020,23,2020-06-06,2261,143,NA
DK,Denmark,2020,23,2020-06-06,291,16,37
EE,Estonia,2020,23,2020-06-06,66,2,3
ES,Spain,2020,23,2020-06-06,2082,10,NA
FI,Finland,2020,23,2020-06-06,138,6,NA
FR,France,2020,23,2020-06-06,1722,367,1191
GB,United Kingdom,2020,23,2020-06-06,8442,1180,3761
GR,Greece,2020,23,2020-06-06,134,7,NA
HR,Croatia,2020,23,2020-06-06,1,1,0
HU,Hungary,2020,23,2020-06-06,123,21,NA
IE,Ireland,2020,23,2020-06-06,254,27,24
IS,Iceland,2020,23,2020-06-06,0,0,NA
IT,Italy,2020,23,2020-06-06,2137,506,484
LI,Liechtenstein,2020,23,2020-06-06,0,0,NA
LT,Lithuania,2020,23,2020-06-06,38,1,NA
LU,Luxembourg,2020,23,2020-06-06,19,0,NA
LV,Latvia,2020,23,2020-06-06,21,1,3
MT,Malta,2020,23,2020-06-06,9,0,0
NL,Netherlands,2020,23,2020-06-06,1078,60,97
NO,Norway,2020,23,2020-06-06,94,2,4
PL,Poland,2020,23,2020-06-06,2415,92,264
PT,Portugal,2020,23,2020-06-06,2148,78,136
RO,Romania,2020,23,2020-06-06,1157,63,NA
SE,Sweden,2020,23,2020-06-06,5828,261,NA
SI,Slovenia,2020,23,2020-06-06,11,1,1
SK,Slovakia,2020,23,2020-06-06,7,0,NA
AT,Austria,2020,24,2020-06-13,180,5,NA
BE,Belgium,2020,24,2020-06-13,846,70,155
BG,Bulgaria,2020,24,2020-06-13,555,12,NA
CH,Switzerland,2020,24,2020-06-13,138,6,14
CY,Cyprus,2020,24,2020-06-13,20,1,NA
CZ,Czechia,2020,24,2020-06-13,424,1,90
DE,Germany,2020,24,2020-06-13,1817,120,NA
DK,Denmark,2020,24,2020-06-13,215,10,24
EE,Estonia,2020,24,2020-06-13,42,0,11
ES,Spain,2020,24,2020-06-13,2295,1,NA
FI,Finland,2020,24,2020-06-13,123,3,NA
FR,France,2020,24,2020-06-13,2713,252,828
GB,United Kingdom,2020,24,2020-06-13,7079,774,3009
GR,Greece,2020,24,2020-06-13,63,1,NA
HR,Croatia,2020,24,2020-06-13,4,3,2
HU,Hungary,2020,24,2020-06-13,74,14,NA
IE,Ireland,2020,24,2020-06-13,112,27,29
IS,Iceland,2020,24,2020-06-13,2,0,NA
IT,Italy,2020,24,2020-06-13,1850,455,458
LI,Liechtenstein,2020,24,2020-06-13,0,0,NA
LT,Lithuania,2020,24,2020-06-13,58,4,NA
LU,Luxembourg,2020,24,2020-06-13,28,0,NA
LV,Latvia,2020,24,2020-06-13,11,3,3
MT,Malta,2020,24,2020-06-13,19,0,1
NL,Netherlands,2020,24,2020-06-13,1305,46,55
NO,Norway,2020,24,2020-06-13,97,4,7
PL,Poland,2020,24,2020-06-13,3031,84,296
PT,Portugal,2020,24,2020-06-13,2112,38,130
RO,Romania,2020,24,2020-06-13,1389,72,NA
SE,Sweden,2020,24,2020-06-13,7185,218,NA
SI,Slovenia,2020,24,2020-06-13,8,0,1
SK,Slovakia,2020,24,2020-06-13,17,0,NA
AT,Austria,2020,25,2020-06-20,245,11,NA
BE,Belgium,2020,25,2020-06-20,632,46,134
BG,Bulgaria,2020,25,2020-06-20,606,27,NA
CH,Switzerland,2020,25,2020-06-20,149,3,7
CY,Cyprus,2020,25,2020-06-20,5,1,NA
CZ,Czechia,2020,25,2020-06-20,457,8,113
DE,Germany,2020,25,2020-06-20,3403,102,NA
DK,Denmark,2020,25,2020-06-20,252,3,28
EE,Estonia,2020,25,2020-06-20,8,0,5
ES,Spain,2020,25,2020-06-20,2333,1186,NA
FI,Finland,2020,25,2020-06-20,55,1,NA
FR,France,2020,25,2020-06-20,2492,231,748
GB,United Kingdom,2020,25,2020-06-20,6573,508,2615
GR,Greece,2020,25,2020-06-20,144,7,NA
HR,Croatia,2020,25,2020-06-20,48,0,6
HU,Hungary,2020,25,2020-06-20,22,11,NA
IE,Ireland,2020,25,2020-06-20,79,10,13
IS,Iceland,2020,25,2020-06-20,7,0,NA
IT,Italy,2020,25,2020-06-20,1624,309,381
LI,Liechtenstein,2020,25,2020-06-20,0,0,NA
LT,Lithuania,2020,25,2020-06-20,32,1,NA
LU,Luxembourg,2020,25,2020-06-20,42,0,NA
LV,Latvia,2020,25,2020-06-20,14,2,4
MT,Malta,2020,25,2020-06-20,18,0,1
NL,Netherlands,2020,25,2020-06-20,862,32,35
NO,Norway,2020,25,2020-06-20,114,2,8
PL,Poland,2020,25,2020-06-20,2603,109,287
PT,Portugal,2020,25,2020-06-20,2378,16,158
RO,Romania,2020,25,2020-06-20,2051,106,NA
SE,Sweden,2020,25,2020-06-20,7188,179,NA
SI,Slovenia,2020,25,2020-06-20,27,0,3
SK,Slovakia,2020,25,2020-06-20,41,0,NA
AT,Austria,2020,26,2020-06-27,257,12,NA
BE,Belgium,2020,26,2020-06-27,659,36,109
BG,Bulgaria,2020,26,2020-06-27,753,17,NA
CH,Switzerland,2020,26,2020-06-27,312,3,2
CY,Cyprus,2020,26,2020-06-27,7,0,NA
CZ,Czechia,2020,26,2020-06-27,850,13,106
DE,Germany,2020,26,2020-06-27,3788,73,NA
DK,Denmark,2020,26,2020-06-27,284,4,31
EE,Estonia,2020,26,2020-06-27,5,0,1
ES,Spain,2020,26,2020-06-27,2531,19,NA
FI,Finland,2020,26,2020-06-27,56,2,NA
FR,France,2020,26,2020-06-27,1986,134,670
GB,United Kingdom,2020,26,2020-06-27,5138,442,2287
GR,Greece,2020,26,2020-06-27,110,1,NA
HR,Croatia,2020,26,2020-06-27,325,0,46
HU,Hungary,2020,26,2020-06-27,52,8,NA
IE,Ireland,2020,26,2020-06-27,63,19,13
IS,Iceland,2020,26,2020-06-27,5,0,NA
IT,Italy,2020,26,2020-06-27,1861,106,390
LI,Liechtenstein,2020,26,2020-06-27,0,0,NA
LT,Lithuania,2020,26,2020-06-27,18,1,NA
LU,Luxembourg,2020,26,2020-06-27,112,0,NA
LV,Latvia,2020,26,2020-06-27,4,0,2
MT,Malta,2020,26,2020-06-27,6,0,1
NL,Netherlands,2020,26,2020-06-27,572,16,36
NO,Norway,2020,26,2020-06-27,104,5,11
PL,Poland,2020,26,2020-06-27,2094,89,192
PT,Portugal,2020,26,2020-06-27,2348,33,153
RO,Romania,2020,26,2020-06-27,2292,89,NA
SE,Sweden,2020,26,2020-06-27,7375,227,NA
SI,Slovenia,2020,26,2020-06-27,53,0,3
SK,Slovakia,2020,26,2020-06-27,71,0,NA
AT,Austria,2020,27,2020-07-04,585,5,NA
BE,Belgium,2020,27,2020-07-04,629,39,82
BG,Bulgaria,2020,27,2020-07-04,1052,25,NA
CH,Switzerland,2020,27,2020-07-04,643,2,4
CY,Cyprus,2020,27,2020-07-04,7,0,NA
CZ,Czechia,2020,27,2020-07-04,1142,2,105
DE,Germany,2020,27,2020-07-04,2740,52,NA
DK,Denmark,2020,27,2020-07-04,157,2,24
EE,Estonia,2020,27,2020-07-04,7,0,2
ES,Spain,2020,27,2020-07-04,2076,44,NA
FI,Finland,2020,27,2020-07-04,50,1,NA
FR,France,2020,27,2020-07-04,1473,108,669
GB,United Kingdom,2020,27,2020-07-04,2592,324,1616
GR,Greece,2020,27,2020-07-04,145,1,NA
HR,Croatia,2020,27,2020-07-04,470,6,66
HU,Hungary,2020,27,2020-07-04,36,11,NA
IE,Ireland,2020,27,2020-07-04,72,7,9
IS,Iceland,2020,27,2020-07-04,10,0,NA
IT,Italy,2020,27,2020-07-04,1283,138,400
LI,Liechtenstein,2020,27,2020-07-04,1,0,NA
LT,Lithuania,2020,27,2020-07-04,18,1,NA
LU,Luxembourg,2020,27,2020-07-04,259,0,NA
LV,Latvia,2020,27,2020-07-04,8,0,1
MT,Malta,2020,27,2020-07-04,2,0,0
NL,Netherlands,2020,27,2020-07-04,474,21,29
NO,Norway,2020,27,2020-07-04,80,2,7
PL,Poland,2020,27,2020-07-04,2005,77,211
PT,Portugal,2020,27,2020-07-04,2380,44,129
RO,Romania,2020,27,2020-07-04,2560,142,NA
SE,Sweden,2020,27,2020-07-04,4394,140,NA
SI,Slovenia,2020,27,2020-07-04,107,2,3
SK,Slovakia,2020,27,2020-07-04,92,0,NA
AT,Austria,2020,28,2020-07-11,618,1,NA
BE,Belgium,2020,28,2020-07-11,631,11,71
