location,location_name,epi_year,epi_week,date,inc_case,inc_death,inc_hosp
BG,Bulgaria,2020,28,2020-07-11,1498,26,NA
CH,Switzerland,2020,28,2020-07-11,619,3,6
CY,Cyprus,2020,28,2020-07-11,14,0,NA
CZ,Czechia,2020,28,2020-07-11,675,1,106
DE,Germany,2020,28,2020-07-11,2511,50,NA
DK,Denmark,2020,28,2020-07-11,114,3,13
EE,Estonia,2020,28,2020-07-11,21,0,2
ES,Spain,2020,28,2020-07-11,3363,18,NA
FI,Finland,2020,28,2020-07-11,43,0,NA
FR,France,2020,28,2020-07-11,2575,102,601
GB,United Kingdom,2020,28,2020-07-11,4053,223,1309
GR,Greece,2020,28,2020-07-11,261,1,NA
HR,Croatia,2020,28,2020-07-11,578,5,94
HU,Hungary,2020,28,2020-07-11,55,6,NA
IE,Ireland,2020,28,2020-07-11,102,5,4
IS,Iceland,2020,28,2020-07-11,3,0,NA
IT,Italy,2020,28,2020-07-11,1408,91,346
LI,Liechtenstein,2020,28,2020-07-11,1,0,NA
LT,Lithuania,2020,28,2020-07-11,34,0,NA
LU,Luxembourg,2020,28,2020-07-11,366,0,NA
LV,Latvia,2020,28,2020-07-11,50,0,1
MT,Malta,2020,28,2020-07-11,2,0,0
NL,Netherlands,2020,28,2020-07-11,373,11,27
NO,Norway,2020,28,2020-07-11,51,1,3
PL,Poland,2020,28,2020-07-11,1802,56,199
PT,Portugal,2020,28,2020-07-11,2652,49,130
RO,Romania,2020,28,2020-07-11,3497,140,NA
SE,Sweden,2020,28,2020-07-11,2407,106,NA
SI,Slovenia,2020,28,2020-07-11,148,0,16
SK,Slovakia,2020,28,2020-07-11,144,0,NA
AT,Austria,2020,29,2020-07-18,790,5,NA
BE,Belgium,2020,29,2020-07-18,1237,18,96
BG,Bulgaria,2020,29,2020-07-18,1463,32,NA
CH,Switzerland,2020,29,2020-07-18,675,2,4
CY,Cyprus,2020,29,2020-07-18,18,0,NA
CZ,Czechia,2020,29,2020-07-18,740,6,108
DE,Germany,2020,29,2020-07-18,2717,21,NA
DK,Denmark,2020,29,2020-07-18,227,2,20
EE,Estonia,2020,29,2020-07-18,7,0,0
ES,Spain,2020,29,2020-07-18,6347,17,NA
FI,Finland,2020,29,2020-07-18,27,-1,NA
FR,France,2020,29,2020-07-18,2947,135,594
GB,United Kingdom,2020,29,2020-07-18,5113,148,1084
GR,Greece,2020,29,2020-07-18,211,1,NA
HR,Croatia,2020,29,2020-07-18,581,2,94
HU,Hungary,2020,29,2020-07-18,86,1,NA
IE,Ireland,2020,29,2020-07-18,139,7,7
IS,Iceland,2020,29,2020-07-18,5,0,NA
IT,Italy,2020,29,2020-07-18,1389,97,373
LI,Liechtenstein,2020,29,2020-07-18,2,0,NA
LT,Lithuania,2020,29,2020-07-18,50,1,NA
LU,Luxembourg,2020,29,2020-07-18,641,1,NA
LV,Latvia,2020,29,2020-07-18,16,1,1
MT,Malta,2020,29,2020-07-18,1,0,0
NL,Netherlands,2020,29,2020-07-18,660,-1,29
NO,Norway,2020,29,2020-07-18,51,3,8
PL,Poland,2020,29,2020-07-18,2225,50,242
PT,Portugal,2020,29,2020-07-18,2169,30,129
RO,Romania,2020,29,2020-07-18,4612,138,NA
SE,Sweden,2020,29,2020-07-18,1662,93,NA
SI,Slovenia,2020,29,2020-07-18,113,0,10
SK,Slovakia,2020,29,2020-07-18,83,0,NA
AT,Austria,2020,30,2020-07-25,765,1,NA
BE,Belgium,2020,30,2020-07-25,2021,21,156
BG,Bulgaria,2020,30,2020-07-25,1674,39,NA
CH,Switzerland,2020,30,2020-07-25,810,7,2
CY,Cyprus,2020,30,2020-07-25,16,0,NA
CZ,Czechia,2020,30,2020-07-25,1357,11,130
DE,Germany,2020,30,2020-07-25,3852,33,NA
DK,Denmark,2020,30,2020-07-25,265,2,16
EE,Estonia,2020,30,2020-07-25,12,0,0
ES,Spain,2020,30,2020-07-25,12166,12,NA
FI,Finland,2020,30,2020-07-25,70,1,NA
FR,France,2020,30,2020-07-25,5037,33,749
GB,United Kingdom,2020,30,2020-07-25,4615,119,1002
GR,Greece,2020,30,2020-07-25,183,7,NA
HR,Croatia,2020,30,2020-07-25,539,13,88
HU,Hungary,2020,30,2020-07-25,109,0,NA
IE,Ireland,2020,30,2020-07-25,119,11,14
IS,Iceland,2020,30,2020-07-25,5,0,NA
IT,Italy,2020,30,2020-07-25,1648,60,400
LI,Liechtenstein,2020,30,2020-07-25,0,0,NA
LT,Lithuania,2020,30,2020-07-25,86,0,NA
LU,Luxembourg,2020,30,2020-07-25,706,1,NA
LV,Latvia,2020,30,2020-07-25,17,0,1
MT,Malta,2020,30,2020-07-25,11,0,0
NL,Netherlands,2020,30,2020-07-25,1151,4,50
NO,Norway,2020,30,2020-07-25,83,0,2
PL,Poland,2020,30,2020-07-25,2876,46,229
PT,Portugal,2020,30,2020-07-25,1565,32,98
RO,Romania,2020,30,2020-07-25,6987,156,NA
SE,Sweden,2020,30,2020-07-25,1384,78,NA
SI,Slovenia,2020,30,2020-07-25,126,5,16
SK,Slovakia,2020,30,2020-07-25,165,0,NA
AT,Austria,2020,31,2020-08-01,874,6,NA
BE,Belgium,2020,31,2020-08-01,3675,24,197
BG,Bulgaria,2020,31,2020-08-01,1524,47,NA
CH,Switzerland,2020,31,2020-08-01,1110,6,3
CY,Cyprus,2020,31,2020-08-01,67,0,NA
CZ,Czechia,2020,31,2020-08-01,1487,14,168
DE,Germany,2020,31,2020-08-01,4727,30,NA
DK,Denmark,2020,31,2020-08-01,351,2,24
EE,Estonia,2020,31,2020-08-01,39,0,2
ES,Spain,2020,31,2020-08-01,16101,13,NA
FI,Finland,2020,31,2020-08-01,55,0,NA
FR,France,2020,31,2020-08-01,6582,68,789
GB,United Kingdom,2020,31,2020-08-01,5261,99,851
GR,Greece,2020,31,2020-08-01,421,5,NA
HR,Croatia,2020,31,2020-08-01,432,12,76
HU,Hungary,2020,31,2020-08-01,102,1,NA
IE,Ireland,2020,31,2020-08-01,240,-1,8
IS,Iceland,2020,31,2020-08-01,50,0,NA
IT,Italy,2020,31,2020-08-01,1968,44,401
LI,Liechtenstein,2020,31,2020-08-01,2,0,NA
LT,Lithuania,2020,31,2020-08-01,91,0,NA
LU,Luxembourg,2020,31,2020-08-01,604,4,NA
LV,Latvia,2020,31,2020-08-01,32,1,2
MT,Malta,2020,31,2020-08-01,159,0,5
NL,Netherlands,2020,31,2020-08-01,2000,8,59
NO,Norway,2020,31,2020-08-01,142,0,11
PL,Poland,2020,31,2020-08-01,3724,57,298
PT,Portugal,2020,31,2020-08-01,1355,21,93
RO,Romania,2020,31,2020-08-01,8433,214,NA
SE,Sweden,2020,31,2020-08-01,1560,46,NA
SI,Slovenia,2020,31,2020-08-01,105,3,12
SK,Slovakia,2020,31,2020-08-01,196,1,NA
AT,Austria,2020,32,2020-08-08,707,3,NA
BE,Belgium,2020,32,2020-08-08,3999,25,232
BG,Bulgaria,2020,32,2020-08-08,1507,60,NA
CH,Switzerland,2020,32,2020-08-08,1039,5,1
CY,Cyprus,2020,32,2020-08-08,108,0,NA
CZ,Czechia,2020,32,2020-08-08,1536,6,174
DE,Germany,2020,32,2020-08-08,5898,47,NA
DK,Denmark,2020,32,2020-08-08,653,2,32
EE,Estonia,2020,32,2020-08-08,75,-6,6
ES,Spain,2020,32,2020-08-08,25840,58,NA
FI,Finland,2020,32,2020-08-08,125,2,NA
FR,France,2020,32,2020-08-08,9467,54,793
GB,United Kingdom,2020,32,2020-08-08,5821,71,844
GR,Greece,2020,32,2020-08-08,834,5,NA
HR,Croatia,2020,32,2020-08-08,319,12,72
HU,Hungary,2020,32,2020-08-08,127,5,NA
IE,Ireland,2020,32,2020-08-08,535,9,13
IS,Iceland,2020,32,2020-08-08,62,0,NA
IT,Italy,2020,32,2020-08-08,2271,57,452
LI,Liechtenstein,2020,32,2020-08-08,0,0,NA
LT,Lithuania,2020,32,2020-08-08,138,1,NA
LU,Luxembourg,2020,32,2020-08-08,376,4,NA
LV,Latvia,2020,32,2020-08-08,50,0,5
MT,Malta,2020,32,2020-08-08,190,0,7
NL,Netherlands,2020,32,2020-08-08,3255,9,84
NO,Norway,2020,32,2020-08-08,346,1,15
PL,Poland,2020,32,2020-08-08,4821,79,330
PT,Portugal,2020,32,2020-08-08,1227,13,96
RO,Romania,2020,32,2020-08-08,8512,280,NA
SE,Sweden,2020,32,2020-08-08,1980,20,NA
SI,Slovenia,2020,32,2020-08-08,76,7,11
SK,Slovakia,2020,32,2020-08-08,229,2,NA
AT,Austria,2020,33,2020-08-15,1260,7,NA
BE,Belgium,2020,33,2020-08-15,4468,65,273
BG,Bulgaria,2020,33,2020-08-15,990,50,NA
CH,Switzerland,2020,33,2020-08-15,1473,5,5
CY,Cyprus,2020,33,2020-08-15,96,1,NA
CZ,Czechia,2020,33,2020-08-15,1656,6,189
DE,Germany,2020,33,2020-08-15,7585,34,NA
DK,Denmark,2020,33,2020-08-15,1041,4,22
EE,Estonia,2020,33,2020-08-15,37,0,1
ES,Spain,2020,33,2020-08-15,28451,114,NA
FI,Finland,2020,33,2020-08-15,152,2,NA
FR,France,2020,33,2020-08-15,16769,78,989
GB,United Kingdom,2020,33,2020-08-15,7616,88,715
GR,Greece,2020,33,2020-08-15,1437,15,NA
HR,Croatia,2020,33,2020-08-15,877,8,63
HU,Hungary,2020,33,2020-08-15,224,5,NA
IE,Ireland,2020,33,2020-08-15,547,2,16
IS,Iceland,2020,33,2020-08-15,44,0,NA
IT,Italy,2020,33,2020-08-15,3335,189,511
LI,Liechtenstein,2020,33,2020-08-15,5,0,NA
LT,Lithuania,2020,33,2020-08-15,154,0,NA
LU,Luxembourg,2020,33,2020-08-15,270,3,NA
LV,Latvia,2020,33,2020-08-15,27,0,2
MT,Malta,2020,33,2020-08-15,313,0,11
NL,Netherlands,2020,33,2020-08-15,4508,12,127
NO,Norway,2020,33,2020-08-15,366,5,10
PL,Poland,2020,33,2020-08-15,4923,69,291
PT,Portugal,2020,33,2020-08-15,1444,25,80
RO,Romania,2020,33,2020-08-15,8751,295,NA
SE,Sweden,2020,33,2020-08-15,2062,20,NA
SI,Slovenia,2020,33,2020-08-15,154,3,13
SK,Slovakia,2020,33,2020-08-15,289,0,NA
AT,Austria,2020,34,2020-08-22,1883,4,NA
BE,Belgium,2020,34,2020-08-22,3599,53,211
BG,Bulgaria,2020,34,2020-08-22,798,44,NA
CH,Switzerland,2020,34,2020-08-22,1703,4,4
CY,Cyprus,2020,34,2020-08-22,88,1,NA
CZ,Czechia,2020,34,2020-08-22,1899,16,201
DE,Germany,2020,34,2020-08-22,9373,37,NA
DK,Denmark,2020,34,2020-08-22,756,1,28
EE,Estonia,2020,34,2020-08-22,81,0,6
ES,Spain,2020,34,2020-08-22,43241,221,NA
FI,Finland,2020,34,2020-08-22,186,1,NA
FR,France,2020,34,2020-08-22,21758,100,1087
GB,United Kingdom,2020,34,2020-08-22,7222,62,700
GR,Greece,2020,34,2020-08-22,1523,14,NA
HR,Croatia,2020,34,2020-08-22,1480,5,87
HU,Hungary,2020,34,2020-08-22,256,4,NA
IE,Ireland,2020,34,2020-08-22,717,3,10
IS,Iceland,2020,34,2020-08-22,59,0,NA
IT,Italy,2020,34,2020-08-22,4698,38,688
LI,Liechtenstein,2020,34,2020-08-22,6,0,NA
LT,Lithuania,2020,34,2020-08-22,209,3,NA
LU,Luxembourg,2020,34,2020-08-22,323,1,NA
LV,Latvia,2020,34,2020-08-22,18,1,5
MT,Malta,2020,34,2020-08-22,229,1,13
NL,Netherlands,2020,34,2020-08-22,3602,31,115
NO,Norway,2020,34,2020-08-22,334,3,13
PL,Poland,2020,34,2020-08-22,5091,82,293
PT,Portugal,2020,34,2020-08-22,1471,19,82
RO,Romania,2020,34,2020-08-22,8170,279,NA
SE,Sweden,2020,34,2020-08-22,1693,27,NA
SI,Slovenia,2020,34,2020-08-22,216,2,12
SK,Slovakia,2020,34,2020-08-22,461,2,NA
AT,Austria,2020,35,2020-08-29,1923,1,NA
BE,Belgium,2020,35,2020-08-29,3131,-97,116
BG,Bulgaria,2020,35,2020-08-29,1033,66,NA
CH,Switzerland,2020,35,2020-08-29,2095,4,2
CY,Cyprus,2020,35,2020-08-29,75,0,NA
CZ,Czechia,2020,35,2020-08-29,2304,10,230
DE,Germany,2020,35,2020-08-29,8974,27,NA
DK,Denmark,2020,35,2020-08-29,540,2,23
EE,Estonia,2020,35,2020-08-29,98,1,9
ES,Spain,2020,35,2020-08-29,53232,173,NA
FI,Finland,2020,35,2020-08-29,143,1,NA
FR,France,2020,35,2020-08-29,33136,89,1343
GB,United Kingdom,2020,35,2020-08-29,8151,75,825
GR,Greece,2020,35,2020-08-29,1596,20,NA
HR,Croatia,2020,35,2020-08-29,1961,13,185
HU,Hungary,2020,35,2020-08-29,536,3,NA
IE,Ireland,2020,35,2020-08-29,812,0,30
IS,Iceland,2020,35,2020-08-29,42,0,NA
IT,Italy,2020,35,2020-08-29,8717,43,900
LI,Liechtenstein,2020,35,2020-08-29,7,0,NA
LT,Lithuania,2020,35,2020-08-29,245,2,NA
LU,Luxembourg,2020,35,2020-08-29,-1137,0,NA
LV,Latvia,2020,35,2020-08-29,48,1,4
MT,Malta,2020,35,2020-08-29,270,0,4
NL,Netherlands,2020,35,2020-08-29,3535,24,77
NO,Norway,2020,35,2020-08-29,312,0,13
PL,Poland,2020,35,2020-08-29,5058,81,251
PT,Portugal,2020,35,2020-08-29,1996,24,97
RO,Romania,2020,35,2020-08-29,8289,306,NA
SE,Sweden,2020,35,2020-08-29,844,11,NA
SI,Slovenia,2020,35,2020-08-29,217,2,15
SK,Slovakia,2020,35,2020-08-29,526,0,NA
AT,Austria,2020,36,2020-09-05,2102,2,NA
BE,Belgium,2020,36,2020-09-05,3226,15,137
BG,Bulgaria,2020,36,2020-09-05,886,66,NA
CH,Switzerland,2020,36,2020-09-05,2235,7,2
CY,Cyprus,2020,36,2020-09-05,17,0,NA
CZ,Czechia,2020,36,2020-09-05,3658,10,321
DE,Germany,2020,36,2020-09-05,8223,30,NA
DK,Denmark,2020,36,2020-09-05,957,3,19
EE,Estonia,2020,36,2020-09-05,128,0,6
ES,Spain,2020,36,2020-09-05,59703,407,NA
FI,Finland,2020,36,2020-09-05,212,1,NA
FR,France,2020,36,2020-09-05,43748,82,1661
GB,United Kingdom,2020,36,2020-09-05,11412,51,942
GR,Greece,2020,36,2020-09-05,1409,20,NA
HR,Croatia,2020,36,2020-09-05,1878,14,235
HU,Hungary,2020,36,2020-09-05,2223,10,NA
IE,Ireland,2020,36,2020-09-05,814,0,31
IS,Iceland,2020,36,2020-09-05,36,0,NA
IT,Italy,2020,36,2020-09-05,9485,61,1062
LI,Liechtenstein,2020,36,2020-09-05,1,0,NA
LT,Lithuania,2020,36,2020-09-05,201,0,NA
LU,Luxembourg,2020,36,2020-09-05,271,0,NA
LV,Latvia,2020,36,2020-09-05,44,1,5
MT,Malta,2020,36,2020-09-05,167,4,16
NL,Netherlands,2020,36,2020-09-05,4230,17,104
NO,Norway,2020,36,2020-09-05,685,0,10
PL,Poland,2020,36,2020-09-05,4148,81,254
PT,Portugal,2020,36,2020-09-05,2495,20,138
RO,Romania,2020,36,2020-09-05,8031,311,NA
SE,Sweden,2020,36,2020-09-05,1027,14,NA
SI,Slovenia,2020,36,2020-09-05,288,2,16
SK,Slovakia,2020,36,2020-09-05,684,4,NA
AT,Austria,2020,37,2020-09-12,3609,19,NA
BE,Belgium,2020,37,2020-09-12,4653,17,204
BG,Bulgaria,2020,37,2020-09-12,841,46,NA
CH,Switzerland,2020,37,2020-09-12,2747,17,6
CY,Cyprus,2020,37,2020-09-12,22,0,NA
CZ,Czechia,2020,37,2020-09-12,7649,22,492
DE,Germany,2020,37,2020-09-12,9759,23,NA
DK,Denmark,2020,37,2020-09-12,1821,3,60
EE,Estonia,2020,37,2020-09-12,164,0,9
ES,Spain,2020,37,2020-09-12,67337,329,NA
FI,Finland,2020,37,2020-09-12,296,1,NA
FR,France,2020,37,2020-09-12,54257,204,2432
GB,United Kingdom,2020,37,2020-09-12,21010,74,1431
GR,Greece,2020,37,2020-09-12,1650,22,NA
HR,Croatia,2020,37,2020-09-12,1629,21,228
HU,Hungary,2020,37,2020-09-12,3933,9,NA
IE,Ireland,2020,37,2020-09-12,1196,6,34
IS,Iceland,2020,37,2020-09-12,26,0,NA
IT,Italy,2020,37,2020-09-12,9959,69,1310
LI,Liechtenstein,2020,37,2020-09-12,3,0,NA
LT,Lithuania,2020,37,2020-09-12,257,1,NA
LU,Luxembourg,2020,37,2020-09-12,263,0,NA
LV,Latvia,2020,37,2020-09-12,39,0,6
MT,Malta,2020,37,2020-09-12,260,1,18
NL,Netherlands,2020,37,2020-09-12,7150,12,188
NO,Norway,2020,37,2020-09-12,783,1,21
PL,Poland,2020,37,2020-09-12,3263,69,295
PT,Portugal,2020,37,2020-09-12,3367,22,156
RO,Romania,2020,37,2020-09-12,8522,277,NA
SE,Sweden,2020,37,2020-09-12,1520,11,NA
SI,Slovenia,2020,37,2020-09-12,481,0,25
SK,Slovakia,2020,37,2020-09-12,927,1,NA
AT,Austria,2020,38,2020-09-19,4778,11,NA
BE,Belgium,2020,38,2020-09-19,8270,21,336
BG,Bulgaria,2020,38,2020-09-19,928,38,NA
CH,Switzerland,2020,38,2020-09-19,2579,20,5
CY,Cyprus,2020,38,2020-09-19,45,1,NA
CZ,Czechia,2020,38,2020-09-19,12905,46,836
DE,Germany,2020,38,2020-09-19,12115,36,NA
DK,Denmark,2020,38,2020-09-19,2879,5,81
EE,Estonia,2020,38,2020-09-19,220,0,21
ES,Spain,2020,38,2020-09-19,73714,748,NA
FI,Finland,2020,38,2020-09-19,365,2,NA
FR,France,2020,38,2020-09-19,66058,358,3853
GB,United Kingdom,2020,38,2020-09-19,25184,136,1892
GR,Greece,2020,38,2020-09-19,1942,29,NA
HR,Croatia,2020,38,2020-09-19,1357,26,171
HU,Hungary,2020,38,2020-09-19,5095,42,NA
IE,Ireland,2020,38,2020-09-19,1808,9,53
IS,Iceland,2020,38,2020-09-19,145,0,NA
IT,Italy,2020,38,2020-09-19,10272,89,1510
LI,Liechtenstein,2020,38,2020-09-19,2,0,NA
LT,Lithuania,2020,38,2020-09-19,368,1,NA
LU,Luxembourg,2020,38,2020-09-19,559,0,NA
LV,Latvia,2020,38,2020-09-19,51,1,7
MT,Malta,2020,38,2020-09-19,425,4,22
NL,Netherlands,2020,38,2020-09-19,10922,22,358
NO,Norway,2020,38,2020-09-19,779,2,22
PL,Poland,2020,38,2020-09-19,4680,100,361
PT,Portugal,2020,38,2020-09-19,4715,39,183
RO,Romania,2020,38,2020-09-19,9164,275,NA
SE,Sweden,2020,38,2020-09-19,1732,19,NA
SI,Slovenia,2020,38,2020-09-19,706,6,56
SK,Slovakia,2020,38,2020-09-19,1093,1,NA
AT,Austria,2020,39,2020-09-26,4740,22,NA
BE,Belgium,2020,39,2020-09-26,12055,30,482
BG,Bulgaria,2020,39,2020-09-26,1178,34,NA
CH,Switzerland,2020,39,2020-09-26,2581,13,6
CY,Cyprus,2020,39,2020-09-26,106,0,NA
CZ,Czechia,2020,39,2020-09-26,14988,92,1346
DE,Germany,2020,39,2020-09-26,12094,71,NA
DK,Denmark,2020,39,2020-09-26,3777,13,131
EE,Estonia,2020,39,2020-09-26,290,0,31
ES,Spain,2020,39,2020-09-26,76441,737,NA
FI,Finland,2020,39,2020-09-26,655,4,NA
FR,France,2020,39,2020-09-26,83360,407,4102
GB,United Kingdom,2020,39,2020-09-26,38919,212,2650
GR,Greece,2020,39,2020-09-26,2250,45,NA
HR,Croatia,2020,39,2020-09-26,1282,25,201
HU,Hungary,2020,39,2020-09-26,6157,55,NA
IE,Ireland,2020,39,2020-09-26,2022,10,54
IS,Iceland,2020,39,2020-09-26,294,0,NA
IT,Italy,2020,39,2020-09-26,11535,126,1659
LI,Liechtenstein,2020,39,2020-09-26,6,0,NA
LT,Lithuania,2020,39,2020-09-26,631,3,NA
LU,Luxembourg,2020,39,2020-09-26,515,0,NA
LV,Latvia,2020,39,2020-09-26,139,0,6
MT,Malta,2020,39,2020-09-26,259,12,14
NL,Netherlands,2020,39,2020-09-26,16697,91,573
NO,Norway,2020,39,2020-09-26,769,3,16
PL,Poland,2020,39,2020-09-26,7650,142,489
PT,Portugal,2020,39,2020-09-26,4914,45,170
RO,Romania,2020,39,2020-09-26,9685,285,NA
SE,Sweden,2020,39,2020-09-26,2686,15,NA
SI,Slovenia,2020,39,2020-09-26,882,5,58
SK,Slovakia,2020,39,2020-09-26,2054,5,NA
AT,Austria,2020,40,2020-10-03,5218,22,NA
BE,Belgium,2020,40,2020-10-03,14820,70,549
BG,Bulgaria,2020,40,2020-10-03,1521,52,NA
CH,Switzerland,2020,40,2020-10-03,2520,10,14
CY,Cyprus,2020,40,2020-10-03,118,0,NA
CZ,Czechia,2020,40,2020-10-03,17311,120,1950
DE,Germany,2020,40,2020-10-03,15001,72,NA
DK,Denmark,2020,40,2020-10-03,3089,6,114
EE,Estonia,2020,40,2020-10-03,412,3,31
ES,Spain,2020,40,2020-10-03,73451,854,NA
FI,Finland,2020,40,2020-10-03,814,2,NA
FR,France,2020,40,2020-10-03,76642,455,4087
GB,United Kingdom,2020,40,2020-10-03,50740,346,3562
GR,Greece,2020,40,2020-10-03,2385,29,NA
HR,Croatia,2020,40,2020-10-03,1394,24,221
HU,Hungary,2020,40,2020-10-03,6640,82,NA
IE,Ireland,2020,40,2020-10-03,3108,8,82
IS,Iceland,2020,40,2020-10-03,271,0,15
IT,Italy,2020,40,2020-10-03,14647,150,2142
LI,Liechtenstein,2020,40,2020-10-03,6,0,NA
LT,Lithuania,2020,40,2020-10-03,785,6,NA
LU,Luxembourg,2020,40,2020-10-03,476,1,NA
LV,Latvia,2020,40,2020-10-03,365,2,26
MT,Malta,2020,40,2020-10-03,246,7,19
NL,Netherlands,2020,40,2020-10-03,23258,83,775
NO,Norway,2020,40,2020-10-03,735,5,23
PL,Poland,2020,40,2020-10-03,12160,180,713
PT,Portugal,2020,40,2020-10-03,5308,51,196
RO,Romania,2020,40,2020-10-03,12830,260,NA
SE,Sweden,2020,40,2020-10-03,3360,15,NA
SI,Slovenia,2020,40,2020-10-03,1139,9,96
SK,Slovakia,2020,40,2020-10-03,3721,10,NA
AT,Austria,2020,41,2020-10-10,6991,43,NA
BE,Belgium,2020,41,2020-10-10,29308,131,887
BG,Bulgaria,2020,41,2020-10-10,2801,50,NA
CH,Switzerland,2020,41,2020-10-10,5984,14,25
CY,Cyprus,2020,41,2020-10-10,162,3,NA
CZ,Czechia,2020,41,2020-10-10,33400,237,3352
DE,Germany,2020,41,2020-10-10,23436,89,NA
DK,Denmark,2020,41,2020-10-10,2780,13,105
EE,Estonia,2020,41,2020-10-10,269,1,14
ES,Spain,2020,41,2020-10-10,71180,843,NA
FI,Finland,2020,41,2020-10-10,1458,1,NA
FR,France,2020,41,2020-10-10,110825,462,4999
GB,United Kingdom,2020,41,2020-10-10,110827,443,5019
GR,Greece,2020,41,2020-10-10,2465,31,NA
HR,Croatia,2020,41,2020-10-10,2531,24,341
HU,Hungary,2020,41,2020-10-10,6879,121,NA
IE,Ireland,2020,41,2020-10-10,4046,14,126
IS,Iceland,2020,41,2020-10-10,588,0,22
IT,Italy,2020,41,2020-10-10,26743,172,3617
LI,Liechtenstein,2020,41,2020-10-10,20,0,NA
LT,Lithuania,2020,41,2020-10-10,878,7,NA
LU,Luxembourg,2020,41,2020-10-10,805,6,NA
LV,Latvia,2020,41,2020-10-10,577,2,50
MT,Malta,2020,41,2020-10-10,477,3,28
NL,Netherlands,2020,41,2020-10-10,36391,118,1097
NO,Norway,2020,41,2020-10-10,1104,0,26
PL,Poland,2020,41,2020-10-10,23498,368,931
PT,Portugal,2020,41,2020-10-10,7327,72,213
RO,Romania,2020,41,2020-10-10,18338,411,NA
SE,Sweden,2020,41,2020-10-10,4168,-1,NA
SI,Slovenia,2020,41,2020-10-10,1922,12,125
SK,Slovakia,2020,41,2020-10-10,6476,7,NA
AT,Austria,2020,42,2020-10-17,8711,37,NA
BE,Belgium,2020,42,2020-10-17,56184,217,1719
BG,Bulgaria,2020,42,2020-10-17,4789,77,NA
CH,Switzerland,2020,42,2020-10-17,14054,46,102
CY,Cyprus,2020,42,2020-10-17,428,0,NA
CZ,Czechia,2020,42,2020-10-17,54822,404,5567
DE,Germany,2020,42,2020-10-17,41201,165,NA
DK,Denmark,2020,42,2020-10-17,2859,12,117
EE,Estonia,2020,42,2020-10-17,206,0,22
ES,Spain,2020,42,2020-10-17,75448,846,NA
FI,Finland,2020,42,2020-10-17,1444,5,NA
FR,France,2020,42,2020-10-17,146685,688,7198
GB,United Kingdom,2020,42,2020-10-17,114584,819,7003
GR,Greece,2020,42,2020-10-17,2854,64,NA
HR,Croatia,2020,42,2020-10-17,4829,38,491
HU,Hungary,2020,42,2020-10-17,8220,176,NA
IE,Ireland,2020,42,2020-10-17,6964,25,116
IS,Iceland,2020,42,2020-10-17,538,1,16
IT,Italy,2020,42,2020-10-17,53042,334,6478
LI,Liechtenstein,2020,42,2020-10-17,75,0,NA
LT,Lithuania,2020,42,2020-10-17,1305,11,NA
LU,Luxembourg,2020,42,2020-10-17,957,2,NA
LV,Latvia,2020,42,2020-10-17,796,3,53
MT,Malta,2020,42,2020-10-17,805,4,42
NL,Netherlands,2020,42,2020-10-17,51772,170,1512
NO,Norway,2020,42,2020-10-17,903,3,26
PL,Poland,2020,42,2020-10-17,45592,552,992
PT,Portugal,2020,42,2020-10-17,12481,95,294
RO,Romania,2020,42,2020-10-17,24065,454,NA
SE,Sweden,2020,42,2020-10-17,4749,24,NA
SI,Slovenia,2020,42,2020-10-17,4164,17,221
SK,Slovakia,2020,42,2020-10-17,9471,21,NA
AT,Austria,2020,43,2020-10-24,14895,76,NA
BE,Belgium,2020,43,2020-10-24,92294,345,3157
BG,Bulgaria,2020,43,2020-10-24,8454,116,NA
CH,Switzerland,2020,43,2020-10-24,29231,123,115
CY,Cyprus,2020,43,2020-10-24,935,0,31
CZ,Czechia,2020,43,2020-10-24,81970,725,8920
DE,Germany,2020,43,2020-10-24,63144,250,NA
DK,Denmark,2020,43,2020-10-24,4470,21,142
EE,Estonia,2020,43,2020-10-24,299,5,19
ES,Spain,2020,43,2020-10-24,109572,977,NA
FI,Finland,2020,43,2020-10-24,1359,2,NA
FR,France,2020,43,2020-10-24,217868,1243,11712
GB,United Kingdom,2020,43,2020-10-24,148582,1166,8834
GR,Greece,2020,43,2020-10-24,5060,64,NA
HR,Croatia,2020,43,2020-10-24,9198,74,731
HU,Hungary,2020,43,2020-10-24,11282,281,NA
IE,Ireland,2020,43,2020-10-24,7430,33,174
IS,Iceland,2020,43,2020-10-24,396,0,50
IT,Italy,2020,43,2020-10-24,101973,736,10658
LI,Liechtenstein,2020,43,2020-10-24,155,0,NA
LT,Lithuania,2020,43,2020-10-24,2328,18,NA
LU,Luxembourg,2020,43,2020-10-24,2380,8,NA
LV,Latvia,2020,43,2020-10-24,1075,11,126
MT,Malta,2020,43,2020-10-24,887,5,36
NL,Netherlands,2020,43,2020-10-24,61000,282,1790
NO,Norway,2020,43,2020-10-24,1380,1,38
PL,Poland,2020,43,2020-10-24,74716,827,1307
PT,Portugal,2020,43,2020-10-24,18054,135,404
RO,Romania,2020,43,2020-10-24,29325,506,NA
SE,Sweden,2020,43,2020-10-24,7394,15,NA
SI,Slovenia,2020,43,2020-10-24,8858,51,408
SK,Slovakia,2020,43,2020-10-24,12533,77,NA
AT,Austria,2020,44,2020-10-31,26896,144,NA
BE,Belgium,2020,44,2020-10-31,123820,888,4683
BG,Bulgaria,2020,44,2020-10-31,15282,195,NA
