location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,18212,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.01,11914,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.025,12188,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.05,12656,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.1,13429,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.15,14109,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.2,14712,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.25,15274,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.3,15833,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.35,16463,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.4,17114,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.45,17676,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.5,18212,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.55,18860,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.6,19526,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.65,20324,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.7,21110,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.75,22004,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.8,23094,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.85,24394,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.9,26136,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.95,28489,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.975,30393,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,quantile,0.99,31799,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
AT,point,,15263,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.01,6662,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.025,7082,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.05,7607,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.1,8541,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.15,9399,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.2,10233,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.25,11054,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.3,11738,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.35,12549,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.4,13568,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.45,14284,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.5,15263,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.55,16334,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.6,17421,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.65,18697,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.7,20144,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.75,22033,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.8,24074,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.85,26711,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.9,31004,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.95,36570,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.975,41233,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,quantile,0.99,43948,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
AT,point,,12662,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.01,3602,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.025,3954,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.05,4403,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.1,5261,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.15,6167,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.2,6997,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.25,7744,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.3,8609,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.35,9528,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.4,10453,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.45,11477,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.5,12662,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.55,13835,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.6,15129,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.65,16797,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.7,18920,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.75,21410,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.8,24286,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.85,28477,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.9,33375,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.95,41386,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.975,49134,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,quantile,0.99,54405,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
AT,point,,9945,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.01,1950,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.025,2194,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.05,2561,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.1,3200,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.15,3907,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.2,4674,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.25,5359,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.3,6104,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.35,6944,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.4,7809,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.45,8756,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.5,9945,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.55,11083,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.6,12576,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.65,14374,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.7,16622,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.75,19429,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.8,22941,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.85,26912,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.9,33303,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.95,42459,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.975,48616,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
AT,quantile,0.99,54118,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,point,,46902,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.01,6104,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.025,7284,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.05,8806,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.1,12157,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.15,15129,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.2,19126,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.25,23029,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.3,26963,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.35,31667,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.4,35892,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.45,41251,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.5,46902,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.55,54758,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.6,62592,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.65,71363,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.7,82124,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.75,95456,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.8,111433,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.85,130837,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.9,158422,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.95,198759,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.975,232084,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,quantile,0.99,255857,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BE,point,,28072,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.01,1898,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.025,2434,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.05,3299,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.1,5083,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.15,7002,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.2,9248,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.25,11555,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.3,13925,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.35,16332,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.4,19813,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.45,23410,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.5,28072,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.55,32562,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.6,38116,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.65,43294,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.7,50898,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.75,58935,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.8,69386,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.85,83691,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.9,100305,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.95,125654,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.975,145843,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,quantile,0.99,162747,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BE,point,,13201,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.01,362,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.025,488,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.05,710,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.1,1341,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.15,2261,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.2,3070,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.25,4090,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.3,5489,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.35,7106,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.4,9073,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.45,11022,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.5,13201,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.55,15690,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.6,18406,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.65,21300,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.7,25103,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.75,29551,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.8,35881,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.85,42955,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.9,54414,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.95,70711,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.975,81336,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,quantile,0.99,90911,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BE,point,,5623,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.01,15,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.025,25,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.05,46,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.1,167,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.15,426,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.2,789,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.25,1285,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.3,1857,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.35,2612,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.4,3410,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.45,4445,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.5,5623,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.55,7053,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.6,8729,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.65,10729,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.7,12987,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.75,15484,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.8,19136,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.85,23373,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.9,30249,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.95,37734,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.975,44812,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BE,quantile,0.99,49165,2022-01-15,2021-12-20,4 wk ahead inc case,forecast
BG,point,,8782,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.01,4737,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.025,4932,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.05,5221,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.1,5750,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.15,6186,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.2,6595,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.25,6982,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.3,7334,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.35,7727,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.4,8085,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.45,8422,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.5,8782,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.55,9157,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.6,9641,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.65,10098,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.7,10585,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.75,11143,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.8,11822,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.85,12615,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.9,13607,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.95,14957,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.975,16135,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,quantile,0.99,16930,2021-12-25,2021-12-20,1 wk ahead inc case,forecast
BG,point,,7474,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.01,2670,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.025,2964,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.05,3282,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.1,3791,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.15,4301,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.2,4753,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.25,5175,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.3,5590,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.35,6045,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.4,6423,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.45,6968,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.5,7474,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.55,8050,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.6,8656,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.65,9378,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.7,10074,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.75,11015,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.8,12041,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.85,13573,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.9,15227,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.95,17610,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.975,19367,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,quantile,0.99,21005,2022-01-01,2021-12-20,2 wk ahead inc case,forecast
BG,point,,6246,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.01,1456,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.025,1676,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.05,1895,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.1,2459,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.15,2926,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.2,3357,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.25,3846,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.3,4228,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.35,4691,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.4,5161,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.45,5654,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.5,6246,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
BG,quantile,0.55,6915,2022-01-08,2021-12-20,3 wk ahead inc case,forecast
