location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
BE,quantile,0.01,842,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.025,900,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.05,973,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.1,1082,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.15,1186,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.2,1270,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.25,1353,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.3,1438,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.35,1515,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.4,1586,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.45,1673,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.5,1758,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.55,1848,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.6,1947,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.65,2067,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.7,2181,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.75,2341,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.8,2501,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.85,2725,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.9,2975,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.95,3365,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.975,3693,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.99,3882,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,point,,1758,2023-10-28,2023-10-30,0 wk ahead inc case,forecast
BE,quantile,0.01,739,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.025,776,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.05,825,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.1,945,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.15,1035,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.2,1127,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.25,1200,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.3,1284,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.35,1385,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.4,1481,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.45,1576,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.5,1667,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.55,1751,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.6,1865,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.65,1995,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.7,2120,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.75,2286,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.8,2478,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.85,2728,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.9,3019,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.95,3470,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.975,3816,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.99,4073,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,point,,1667,2023-11-04,2023-10-30,1 wk ahead inc case,forecast
BE,quantile,0.01,596,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.025,628,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.05,695,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.1,807,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.15,908,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.2,993,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.25,1076,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.3,1159,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.35,1248,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.4,1347,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.45,1440,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.5,1541,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.55,1652,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.6,1769,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.65,1897,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.7,2035,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.75,2219,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.8,2448,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.85,2723,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.9,3045,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.95,3506,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.975,3804,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.99,4034,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,point,,1541,2023-11-11,2023-10-30,2 wk ahead inc case,forecast
BE,quantile,0.01,471,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.025,517,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.05,585,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.1,676,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.15,758,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.2,845,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.25,923,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.3,1008,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.35,1087,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.4,1182,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.45,1290,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.5,1389,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.55,1509,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.6,1649,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.65,1790,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.7,1975,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.75,2173,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.8,2402,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.85,2635,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.9,3000,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.95,3538,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.975,3919,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.99,4193,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,point,,1389,2023-11-18,2023-10-30,3 wk ahead inc case,forecast
BE,quantile,0.01,384,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.025,419,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.05,460,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.1,558,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.15,642,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.2,723,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.25,812,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.3,897,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.35,986,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.4,1081,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.45,1190,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.5,1312,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.55,1440,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.6,1560,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.65,1673,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.7,1845,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.75,2057,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.8,2256,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.85,2601,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.9,2982,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
BE,quantile,0.95,3590,2023-11-25,2023-10-30,4 wk ahead inc case,forecast
