location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,quantile,0.01,1139,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.025,1210,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.05,1328,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.1,1481,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.15,1606,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.2,1708,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.25,1788,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.3,1850,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.35,1928,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.4,1989,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.45,2050,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.5,2109,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.55,2175,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.6,2244,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.65,2307,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.7,2388,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.75,2486,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.8,2598,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.85,2715,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.9,2876,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.95,3097,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.975,3257,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.99,3346,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,point,,2109,2023-05-20,2023-05-22,0 wk ahead inc case,forecast
AT,quantile,0.01,794,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.025,840,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.05,944,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.1,1054,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.15,1141,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.2,1230,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.25,1305,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.3,1362,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.35,1423,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.4,1479,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.45,1522,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.5,1582,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.55,1648,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.6,1717,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.65,1784,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.7,1851,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.75,1936,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.8,2032,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.85,2129,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
AT,quantile,0.9,2272,2023-05-27,2023-05-22,1 wk ahead inc case,forecast
