location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,12140,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.01,8132,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.025,8332,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.05,8640,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.1,9200,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.15,9648,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.2,10054,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.25,10433,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.3,10773,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.35,11121,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.4,11442,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.45,11774,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.5,12140,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.55,12552,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.6,12899,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.65,13351,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.7,13800,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.75,14363,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.8,14904,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.85,15558,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.9,16584,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.95,17819,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.975,18648,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,quantile,0.99,19205,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
AT,point,,8849,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.01,3322,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.025,3494,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.05,3879,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.1,4411,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.15,4949,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.2,5456,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.25,5980,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.3,6511,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.35,7113,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.4,7743,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.45,8211,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.5,8849,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.55,9513,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.6,10218,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.65,11165,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.7,12095,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.75,13273,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.8,14603,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.85,16045,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.9,18103,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.95,21434,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.975,23825,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,quantile,0.99,25512,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
AT,point,,6117,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.01,1134,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.025,1268,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.05,1485,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.1,1860,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.15,2265,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.2,2738,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.25,3215,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.3,3680,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.35,4252,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.4,4819,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.45,5426,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.5,6117,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.55,6794,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.6,7765,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.65,8795,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.7,10199,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.75,11867,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.8,13832,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.85,16231,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.9,19512,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.95,25011,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.975,29766,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,quantile,0.99,32987,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
AT,point,,4211,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.01,369,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.025,428,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.05,549,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.1,765,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.15,1008,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.2,1329,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.25,1668,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.3,2070,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.35,2464,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.4,3000,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.45,3585,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.5,4211,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.55,4973,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.6,5833,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.65,6989,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.7,8485,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.75,10407,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.8,12906,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.85,16111,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.9,20650,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.95,28910,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.975,36686,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
AT,quantile,0.99,42181,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,point,,11003,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.01,2910,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.025,3228,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.05,3753,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.1,4589,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.15,5298,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.2,5948,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.25,6707,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.3,7460,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.35,8282,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.4,9141,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.45,9917,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.5,11003,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.55,11891,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.6,12962,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.65,14116,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.7,15469,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.75,17187,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.8,19400,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.85,21660,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.9,25370,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.95,30568,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.975,34464,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,quantile,0.99,36740,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BE,point,,10748,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.01,2149,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.025,2436,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.05,2855,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.1,3646,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.15,4460,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.2,5247,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.25,6055,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.3,6861,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.35,7776,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.4,8659,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.45,9691,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.5,10748,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.55,11750,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.6,13038,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.65,14337,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.7,16104,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.75,18083,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.8,20817,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.85,24659,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.9,28700,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.95,37055,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.975,42594,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,quantile,0.99,48239,2021-10-02,2021-09-20,2 wk ahead inc case,forecast
BE,point,,10301,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.01,1485,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.025,1764,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.05,2191,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.1,2919,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.15,3673,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.2,4507,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.25,5272,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.3,6013,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.35,6992,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.4,8002,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.45,9058,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.5,10301,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.55,11658,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.6,12938,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.65,14546,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.7,16694,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.75,19528,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.8,22472,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.85,26362,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.9,33164,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.95,41558,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.975,49837,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,quantile,0.99,57595,2021-10-09,2021-09-20,3 wk ahead inc case,forecast
BE,point,,10058,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.01,996,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.025,1166,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.05,1477,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.1,2252,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.15,3152,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.2,3891,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.25,4713,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.3,5678,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.35,6579,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.4,7602,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.45,8878,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.5,10058,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.55,11413,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.6,12761,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.65,14802,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.7,16916,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.75,19469,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.8,23069,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.85,27948,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.9,34092,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.95,44560,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.975,57446,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BE,quantile,0.99,65895,2021-10-16,2021-09-20,4 wk ahead inc case,forecast
BG,point,,12161,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.01,8820,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.025,8995,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.05,9322,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.1,9755,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.15,10118,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.2,10473,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.25,10811,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.3,11103,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.35,11387,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.4,11637,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.45,11906,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.5,12161,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.55,12491,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.6,12822,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.65,13195,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.7,13519,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.75,13878,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.8,14295,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.85,14855,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.9,15567,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.95,16528,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.975,17222,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
BG,quantile,0.99,17709,2021-09-25,2021-09-20,1 wk ahead inc case,forecast
