location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,quantile,0.01,0,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.025,0,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.05,0,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.1,0,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.15,0,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.2,0,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.25,1,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.3,1,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.35,1,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.4,2,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.45,2,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.5,2,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.55,3,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.6,3,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.65,3,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.7,4,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.75,5,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.8,6,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.85,7,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.9,9,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.95,11,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.975,13,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.99,15,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,point,,2,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
AT,quantile,0.01,0,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.025,0,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.05,0,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.1,0,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.15,0,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.2,1,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.25,1,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.3,1,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.35,1,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.4,2,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.45,2,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.5,2,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.55,3,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.6,3,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.65,4,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.7,5,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.75,5,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.8,7,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.85,8,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.9,10,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.95,14,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.975,17,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.99,19,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,point,,2,2024-07-13,2024-07-01,2 wk ahead inc case,forecast
AT,quantile,0.01,0,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.025,0,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.05,0,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.1,0,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.15,0,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.2,1,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.25,1,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.3,1,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.35,1,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.4,2,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.45,2,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.5,3,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.55,3,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.6,4,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.65,5,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.7,6,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.75,7,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.8,8,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.85,10,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.9,13,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.95,18,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.975,22,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.99,26,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,point,,3,2024-07-20,2024-07-01,3 wk ahead inc case,forecast
AT,quantile,0.01,0,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.025,0,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.05,0,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.1,0,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.15,0,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.2,1,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.25,1,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.3,1,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.35,1,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.4,2,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.45,2,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.5,3,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.55,3,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.6,4,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.65,5,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.7,6,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.75,8,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.8,10,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.85,13,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.9,18,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.95,25,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.975,33,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,quantile,0.99,38,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
AT,point,,3,2024-07-27,2024-07-01,4 wk ahead inc case,forecast
BG,quantile,0.01,2,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.025,3,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.05,4,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.1,5,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.15,7,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.2,9,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.25,10,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.3,12,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.35,14,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.4,16,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.45,19,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.5,21,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.55,24,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.6,27,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.65,31,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.7,36,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
BG,quantile,0.75,42,2024-07-06,2024-07-01,1 wk ahead inc case,forecast
