location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
BE,quantile,0.01,1857,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.025,2034,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.05,2316,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.1,2730,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.15,3102,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.2,3406,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.25,3704,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.3,3986,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.35,4210,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.4,4585,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.45,4842,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.5,5178,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.55,5499,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.6,5810,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.65,6245,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.7,6691,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.75,7214,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.8,7928,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.85,8603,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.9,9520,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.95,10763,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.975,11778,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.99,12815,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,point,,5178,2024-01-20,2024-01-15,1 wk ahead inc case,forecast
BE,quantile,0.01,1870,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.025,2020,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.05,2249,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.1,2670,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.15,2990,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.2,3457,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.25,3813,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.3,4157,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.35,4487,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.4,4835,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.45,5184,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.5,5572,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.55,5995,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.6,6437,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.65,6956,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.7,7502,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.75,8195,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
BE,quantile,0.8,8864,2024-01-27,2024-01-15,2 wk ahead inc case,forecast
