location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,12469,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.01,9873,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.025,10026,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.05,10262,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.1,10593,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.15,10881,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.2,11143,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.25,11410,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.3,11642,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.35,11875,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.4,12077,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.45,12281,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.5,12469,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.55,12687,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.6,12879,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.65,13151,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.7,13418,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.75,13719,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.8,14047,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.85,14446,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.9,14942,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.95,15616,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.975,16012,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,quantile,0.99,16329,2021-10-16,2021-10-11,1 wk ahead inc case,forecast
AT,point,,12437,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.01,7829,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.025,8124,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.05,8522,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.1,9138,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.15,9609,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.2,10083,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
AT,quantile,0.25,10507,2021-10-23,2021-10-11,2 wk ahead inc case,forecast
