location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,quantile,0.01,612,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.025,651,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.05,700,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.1,779,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.15,837,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.2,888,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.25,929,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.3,962,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.35,994,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.4,1028,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.45,1071,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.5,1104,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.55,1143,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.6,1182,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.65,1222,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.7,1268,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.75,1319,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.8,1394,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.85,1470,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.9,1571,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.95,1718,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.975,1816,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.99,1880,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,point,,1104,2023-06-10,2023-06-12,0 wk ahead inc case,forecast
AT,quantile,0.01,436,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.025,473,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.05,508,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.1,581,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.15,624,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.2,668,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.25,705,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.3,742,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.35,778,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.4,811,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.45,839,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.5,874,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.55,909,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.6,943,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.65,979,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.7,1021,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.75,1064,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.8,1126,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.85,1195,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.9,1277,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.95,1407,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.975,1516,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,quantile,0.99,1603,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
AT,point,,874,2023-06-17,2023-06-12,1 wk ahead inc case,forecast
