location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,11534,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.01,9627,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.025,9738,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.05,9924,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.1,10196,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.15,10423,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.2,10630,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.25,10838,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.3,10979,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.35,11112,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.4,11262,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.45,11397,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.5,11534,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.55,11672,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.6,11803,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.65,11935,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.7,12069,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.75,12226,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.8,12421,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.85,12652,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.9,12892,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.95,13201,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.975,13411,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,quantile,0.99,13580,2021-05-08,2021-05-03,1 wk ahead inc case,forecast
AT,point,,9740,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.01,6622,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.025,6833,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.05,7209,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.1,7720,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.15,8030,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.2,8376,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.25,8636,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.3,8889,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.35,9096,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.4,9322,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
AT,quantile,0.45,9527,2021-05-15,2021-05-03,2 wk ahead inc case,forecast
