location,type,quantile,value,target_end_date,forecast_date,target,scenario_id
AT,point,,8769,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.01,3334,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.025,3568,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.05,3923,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.1,4554,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.15,5062,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.2,5529,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.25,6039,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.3,6526,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.35,7007,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.4,7535,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.45,8189,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.5,8769,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.55,9374,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.6,9874,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.65,10568,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.7,11349,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.75,12087,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.8,13150,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.85,14572,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.9,16248,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.95,18277,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.975,20068,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,quantile,0.99,21587,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
AT,point,,6211,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.01,1850,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.025,2074,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.05,2358,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.1,2809,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.15,3267,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.2,3685,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.25,4089,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.3,4524,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.35,4879,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.4,5334,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.45,5725,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.5,6211,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.55,6758,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.6,7367,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.65,8006,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.7,8661,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.75,9496,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.8,10467,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.85,11835,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.9,13967,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.95,17184,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.975,19670,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,quantile,0.99,21872,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
AT,point,,4464,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.01,953,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.025,1108,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.05,1328,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.1,1692,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.15,2056,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.2,2325,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.25,2684,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.3,3089,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.35,3360,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.4,3721,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.45,4097,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.5,4464,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.55,4892,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.6,5411,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.65,6009,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.7,6736,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.75,7728,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.8,8692,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.85,9954,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.9,12368,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.95,16108,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.975,19087,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,quantile,0.99,21837,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
AT,point,,3293,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.01,457,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.025,550,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.05,697,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.1,1003,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.15,1255,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.2,1518,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.25,1784,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.3,2052,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.35,2317,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.4,2641,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.45,2945,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.5,3293,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.55,3689,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.6,4165,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.65,4624,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.7,5180,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.75,5904,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.8,6843,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.85,7969,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.9,10176,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.95,14672,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.975,19322,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
AT,quantile,0.99,24597,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,point,,3080,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.01,369,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.025,418,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.05,524,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.1,743,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.15,937,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.2,1175,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.25,1404,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.3,1649,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.35,1965,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.4,2287,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.45,2635,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.5,3080,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.55,3554,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.6,4126,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.65,4684,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.7,5543,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.75,6462,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.8,7746,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.85,9414,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.9,11659,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.95,15405,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.975,18397,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,quantile,0.99,20753,2022-06-11,2022-06-06,1 wk ahead inc case,forecast
BE,point,,2116,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.01,138,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.025,170,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.05,220,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.1,340,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.15,473,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.2,628,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.25,794,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.3,997,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.35,1200,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.4,1448,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.45,1730,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.5,2116,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.55,2531,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.6,2973,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.65,3481,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.7,4143,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.75,5017,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.8,6193,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.85,8121,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.9,10874,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.95,15359,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.975,19401,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,quantile,0.99,23559,2022-06-18,2022-06-06,2 wk ahead inc case,forecast
BE,point,,1405,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.01,41,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.025,54,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.05,78,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.1,149,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.15,240,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.2,349,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.25,460,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.3,593,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.35,743,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.4,926,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.45,1137,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.5,1405,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.55,1695,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.6,2049,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.65,2493,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.7,3054,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.75,3784,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.8,4853,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.85,6610,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.9,9369,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.95,16288,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.975,21988,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,quantile,0.99,29352,2022-06-25,2022-06-06,3 wk ahead inc case,forecast
BE,point,,916,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.01,8,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.025,13,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.05,25,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.1,57,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.15,106,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.2,166,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.25,238,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.3,328,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.35,419,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.4,581,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.45,758,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.5,916,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.55,1195,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.6,1572,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.65,1973,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.7,2533,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.75,3355,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
BE,quantile,0.8,4568,2022-07-02,2022-06-06,4 wk ahead inc case,forecast
