model,target_variable,location,weight
CovidMetrics-epiBATS,inc case,DE,0.0486554084880637
epiforecasts-EpiExpert,inc case,DE,0.0805855203083555
epiforecasts-EpiExpert,inc death,DE,0.09820102250479716
epiforecasts-EpiExpert,inc case,GB,0.1352187826604621
epiforecasts-EpiExpert,inc death,GB,0.1560356455404718
epiforecasts-EpiExpert,inc case,NL,0.06088585973376744
epiforecasts-EpiExpert,inc death,NL,0.15020786046596338
epiforecasts-EpiExpert,inc case,Overall,0.1258200782086671
epiforecasts-EpiExpert,inc death,Overall,0.10416297325751948
epiforecasts-EpiExpert,inc case,PL,0.07653614217566597
epiforecasts-EpiExpert,inc death,PL,0.08394096937707383
epiforecasts-EpiNow2,inc case,AT,0.1291920682047173
epiforecasts-EpiNow2,inc death,AT,0.13523195138723043
epiforecasts-EpiNow2,inc case,BE,0.14271258101968595
epiforecasts-EpiNow2,inc death,BE,0.10032363278244091
epiforecasts-EpiNow2,inc case,BG,0.1780151674560158
epiforecasts-EpiNow2,inc death,BG,0.09986944263191379
epiforecasts-EpiNow2,inc case,CH,0.08861613638778128
epiforecasts-EpiNow2,inc death,CH,0.08202146407575632
epiforecasts-EpiNow2,inc case,CY,0.12126536856740924
epiforecasts-EpiNow2,inc case,CZ,0.1454792158274718
epiforecasts-EpiNow2,inc death,CZ,0.15382012118872004
epiforecasts-EpiNow2,inc case,DE,0.05068769827749142
epiforecasts-EpiNow2,inc death,DE,0.040886671080064246
epiforecasts-EpiNow2,inc case,DK,0.09845096230670744
epiforecasts-EpiNow2,inc death,DK,0.09820878305285276
epiforecasts-EpiNow2,inc case,EE,0.19446090006241093
epiforecasts-EpiNow2,inc death,EE,0.14111210757185333
epiforecasts-EpiNow2,inc case,ES,0.12495121189500619
epiforecasts-EpiNow2,inc death,ES,0.11382474546049298
epiforecasts-EpiNow2,inc case,FI,0.11229688779046533
epiforecasts-EpiNow2,inc death,FI,0.12471933764259596
epiforecasts-EpiNow2,inc case,FR,0.1474391626059533
epiforecasts-EpiNow2,inc death,FR,0.08268355607569668
epiforecasts-EpiNow2,inc case,GB,0.13444166321988474
epiforecasts-EpiNow2,inc death,GB,0.09178567384733635
epiforecasts-EpiNow2,inc case,GR,0.06999660400049888
epiforecasts-EpiNow2,inc death,GR,0.09567160231868682
epiforecasts-EpiNow2,inc case,HR,0.18299248070518698
epiforecasts-EpiNow2,inc death,HR,0.1847975302918888
epiforecasts-EpiNow2,inc case,HU,0.20435589142849825
epiforecasts-EpiNow2,inc death,HU,0.13433303213857659
epiforecasts-EpiNow2,inc case,IE,0.08824155821228481
epiforecasts-EpiNow2,inc death,IE,0.0947778648344582
epiforecasts-EpiNow2,inc case,IS,0.11001534529418636
epiforecasts-EpiNow2,inc death,IS,0.06623276382223867
epiforecasts-EpiNow2,inc case,IT,0.15649725480981272
epiforecasts-EpiNow2,inc death,IT,0.15418062158888457
epiforecasts-EpiNow2,inc case,LI,0.08451979209285303
epiforecasts-EpiNow2,inc death,LI,0.10518565214479413
epiforecasts-EpiNow2,inc case,LT,0.1373785459067428
epiforecasts-EpiNow2,inc death,LT,0.10728613842801571
epiforecasts-EpiNow2,inc case,LU,0.060295064516398156
epiforecasts-EpiNow2,inc death,LU,0.119662773995415
epiforecasts-EpiNow2,inc case,LV,0.1748077224161467
epiforecasts-EpiNow2,inc death,LV,0.16181812869899667
epiforecasts-EpiNow2,inc case,MT,0.06943493312600399
epiforecasts-EpiNow2,inc death,MT,0.0852734631562508
epiforecasts-EpiNow2,inc case,NL,0.06405643848424607
epiforecasts-EpiNow2,inc death,NL,0.044689941956815554
epiforecasts-EpiNow2,inc case,NO,0.11088720307849312
epiforecasts-EpiNow2,inc death,NO,0.12347288225718166
epiforecasts-EpiNow2,inc case,Overall,0.10387794536433004
epiforecasts-EpiNow2,inc death,Overall,0.08753761270501637
epiforecasts-EpiNow2,inc case,PL,0.11887528465582159
epiforecasts-EpiNow2,inc death,PL,0.06730402049152767
epiforecasts-EpiNow2,inc case,PT,0.1291704140302279
epiforecasts-EpiNow2,inc death,PT,0.13958730578661874
epiforecasts-EpiNow2,inc case,RO,0.18302848676527822
epiforecasts-EpiNow2,inc death,RO,0.11809897446653626
epiforecasts-EpiNow2,inc case,SE,0.13564520392245977
epiforecasts-EpiNow2,inc death,SE,0.09065121185946597
epiforecasts-EpiNow2,inc case,SI,0.044655770382155784
epiforecasts-EpiNow2,inc death,SI,0.10922043068692192
epiforecasts-EpiNow2,inc case,SK,0.18488476186828795
epiforecasts-EpiNow2,inc death,SK,0.13504743839350605
FIAS_FZJ-Epi1Ger,inc case,DE,0.05093800789861484
FIAS_FZJ-Epi1Ger,inc death,DE,0.03582578019718984
HZI-AgeExtendedSEIR,inc case,DE,0.05730525888594169
HZI-AgeExtendedSEIR,inc death,DE,0.08427980475507496
IEM_Health-CovidProject,inc case,AT,0.11333821127097912
IEM_Health-CovidProject,inc death,AT,0.09176453844133493
IEM_Health-CovidProject,inc case,BE,0.13691125658799141
IEM_Health-CovidProject,inc death,BE,0.10652545735444635
IEM_Health-CovidProject,inc case,BG,0.098244219775254
IEM_Health-CovidProject,inc death,BG,0.07752422487408835
IEM_Health-CovidProject,inc case,CH,0.13864733005671612
IEM_Health-CovidProject,inc death,CH,0.10982535020313136
IEM_Health-CovidProject,inc case,CY,0.12083837783301696
IEM_Health-CovidProject,inc death,CY,0.13596483275523472
IEM_Health-CovidProject,inc case,CZ,0.07850555244348326
IEM_Health-CovidProject,inc death,CZ,0.07691006059436002
IEM_Health-CovidProject,inc case,DE,0.04688612090667957
IEM_Health-CovidProject,inc death,DE,0.05080145275074957
IEM_Health-CovidProject,inc case,DK,0.13808706401460266
IEM_Health-CovidProject,inc death,DK,0.1277250839703768
IEM_Health-CovidProject,inc case,EE,0.11331548744377526
IEM_Health-CovidProject,inc death,EE,0.09992042299163027
IEM_Health-CovidProject,inc case,ES,0.15366474796178792
IEM_Health-CovidProject,inc death,ES,0.11887499013962749
IEM_Health-CovidProject,inc case,FI,0.15783951450548736
IEM_Health-CovidProject,inc death,FI,0.12013924897210516
IEM_Health-CovidProject,inc case,FR,0.13088012058541426
IEM_Health-CovidProject,inc death,FR,0.11464196758833536
IEM_Health-CovidProject,inc case,GB,0.14092077951963822
IEM_Health-CovidProject,inc death,GB,0.11066357839749773
IEM_Health-CovidProject,inc case,GR,0.1467919951445341
IEM_Health-CovidProject,inc death,GR,0.12743756402606332
IEM_Health-CovidProject,inc case,HR,0.08469073487182208
IEM_Health-CovidProject,inc death,HR,0.08172735846711701
IEM_Health-CovidProject,inc case,HU,0.06932783693432286
IEM_Health-CovidProject,inc death,HU,0.0778676220193105
IEM_Health-CovidProject,inc case,IE,0.16926633471204075
IEM_Health-CovidProject,inc death,IE,0.10276680363276501
IEM_Health-CovidProject,inc case,IT,0.09050878100751841
IEM_Health-CovidProject,inc death,IT,0.06908389869412927
IEM_Health-CovidProject,inc case,LI,0.16058760497642074
IEM_Health-CovidProject,inc death,LI,0.03924520287303238
IEM_Health-CovidProject,inc case,LT,0.12129520394692901
IEM_Health-CovidProject,inc death,LT,0.1497326791767945
IEM_Health-CovidProject,inc case,LU,0.11164078662331593
IEM_Health-CovidProject,inc death,LU,0.1011820366988258
IEM_Health-CovidProject,inc case,LV,0.14011305995187331
IEM_Health-CovidProject,inc death,LV,0.09969484710650832
IEM_Health-CovidProject,inc case,MT,0.11715767287768608
IEM_Health-CovidProject,inc death,MT,0.10926741331560073
IEM_Health-CovidProject,inc case,NL,0.1356559715937398
IEM_Health-CovidProject,inc death,NL,0.11505282929307833
IEM_Health-CovidProject,inc case,NO,0.14138118392507873
IEM_Health-CovidProject,inc death,NO,0.12488885567756218
IEM_Health-CovidProject,inc case,Overall,0.1059835793919854
IEM_Health-CovidProject,inc death,Overall,0.07789578869692762
IEM_Health-CovidProject,inc case,PL,0.03792175370242273
IEM_Health-CovidProject,inc death,PL,0.036442664753949125
IEM_Health-CovidProject,inc case,PT,0.17386747793275117
IEM_Health-CovidProject,inc death,PT,0.15039406494429244
IEM_Health-CovidProject,inc case,RO,0.09202836834546294
IEM_Health-CovidProject,inc death,RO,0.10952727470686832
IEM_Health-CovidProject,inc case,SE,0.12718770919348146
IEM_Health-CovidProject,inc death,SE,0.08562466282710551
IEM_Health-CovidProject,inc case,SI,0.13386273088796113
IEM_Health-CovidProject,inc death,SI,0.10982054294344346
IEM_Health-CovidProject,inc case,SK,0.10284980130421316
IEM_Health-CovidProject,inc death,SK,0.10265166559968814
ILM-EKF,inc case,AT,0.12655549538421285
ILM-EKF,inc death,AT,0.09853183478656614
ILM-EKF,inc case,BE,0.14062701094215402
ILM-EKF,inc death,BE,0.10462321704454552
ILM-EKF,inc case,BG,0.13017359120221156
ILM-EKF,inc death,BG,0.1162863373111325
ILM-EKF,inc case,CH,0.15807771597915377
ILM-EKF,inc death,CH,0.10859825131818017
ILM-EKF,inc case,CY,0.07097848873749082
ILM-EKF,inc death,CY,0.11900087783046613
ILM-EKF,inc case,CZ,0.14226420553294206
ILM-EKF,inc death,CZ,0.11902747472936671
