"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",NA,14415,"point","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.01,14301,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.025,14313,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.05,14324,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.1,14339,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.15,14349,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.2,14359,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.25,14367,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.3,14376,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.35,14385,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.4,14394,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.45,14404,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.5,14415,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.55,14427,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.6,14442,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.65,14460,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.7,14484,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.75,14520,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.8,14585,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.85,14703,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.9,14994,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.95,16312,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.975,18638,"quantile","forecast"
2023-05-28,"1 wk ahead inc case","2023-06-03","IT",0.99,24564,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",NA,155,"point","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.01,146,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.025,147,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.05,148,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.1,149,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.15,150,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.2,151,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.25,152,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.3,152,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.35,153,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.4,154,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.45,154,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.5,155,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.55,156,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.6,157,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.65,158,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.7,159,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.75,160,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.8,162,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.85,165,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.9,169,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.95,178,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.975,194,"quantile","forecast"
2023-05-28,"1 wk ahead inc death","2023-06-03","IT",0.99,262,"quantile","forecast"
