forecast_date,target,target_end_date,location,quantile,value,type
2021-08-08,1 wk ahead inc case,2021-08-14,IT,NA,65250,point
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.01,35092,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.025,38720,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.05,41878,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.1,45690,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.15,48404,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.2,50764,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.25,52860,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.3,54884,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.35,56903,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.4,58862,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.45,60756,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.5,62815,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.55,64889,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.6,67090,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.65,69445,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.7,71962,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.75,74756,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.8,78230,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.85,82310,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.9,87738,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.95,97202,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.975,105801,quantile
2021-08-08,1 wk ahead inc case,2021-08-14,IT,0.99,117806,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,NA,181,point
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.01,109,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.025,118,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.05,126,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.1,136,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.15,142,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.2,148,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.25,153,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.3,158,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.35,162,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.4,166,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.45,170,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.5,174,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.55,178,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.6,182,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.65,186,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.7,191,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.75,196,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.8,202,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.85,210,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.9,221,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.95,240,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.975,263,quantile
2021-08-08,1 wk ahead inc death,2021-08-14,IT,0.99,326,quantile
