forecast_date,target,target_end_date,location,quantile,value,type
2022-01-02,1 wk ahead inc case,2022-01-08,IT,NA,1033941,point
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.01,618063,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.025,668879,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.05,712034,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.1,768294,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.15,807723,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.2,841558,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.25,870211,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.3,897745,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.35,924282,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.4,950506,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.45,976565,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.5,1002116,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.55,1028703,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.6,1056010,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.65,1085352,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.7,1116991,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.75,1152265,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.8,1194249,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.85,1242762,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.9,1303497,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.95,1405947,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.975,1496032,quantile
2022-01-02,1 wk ahead inc case,2022-01-08,IT,0.99,1606315,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,NA,1185,point
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.01,946,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.025,974,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.05,999,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.1,1028,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.15,1049,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.2,1067,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.25,1081,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.3,1096,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.35,1109,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.4,1122,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.45,1135,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.5,1148,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.55,1161,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.6,1175,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.65,1189,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.7,1204,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.75,1222,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.8,1243,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.85,1268,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.9,1306,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.95,1387,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.975,1566,quantile
2022-01-02,1 wk ahead inc death,2022-01-08,IT,0.99,2057,quantile
