forecast_date,target,target_end_date,location,quantile,value,type
2022-05-22,1 wk ahead inc case,2022-05-28,IT,NA,171268,point
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.01,129263,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.025,135206,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.05,141105,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.1,147433,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.15,151656,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.2,155066,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.25,157992,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.3,160706,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.35,163223,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.4,165751,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.45,168154,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.5,170396,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.55,172752,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.6,175235,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.65,177749,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.7,180448,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.75,183322,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.8,186865,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.85,190799,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.9,196158,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.95,204660,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.975,212276,quantile
2022-05-22,1 wk ahead inc case,2022-05-28,IT,0.99,222001,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,NA,609,point
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.01,514,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.025,519,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.05,524,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.1,530,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.15,535,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.2,539,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.25,542,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.3,545,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.35,548,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.4,551,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.45,553,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.5,556,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.55,559,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.6,562,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.65,565,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.7,569,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.75,574,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.8,580,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.85,589,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.9,607,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.95,661,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.975,732,quantile
2022-05-22,1 wk ahead inc death,2022-05-28,IT,0.99,850,quantile
