"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",NA,102224,"point","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.01,72861,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.025,76833,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.05,80311,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.1,84473,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.15,87521,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.2,89892,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.25,91985,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.3,93912,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.35,95675,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.4,97327,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.45,99051,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.5,100862,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.55,102633,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.6,104482,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.65,106471,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.7,108644,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.75,111066,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.8,113722,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.85,117139,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.9,121527,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.95,128466,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.975,135361,"quantile","forecast"
2022-09-11,"1 wk ahead inc case","2022-09-17","IT",0.99,144186,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",NA,293,"point","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.01,151,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.025,165,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.05,178,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.1,194,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.15,206,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.2,215,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.25,224,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.3,232,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.35,240,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.4,247,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.45,255,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.5,263,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.55,271,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.6,280,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.65,289,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.7,299,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.75,311,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.8,325,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.85,345,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.9,377,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.95,492,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.975,678,"quantile","forecast"
2022-09-11,"1 wk ahead inc death","2022-09-17","IT",0.99,984,"quantile","forecast"
