"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",NA,7030,"point","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.01,7010,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.025,7012,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.05,7013,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.1,7015,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.15,7017,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.2,7018,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.25,7020,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.3,7022,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.35,7023,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.4,7025,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.45,7027,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.5,7030,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.55,7033,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.6,7037,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.65,7043,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.7,7051,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.75,7066,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.8,7095,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.85,7154,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.9,7307,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.95,8020,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.975,9121,"quantile","forecast"
2023-06-18,"1 wk ahead inc case","2023-06-24","IT",0.99,10527,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",NA,73,"point","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.01,71,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.025,71,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.05,71,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.1,71,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.15,71,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.2,71,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.25,72,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.3,72,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.35,72,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.4,72,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.45,73,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.5,73,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.55,73,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.6,74,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.65,74,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.7,75,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.75,76,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.8,77,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.85,78,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.9,80,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.95,85,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.975,93,"quantile","forecast"
2023-06-18,"1 wk ahead inc death","2023-06-24","IT",0.99,118,"quantile","forecast"
