forecast_date,target,target_end_date,location,quantile,value,type
2022-07-03,1 wk ahead inc case,2022-07-09,IT,NA,620309,point
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.01,426836,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.025,460653,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.05,486414,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.1,515679,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.15,535189,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.2,551258,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.25,565134,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.3,576909,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.35,587952,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.4,598682,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.45,609129,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.5,619530,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.55,629735,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.6,640774,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.65,652341,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.7,664155,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.75,677452,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.8,692922,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.85,710530,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.9,733163,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.95,768715,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.975,801823,quantile
2022-07-03,1 wk ahead inc case,2022-07-09,IT,0.99,843144,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,NA,503,point
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.01,334,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.025,336,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.05,339,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.1,342,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.15,345,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.2,347,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.25,349,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.3,351,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.35,353,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.4,355,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.45,358,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.5,360,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.55,363,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.6,366,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.65,371,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.7,375,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.75,382,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.8,391,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.85,408,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.9,441,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.95,515,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.975,613,quantile
2022-07-03,1 wk ahead inc death,2022-07-09,IT,0.99,778,quantile
