forecast_date,target,target_end_date,location,quantile,value,type
2021-10-24,1 wk ahead inc case,2021-10-30,IT,NA,32530,point
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.01,24676,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.025,25701,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.05,26552,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.1,27606,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.15,28302,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.2,28889,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.25,29426,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.3,29920,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.35,30415,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.4,30896,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.45,31370,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.5,31850,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.55,32351,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.6,32904,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.65,33513,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.7,34163,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.75,34924,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.8,35856,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.85,36897,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.9,38338,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.95,40688,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.975,42948,quantile
2021-10-24,1 wk ahead inc case,2021-10-30,IT,0.99,46130,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,NA,278,point
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.01,171,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.025,186,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.05,199,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.1,214,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.15,226,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.2,234,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.25,242,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.3,250,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.35,256,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.4,262,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.45,269,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.5,276,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.55,282,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.6,288,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.65,295,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.7,302,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.75,312,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.8,322,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.85,333,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.9,350,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.95,376,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.975,402,quantile
2021-10-24,1 wk ahead inc death,2021-10-30,IT,0.99,438,quantile
