"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",NA,97181,"point","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.01,74693,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.025,77902,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.05,80612,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.1,83754,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.15,85977,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.2,87707,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.25,89297,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.3,90781,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.35,92121,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.4,93389,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.45,94651,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.5,95989,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.55,97307,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.6,98721,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.65,100157,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.7,101671,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.75,103419,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.8,105482,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.85,107897,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.9,111167,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.95,116419,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.975,121633,"quantile","forecast"
2022-06-05,"1 wk ahead inc case","2022-06-11","IT",0.99,128272,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",NA,474,"point","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.01,385,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.025,390,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.05,395,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.1,400,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.15,405,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.2,408,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.25,411,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.3,414,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.35,417,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.4,420,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.45,423,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.5,426,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.55,429,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.6,433,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.65,437,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.7,443,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.75,451,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.8,461,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.85,476,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.9,500,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.95,546,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.975,603,"quantile","forecast"
2022-06-05,"1 wk ahead inc death","2022-06-11","IT",0.99,717,"quantile","forecast"
