"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",NA,423113,"point","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.01,325213,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.025,338714,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.05,351390,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.1,365799,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.15,375781,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.2,383865,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.25,390766,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.3,397141,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.35,403042,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.4,408789,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.45,414574,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.5,420222,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.55,426118,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.6,432441,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.65,438671,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.7,445219,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.75,452922,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.8,461521,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.85,472031,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.9,486117,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.95,508751,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.975,529115,"quantile","forecast"
2022-04-17,"1 wk ahead inc case","2022-04-23","IT",0.99,554653,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",NA,887,"point","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.01,731,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.025,753,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.05,771,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.1,791,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.15,804,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.2,815,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.25,823,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.3,832,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.35,840,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.4,849,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.45,857,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.5,865,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.55,874,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.6,883,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.65,894,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.7,905,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.75,918,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.8,933,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.85,952,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.9,978,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.95,1022,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.975,1063,"quantile","forecast"
2022-04-17,"1 wk ahead inc death","2022-04-23","IT",0.99,1118,"quantile","forecast"
