"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",NA,18257,"point","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.01,18188,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.025,18193,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.05,18198,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.1,18204,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.15,18210,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.2,18215,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.25,18220,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.3,18226,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.35,18232,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.4,18239,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.45,18247,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.5,18257,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.55,18269,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.6,18284,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.65,18307,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.7,18341,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.75,18404,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.8,18532,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.85,18784,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.9,19453,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.95,22575,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.975,27322,"quantile","forecast"
2023-05-14,"1 wk ahead inc case","2023-05-20","IT",0.99,32674,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",NA,161,"point","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.01,146,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.025,148,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.05,149,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.1,151,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.15,153,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.2,154,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.25,155,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.3,156,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.35,157,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.4,158,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.45,160,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.5,161,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.55,163,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.6,164,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.65,166,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.7,168,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.75,170,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.8,174,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.85,178,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.9,185,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.95,201,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.975,228,"quantile","forecast"
2023-05-14,"1 wk ahead inc death","2023-05-20","IT",0.99,347,"quantile","forecast"
