forecast_date,target,target_end_date,location,quantile,value,type
2021-06-27,1 wk ahead inc case,2021-07-03,IT,NA,4099,point
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.01,2259,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.025,2472,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.05,2664,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.1,2904,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.15,3082,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.2,3226,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.25,3359,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.3,3482,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.35,3593,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.4,3708,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.45,3820,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.5,3940,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.55,4068,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.6,4202,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.65,4355,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.7,4515,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.75,4696,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.8,4896,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.85,5150,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.9,5495,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.95,6060,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.975,6541,quantile
2021-06-27,1 wk ahead inc case,2021-07-03,IT,0.99,7199,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,NA,134,point
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.01,73,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.025,80,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.05,87,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.1,96,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.15,102,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.2,106,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.25,110,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.3,114,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.35,118,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.4,122,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.45,125,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.5,129,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.55,132,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.6,136,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.65,140,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.7,145,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.75,149,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.8,155,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.85,162,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.9,172,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.95,189,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.975,209,quantile
2021-06-27,1 wk ahead inc death,2021-07-03,IT,0.99,244,quantile
