location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-06-12,1 wk ahead inc case,forecast,23871,2021-06-07
GB,quantile,0.025,2021-06-12,1 wk ahead inc case,forecast,26187,2021-06-07
GB,quantile,0.05,2021-06-12,1 wk ahead inc case,forecast,28418,2021-06-07
GB,quantile,0.1,2021-06-12,1 wk ahead inc case,forecast,31247,2021-06-07
GB,quantile,0.15,2021-06-12,1 wk ahead inc case,forecast,33367,2021-06-07
GB,quantile,0.2,2021-06-12,1 wk ahead inc case,forecast,35170,2021-06-07
GB,quantile,0.25,2021-06-12,1 wk ahead inc case,forecast,36779,2021-06-07
GB,quantile,0.3,2021-06-12,1 wk ahead inc case,forecast,38341,2021-06-07
GB,quantile,0.35,2021-06-12,1 wk ahead inc case,forecast,39836,2021-06-07
GB,quantile,0.4,2021-06-12,1 wk ahead inc case,forecast,41317,2021-06-07
GB,quantile,0.45,2021-06-12,1 wk ahead inc case,forecast,42764,2021-06-07
GB,quantile,0.5,2021-06-12,1 wk ahead inc case,forecast,44229,2021-06-07
GB,quantile,0.55,2021-06-12,1 wk ahead inc case,forecast,45768,2021-06-07
GB,quantile,0.6,2021-06-12,1 wk ahead inc case,forecast,47409,2021-06-07
GB,quantile,0.65,2021-06-12,1 wk ahead inc case,forecast,49186,2021-06-07
GB,quantile,0.7,2021-06-12,1 wk ahead inc case,forecast,51150,2021-06-07
GB,quantile,0.75,2021-06-12,1 wk ahead inc case,forecast,53317,2021-06-07
GB,quantile,0.8,2021-06-12,1 wk ahead inc case,forecast,55845,2021-06-07
GB,quantile,0.85,2021-06-12,1 wk ahead inc case,forecast,59024,2021-06-07
GB,quantile,0.9,2021-06-12,1 wk ahead inc case,forecast,63255,2021-06-07
GB,quantile,0.95,2021-06-12,1 wk ahead inc case,forecast,70104,2021-06-07
GB,quantile,0.975,2021-06-12,1 wk ahead inc case,forecast,76798,2021-06-07
GB,quantile,0.99,2021-06-12,1 wk ahead inc case,forecast,85435,2021-06-07
GB,quantile,0.01,2021-06-19,2 wk ahead inc case,forecast,29512,2021-06-07
GB,quantile,0.025,2021-06-19,2 wk ahead inc case,forecast,32964,2021-06-07
GB,quantile,0.05,2021-06-19,2 wk ahead inc case,forecast,36393,2021-06-07
GB,quantile,0.1,2021-06-19,2 wk ahead inc case,forecast,40781,2021-06-07
GB,quantile,0.15,2021-06-19,2 wk ahead inc case,forecast,43943,2021-06-07
GB,quantile,0.2,2021-06-19,2 wk ahead inc case,forecast,46677,2021-06-07
GB,quantile,0.25,2021-06-19,2 wk ahead inc case,forecast,49216,2021-06-07
GB,quantile,0.3,2021-06-19,2 wk ahead inc case,forecast,51613,2021-06-07
GB,quantile,0.35,2021-06-19,2 wk ahead inc case,forecast,53941,2021-06-07
GB,quantile,0.4,2021-06-19,2 wk ahead inc case,forecast,56198,2021-06-07
GB,quantile,0.45,2021-06-19,2 wk ahead inc case,forecast,58489,2021-06-07
GB,quantile,0.5,2021-06-19,2 wk ahead inc case,forecast,60862,2021-06-07
GB,quantile,0.55,2021-06-19,2 wk ahead inc case,forecast,63361,2021-06-07
GB,quantile,0.6,2021-06-19,2 wk ahead inc case,forecast,65981,2021-06-07
GB,quantile,0.65,2021-06-19,2 wk ahead inc case,forecast,68812,2021-06-07
GB,quantile,0.7,2021-06-19,2 wk ahead inc case,forecast,71915,2021-06-07
GB,quantile,0.75,2021-06-19,2 wk ahead inc case,forecast,75464,2021-06-07
GB,quantile,0.8,2021-06-19,2 wk ahead inc case,forecast,79677,2021-06-07
GB,quantile,0.85,2021-06-19,2 wk ahead inc case,forecast,84858,2021-06-07
GB,quantile,0.9,2021-06-19,2 wk ahead inc case,forecast,91935,2021-06-07
GB,quantile,0.95,2021-06-19,2 wk ahead inc case,forecast,103512,2021-06-07
GB,quantile,0.975,2021-06-19,2 wk ahead inc case,forecast,114847,2021-06-07
GB,quantile,0.99,2021-06-19,2 wk ahead inc case,forecast,129371,2021-06-07
GB,quantile,0.01,2021-06-26,3 wk ahead inc case,forecast,34175,2021-06-07
GB,quantile,0.025,2021-06-26,3 wk ahead inc case,forecast,38853,2021-06-07
GB,quantile,0.05,2021-06-26,3 wk ahead inc case,forecast,43432,2021-06-07
GB,quantile,0.1,2021-06-26,3 wk ahead inc case,forecast,49384,2021-06-07
GB,quantile,0.15,2021-06-26,3 wk ahead inc case,forecast,53974,2021-06-07
GB,quantile,0.2,2021-06-26,3 wk ahead inc case,forecast,57916,2021-06-07
GB,quantile,0.25,2021-06-26,3 wk ahead inc case,forecast,61537,2021-06-07
GB,quantile,0.3,2021-06-26,3 wk ahead inc case,forecast,65008,2021-06-07
GB,quantile,0.35,2021-06-26,3 wk ahead inc case,forecast,68340,2021-06-07
GB,quantile,0.4,2021-06-26,3 wk ahead inc case,forecast,71605,2021-06-07
GB,quantile,0.45,2021-06-26,3 wk ahead inc case,forecast,75009,2021-06-07
GB,quantile,0.5,2021-06-26,3 wk ahead inc case,forecast,78527,2021-06-07
GB,quantile,0.55,2021-06-26,3 wk ahead inc case,forecast,82273,2021-06-07
GB,quantile,0.6,2021-06-26,3 wk ahead inc case,forecast,86179,2021-06-07
GB,quantile,0.65,2021-06-26,3 wk ahead inc case,forecast,90520,2021-06-07
GB,quantile,0.7,2021-06-26,3 wk ahead inc case,forecast,95208,2021-06-07
GB,quantile,0.75,2021-06-26,3 wk ahead inc case,forecast,100629,2021-06-07
GB,quantile,0.8,2021-06-26,3 wk ahead inc case,forecast,106966,2021-06-07
GB,quantile,0.85,2021-06-26,3 wk ahead inc case,forecast,115001,2021-06-07
GB,quantile,0.9,2021-06-26,3 wk ahead inc case,forecast,126082,2021-06-07
GB,quantile,0.95,2021-06-26,3 wk ahead inc case,forecast,144222,2021-06-07
GB,quantile,0.975,2021-06-26,3 wk ahead inc case,forecast,162047,2021-06-07
GB,quantile,0.99,2021-06-26,3 wk ahead inc case,forecast,186098,2021-06-07
GB,quantile,0.01,2021-07-03,4 wk ahead inc case,forecast,37125,2021-06-07
GB,quantile,0.025,2021-07-03,4 wk ahead inc case,forecast,42862,2021-06-07
GB,quantile,0.05,2021-07-03,4 wk ahead inc case,forecast,48574,2021-06-07
GB,quantile,0.1,2021-07-03,4 wk ahead inc case,forecast,56325,2021-06-07
GB,quantile,0.15,2021-07-03,4 wk ahead inc case,forecast,62290,2021-06-07
GB,quantile,0.2,2021-07-03,4 wk ahead inc case,forecast,67539,2021-06-07
GB,quantile,0.25,2021-07-03,4 wk ahead inc case,forecast,72362,2021-06-07
GB,quantile,0.3,2021-07-03,4 wk ahead inc case,forecast,77002,2021-06-07
GB,quantile,0.35,2021-07-03,4 wk ahead inc case,forecast,81647,2021-06-07
GB,quantile,0.4,2021-07-03,4 wk ahead inc case,forecast,86260,2021-06-07
GB,quantile,0.45,2021-07-03,4 wk ahead inc case,forecast,91016,2021-06-07
GB,quantile,0.5,2021-07-03,4 wk ahead inc case,forecast,95900,2021-06-07
GB,quantile,0.55,2021-07-03,4 wk ahead inc case,forecast,101017,2021-06-07
GB,quantile,0.6,2021-07-03,4 wk ahead inc case,forecast,106728,2021-06-07
GB,quantile,0.65,2021-07-03,4 wk ahead inc case,forecast,112928,2021-06-07
GB,quantile,0.7,2021-07-03,4 wk ahead inc case,forecast,119877,2021-06-07
GB,quantile,0.75,2021-07-03,4 wk ahead inc case,forecast,127858,2021-06-07
GB,quantile,0.8,2021-07-03,4 wk ahead inc case,forecast,137303,2021-06-07
GB,quantile,0.85,2021-07-03,4 wk ahead inc case,forecast,149310,2021-06-07
GB,quantile,0.9,2021-07-03,4 wk ahead inc case,forecast,166239,2021-06-07
GB,quantile,0.95,2021-07-03,4 wk ahead inc case,forecast,195447,2021-06-07
GB,quantile,0.975,2021-07-03,4 wk ahead inc case,forecast,224227,2021-06-07
GB,quantile,0.99,2021-07-03,4 wk ahead inc case,forecast,263265,2021-06-07
GB,quantile,0.01,2021-06-12,1 wk ahead inc death,forecast,37,2021-06-07
GB,quantile,0.025,2021-06-12,1 wk ahead inc death,forecast,42,2021-06-07
GB,quantile,0.05,2021-06-12,1 wk ahead inc death,forecast,46,2021-06-07
GB,quantile,0.1,2021-06-12,1 wk ahead inc death,forecast,51,2021-06-07
GB,quantile,0.15,2021-06-12,1 wk ahead inc death,forecast,55,2021-06-07
GB,quantile,0.2,2021-06-12,1 wk ahead inc death,forecast,58,2021-06-07
GB,quantile,0.25,2021-06-12,1 wk ahead inc death,forecast,61,2021-06-07
GB,quantile,0.3,2021-06-12,1 wk ahead inc death,forecast,64,2021-06-07
GB,quantile,0.35,2021-06-12,1 wk ahead inc death,forecast,67,2021-06-07
GB,quantile,0.4,2021-06-12,1 wk ahead inc death,forecast,70,2021-06-07
GB,quantile,0.45,2021-06-12,1 wk ahead inc death,forecast,73,2021-06-07
GB,quantile,0.5,2021-06-12,1 wk ahead inc death,forecast,76,2021-06-07
GB,quantile,0.55,2021-06-12,1 wk ahead inc death,forecast,79,2021-06-07
GB,quantile,0.6,2021-06-12,1 wk ahead inc death,forecast,82,2021-06-07
GB,quantile,0.65,2021-06-12,1 wk ahead inc death,forecast,85,2021-06-07
GB,quantile,0.7,2021-06-12,1 wk ahead inc death,forecast,89,2021-06-07
GB,quantile,0.75,2021-06-12,1 wk ahead inc death,forecast,94,2021-06-07
GB,quantile,0.8,2021-06-12,1 wk ahead inc death,forecast,99,2021-06-07
GB,quantile,0.85,2021-06-12,1 wk ahead inc death,forecast,105,2021-06-07
GB,quantile,0.9,2021-06-12,1 wk ahead inc death,forecast,114,2021-06-07
GB,quantile,0.95,2021-06-12,1 wk ahead inc death,forecast,130,2021-06-07
GB,quantile,0.975,2021-06-12,1 wk ahead inc death,forecast,145,2021-06-07
GB,quantile,0.99,2021-06-12,1 wk ahead inc death,forecast,165,2021-06-07
GB,quantile,0.01,2021-06-19,2 wk ahead inc death,forecast,41,2021-06-07
GB,quantile,0.025,2021-06-19,2 wk ahead inc death,forecast,47,2021-06-07
GB,quantile,0.05,2021-06-19,2 wk ahead inc death,forecast,53,2021-06-07
GB,quantile,0.1,2021-06-19,2 wk ahead inc death,forecast,60,2021-06-07
GB,quantile,0.15,2021-06-19,2 wk ahead inc death,forecast,66,2021-06-07
GB,quantile,0.2,2021-06-19,2 wk ahead inc death,forecast,70,2021-06-07
GB,quantile,0.25,2021-06-19,2 wk ahead inc death,forecast,75,2021-06-07
GB,quantile,0.3,2021-06-19,2 wk ahead inc death,forecast,79,2021-06-07
GB,quantile,0.35,2021-06-19,2 wk ahead inc death,forecast,83,2021-06-07
GB,quantile,0.4,2021-06-19,2 wk ahead inc death,forecast,87,2021-06-07
GB,quantile,0.45,2021-06-19,2 wk ahead inc death,forecast,91,2021-06-07
GB,quantile,0.5,2021-06-19,2 wk ahead inc death,forecast,96,2021-06-07
GB,quantile,0.55,2021-06-19,2 wk ahead inc death,forecast,100,2021-06-07
GB,quantile,0.6,2021-06-19,2 wk ahead inc death,forecast,105,2021-06-07
GB,quantile,0.65,2021-06-19,2 wk ahead inc death,forecast,111,2021-06-07
GB,quantile,0.7,2021-06-19,2 wk ahead inc death,forecast,117,2021-06-07
