location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-06-26,1 wk ahead inc case,forecast,52232,2021-06-21
GB,quantile,0.025,2021-06-26,1 wk ahead inc case,forecast,56641,2021-06-21
GB,quantile,0.05,2021-06-26,1 wk ahead inc case,forecast,60927,2021-06-21
GB,quantile,0.1,2021-06-26,1 wk ahead inc case,forecast,66482,2021-06-21
GB,quantile,0.15,2021-06-26,1 wk ahead inc case,forecast,68878,2021-06-21
GB,quantile,0.2,2021-06-26,1 wk ahead inc case,forecast,70507,2021-06-21
GB,quantile,0.25,2021-06-26,1 wk ahead inc case,forecast,72655,2021-06-21
GB,quantile,0.3,2021-06-26,1 wk ahead inc case,forecast,75100,2021-06-21
GB,quantile,0.35,2021-06-26,1 wk ahead inc case,forecast,75860,2021-06-21
GB,quantile,0.4,2021-06-26,1 wk ahead inc case,forecast,76877,2021-06-21
GB,quantile,0.45,2021-06-26,1 wk ahead inc case,forecast,78061,2021-06-21
GB,quantile,0.5,2021-06-26,1 wk ahead inc case,forecast,78553,2021-06-21
GB,quantile,0.55,2021-06-26,1 wk ahead inc case,forecast,79473,2021-06-21
GB,quantile,0.6,2021-06-26,1 wk ahead inc case,forecast,81813,2021-06-21
GB,quantile,0.65,2021-06-26,1 wk ahead inc case,forecast,84606,2021-06-21
GB,quantile,0.7,2021-06-26,1 wk ahead inc case,forecast,87651,2021-06-21
GB,quantile,0.75,2021-06-26,1 wk ahead inc case,forecast,90949,2021-06-21
GB,quantile,0.8,2021-06-26,1 wk ahead inc case,forecast,94508,2021-06-21
GB,quantile,0.85,2021-06-26,1 wk ahead inc case,forecast,97408,2021-06-21
GB,quantile,0.9,2021-06-26,1 wk ahead inc case,forecast,100193,2021-06-21
GB,quantile,0.95,2021-06-26,1 wk ahead inc case,forecast,104467,2021-06-21
GB,quantile,0.975,2021-06-26,1 wk ahead inc case,forecast,108322,2021-06-21
GB,quantile,0.99,2021-06-26,1 wk ahead inc case,forecast,112984,2021-06-21
GB,quantile,0.01,2021-07-03,2 wk ahead inc case,forecast,61298,2021-06-21
GB,quantile,0.025,2021-07-03,2 wk ahead inc case,forecast,65166,2021-06-21
GB,quantile,0.05,2021-07-03,2 wk ahead inc case,forecast,68687,2021-06-21
GB,quantile,0.1,2021-07-03,2 wk ahead inc case,forecast,72983,2021-06-21
GB,quantile,0.15,2021-07-03,2 wk ahead inc case,forecast,76680,2021-06-21
GB,quantile,0.2,2021-07-03,2 wk ahead inc case,forecast,80510,2021-06-21
GB,quantile,0.25,2021-07-03,2 wk ahead inc case,forecast,84610,2021-06-21
GB,quantile,0.3,2021-07-03,2 wk ahead inc case,forecast,87575,2021-06-21
GB,quantile,0.35,2021-07-03,2 wk ahead inc case,forecast,91781,2021-06-21
GB,quantile,0.4,2021-07-03,2 wk ahead inc case,forecast,95201,2021-06-21
GB,quantile,0.45,2021-07-03,2 wk ahead inc case,forecast,97267,2021-06-21
GB,quantile,0.5,2021-07-03,2 wk ahead inc case,forecast,99366,2021-06-21
GB,quantile,0.55,2021-07-03,2 wk ahead inc case,forecast,101405,2021-06-21
GB,quantile,0.6,2021-07-03,2 wk ahead inc case,forecast,102963,2021-06-21
GB,quantile,0.65,2021-07-03,2 wk ahead inc case,forecast,106398,2021-06-21
GB,quantile,0.7,2021-07-03,2 wk ahead inc case,forecast,109473,2021-06-21
GB,quantile,0.75,2021-07-03,2 wk ahead inc case,forecast,114728,2021-06-21
GB,quantile,0.8,2021-07-03,2 wk ahead inc case,forecast,119331,2021-06-21
GB,quantile,0.85,2021-07-03,2 wk ahead inc case,forecast,124235,2021-06-21
GB,quantile,0.9,2021-07-03,2 wk ahead inc case,forecast,132892,2021-06-21
GB,quantile,0.95,2021-07-03,2 wk ahead inc case,forecast,144067,2021-06-21
GB,quantile,0.975,2021-07-03,2 wk ahead inc case,forecast,150422,2021-06-21
GB,quantile,0.99,2021-07-03,2 wk ahead inc case,forecast,158165,2021-06-21
GB,quantile,0.01,2021-07-10,3 wk ahead inc case,forecast,66310,2021-06-21
GB,quantile,0.025,2021-07-10,3 wk ahead inc case,forecast,70908,2021-06-21
GB,quantile,0.05,2021-07-10,3 wk ahead inc case,forecast,75117,2021-06-21
GB,quantile,0.1,2021-07-10,3 wk ahead inc case,forecast,80281,2021-06-21
GB,quantile,0.15,2021-07-10,3 wk ahead inc case,forecast,84992,2021-06-21
GB,quantile,0.2,2021-07-10,3 wk ahead inc case,forecast,91486,2021-06-21
GB,quantile,0.25,2021-07-10,3 wk ahead inc case,forecast,96175,2021-06-21
GB,quantile,0.3,2021-07-10,3 wk ahead inc case,forecast,98700,2021-06-21
GB,quantile,0.35,2021-07-10,3 wk ahead inc case,forecast,103391,2021-06-21
GB,quantile,0.4,2021-07-10,3 wk ahead inc case,forecast,107682,2021-06-21
GB,quantile,0.45,2021-07-10,3 wk ahead inc case,forecast,111082,2021-06-21
GB,quantile,0.5,2021-07-10,3 wk ahead inc case,forecast,114435,2021-06-21
GB,quantile,0.55,2021-07-10,3 wk ahead inc case,forecast,116815,2021-06-21
GB,quantile,0.6,2021-07-10,3 wk ahead inc case,forecast,122163,2021-06-21
GB,quantile,0.65,2021-07-10,3 wk ahead inc case,forecast,127512,2021-06-21
GB,quantile,0.7,2021-07-10,3 wk ahead inc case,forecast,132405,2021-06-21
GB,quantile,0.75,2021-07-10,3 wk ahead inc case,forecast,138576,2021-06-21
GB,quantile,0.8,2021-07-10,3 wk ahead inc case,forecast,143627,2021-06-21
GB,quantile,0.85,2021-07-10,3 wk ahead inc case,forecast,149275,2021-06-21
GB,quantile,0.9,2021-07-10,3 wk ahead inc case,forecast,156698,2021-06-21
GB,quantile,0.95,2021-07-10,3 wk ahead inc case,forecast,168386,2021-06-21
GB,quantile,0.975,2021-07-10,3 wk ahead inc case,forecast,179226,2021-06-21
GB,quantile,0.99,2021-07-10,3 wk ahead inc case,forecast,195274,2021-06-21
GB,quantile,0.01,2021-07-17,4 wk ahead inc case,forecast,70681,2021-06-21
GB,quantile,0.025,2021-07-17,4 wk ahead inc case,forecast,76054,2021-06-21
GB,quantile,0.05,2021-07-17,4 wk ahead inc case,forecast,81002,2021-06-21
GB,quantile,0.1,2021-07-17,4 wk ahead inc case,forecast,87107,2021-06-21
GB,quantile,0.15,2021-07-17,4 wk ahead inc case,forecast,93367,2021-06-21
GB,quantile,0.2,2021-07-17,4 wk ahead inc case,forecast,96567,2021-06-21
GB,quantile,0.25,2021-07-17,4 wk ahead inc case,forecast,99027,2021-06-21
GB,quantile,0.3,2021-07-17,4 wk ahead inc case,forecast,106745,2021-06-21
GB,quantile,0.35,2021-07-17,4 wk ahead inc case,forecast,114275,2021-06-21
GB,quantile,0.4,2021-07-17,4 wk ahead inc case,forecast,118734,2021-06-21
GB,quantile,0.45,2021-07-17,4 wk ahead inc case,forecast,123737,2021-06-21
GB,quantile,0.5,2021-07-17,4 wk ahead inc case,forecast,128966,2021-06-21
GB,quantile,0.55,2021-07-17,4 wk ahead inc case,forecast,133206,2021-06-21
GB,quantile,0.6,2021-07-17,4 wk ahead inc case,forecast,137286,2021-06-21
GB,quantile,0.65,2021-07-17,4 wk ahead inc case,forecast,142219,2021-06-21
GB,quantile,0.7,2021-07-17,4 wk ahead inc case,forecast,144512,2021-06-21
GB,quantile,0.75,2021-07-17,4 wk ahead inc case,forecast,147028,2021-06-21
GB,quantile,0.8,2021-07-17,4 wk ahead inc case,forecast,155366,2021-06-21
GB,quantile,0.85,2021-07-17,4 wk ahead inc case,forecast,171261,2021-06-21
GB,quantile,0.9,2021-07-17,4 wk ahead inc case,forecast,179156,2021-06-21
GB,quantile,0.95,2021-07-17,4 wk ahead inc case,forecast,200421,2021-06-21
GB,quantile,0.975,2021-07-17,4 wk ahead inc case,forecast,221860,2021-06-21
GB,quantile,0.99,2021-07-17,4 wk ahead inc case,forecast,242252,2021-06-21
