location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-05-29,1 wk ahead inc case,forecast,7799,2021-05-24
GB,quantile,0.025,2021-05-29,1 wk ahead inc case,forecast,8380,2021-05-24
GB,quantile,0.05,2021-05-29,1 wk ahead inc case,forecast,8930,2021-05-24
GB,quantile,0.1,2021-05-29,1 wk ahead inc case,forecast,9641,2021-05-24
GB,quantile,0.15,2021-05-29,1 wk ahead inc case,forecast,10149,2021-05-24
GB,quantile,0.2,2021-05-29,1 wk ahead inc case,forecast,10561,2021-05-24
GB,quantile,0.25,2021-05-29,1 wk ahead inc case,forecast,10955,2021-05-24
GB,quantile,0.3,2021-05-29,1 wk ahead inc case,forecast,11307,2021-05-24
GB,quantile,0.35,2021-05-29,1 wk ahead inc case,forecast,11650,2021-05-24
GB,quantile,0.4,2021-05-29,1 wk ahead inc case,forecast,11974,2021-05-24
GB,quantile,0.45,2021-05-29,1 wk ahead inc case,forecast,12307,2021-05-24
GB,quantile,0.5,2021-05-29,1 wk ahead inc case,forecast,12635,2021-05-24
GB,quantile,0.55,2021-05-29,1 wk ahead inc case,forecast,12966,2021-05-24
GB,quantile,0.6,2021-05-29,1 wk ahead inc case,forecast,13316,2021-05-24
GB,quantile,0.65,2021-05-29,1 wk ahead inc case,forecast,13693,2021-05-24
GB,quantile,0.7,2021-05-29,1 wk ahead inc case,forecast,14108,2021-05-24
GB,quantile,0.75,2021-05-29,1 wk ahead inc case,forecast,14567,2021-05-24
GB,quantile,0.8,2021-05-29,1 wk ahead inc case,forecast,15092,2021-05-24
GB,quantile,0.85,2021-05-29,1 wk ahead inc case,forecast,15738,2021-05-24
GB,quantile,0.9,2021-05-29,1 wk ahead inc case,forecast,16556,2021-05-24
GB,quantile,0.95,2021-05-29,1 wk ahead inc case,forecast,18010,2021-05-24
GB,quantile,0.975,2021-05-29,1 wk ahead inc case,forecast,19224,2021-05-24
GB,quantile,0.99,2021-05-29,1 wk ahead inc case,forecast,20785,2021-05-24
GB,quantile,0.01,2021-06-05,2 wk ahead inc case,forecast,7343,2021-05-24
GB,quantile,0.025,2021-06-05,2 wk ahead inc case,forecast,8022,2021-05-24
GB,quantile,0.05,2021-06-05,2 wk ahead inc case,forecast,8691,2021-05-24
GB,quantile,0.1,2021-06-05,2 wk ahead inc case,forecast,9532,2021-05-24
GB,quantile,0.15,2021-06-05,2 wk ahead inc case,forecast,10156,2021-05-24
GB,quantile,0.2,2021-06-05,2 wk ahead inc case,forecast,10695,2021-05-24
GB,quantile,0.25,2021-06-05,2 wk ahead inc case,forecast,11160,2021-05-24
GB,quantile,0.3,2021-06-05,2 wk ahead inc case,forecast,11631,2021-05-24
GB,quantile,0.35,2021-06-05,2 wk ahead inc case,forecast,12059,2021-05-24
GB,quantile,0.4,2021-06-05,2 wk ahead inc case,forecast,12487,2021-05-24
GB,quantile,0.45,2021-06-05,2 wk ahead inc case,forecast,12930,2021-05-24
GB,quantile,0.5,2021-06-05,2 wk ahead inc case,forecast,13382,2021-05-24
GB,quantile,0.55,2021-06-05,2 wk ahead inc case,forecast,13857,2021-05-24
GB,quantile,0.6,2021-06-05,2 wk ahead inc case,forecast,14355,2021-05-24
GB,quantile,0.65,2021-06-05,2 wk ahead inc case,forecast,14865,2021-05-24
GB,quantile,0.7,2021-06-05,2 wk ahead inc case,forecast,15433,2021-05-24
GB,quantile,0.75,2021-06-05,2 wk ahead inc case,forecast,16096,2021-05-24
GB,quantile,0.8,2021-06-05,2 wk ahead inc case,forecast,16849,2021-05-24
GB,quantile,0.85,2021-06-05,2 wk ahead inc case,forecast,17772,2021-05-24
GB,quantile,0.9,2021-06-05,2 wk ahead inc case,forecast,19007,2021-05-24
GB,quantile,0.95,2021-06-05,2 wk ahead inc case,forecast,20961,2021-05-24
GB,quantile,0.975,2021-06-05,2 wk ahead inc case,forecast,22838,2021-05-24
GB,quantile,0.99,2021-06-05,2 wk ahead inc case,forecast,25509,2021-05-24
GB,quantile,0.01,2021-06-12,3 wk ahead inc case,forecast,7356,2021-05-24
GB,quantile,0.025,2021-06-12,3 wk ahead inc case,forecast,8203,2021-05-24
GB,quantile,0.05,2021-06-12,3 wk ahead inc case,forecast,8985,2021-05-24
GB,quantile,0.1,2021-06-12,3 wk ahead inc case,forecast,10028,2021-05-24
GB,quantile,0.15,2021-06-12,3 wk ahead inc case,forecast,10783,2021-05-24
GB,quantile,0.2,2021-06-12,3 wk ahead inc case,forecast,11473,2021-05-24
GB,quantile,0.25,2021-06-12,3 wk ahead inc case,forecast,12094,2021-05-24
GB,quantile,0.3,2021-06-12,3 wk ahead inc case,forecast,12673,2021-05-24
GB,quantile,0.35,2021-06-12,3 wk ahead inc case,forecast,13263,2021-05-24
GB,quantile,0.4,2021-06-12,3 wk ahead inc case,forecast,13844,2021-05-24
GB,quantile,0.45,2021-06-12,3 wk ahead inc case,forecast,14434,2021-05-24
GB,quantile,0.5,2021-06-12,3 wk ahead inc case,forecast,15031,2021-05-24
GB,quantile,0.55,2021-06-12,3 wk ahead inc case,forecast,15668,2021-05-24
GB,quantile,0.6,2021-06-12,3 wk ahead inc case,forecast,16334,2021-05-24
GB,quantile,0.65,2021-06-12,3 wk ahead inc case,forecast,17043,2021-05-24
GB,quantile,0.7,2021-06-12,3 wk ahead inc case,forecast,17839,2021-05-24
GB,quantile,0.75,2021-06-12,3 wk ahead inc case,forecast,18753,2021-05-24
GB,quantile,0.8,2021-06-12,3 wk ahead inc case,forecast,19839,2021-05-24
GB,quantile,0.85,2021-06-12,3 wk ahead inc case,forecast,21212,2021-05-24
GB,quantile,0.9,2021-06-12,3 wk ahead inc case,forecast,22997,2021-05-24
GB,quantile,0.95,2021-06-12,3 wk ahead inc case,forecast,26126,2021-05-24
GB,quantile,0.975,2021-06-12,3 wk ahead inc case,forecast,29189,2021-05-24
GB,quantile,0.99,2021-06-12,3 wk ahead inc case,forecast,33610,2021-05-24
