location,type,quantile,target_end_date,forecast_date,target,scenario_id,value
FR,quantile,0.01,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,149299
FR,quantile,0.025,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,156524
FR,quantile,0.05,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,163018
FR,quantile,0.1,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,170840
FR,quantile,0.15,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,176328
FR,quantile,0.2,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,180816
FR,quantile,0.25,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,184756
FR,quantile,0.3,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,188368
FR,quantile,0.35,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,191778
FR,quantile,0.4,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,195071
FR,quantile,0.45,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,198311
FR,quantile,0.5,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,201552
FR,quantile,0.55,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,204846
FR,quantile,0.6,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,208248
FR,quantile,0.65,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,211823
FR,quantile,0.7,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,215658
FR,quantile,0.75,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,219874
FR,quantile,0.8,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,224666
FR,quantile,0.85,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,230384
FR,quantile,0.9,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,237785
FR,quantile,0.95,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,249194
FR,quantile,0.975,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,259533
FR,quantile,0.99,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,272093
FR,quantile,0.01,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,127539
FR,quantile,0.025,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,135934
FR,quantile,0.05,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,143596
FR,quantile,0.1,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,152966
FR,quantile,0.15,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,159631
FR,quantile,0.2,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,165135
FR,quantile,0.25,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,170008
FR,quantile,0.3,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,174506
FR,quantile,0.35,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,178781
FR,quantile,0.4,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,182934
FR,quantile,0.45,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,187044
FR,quantile,0.5,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,191178
FR,quantile,0.55,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,195404
FR,quantile,0.6,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,199794
FR,quantile,0.65,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,204435
FR,quantile,0.7,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,209443
FR,quantile,0.75,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,214985
FR,quantile,0.8,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,221329
FR,quantile,0.85,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,228960
FR,quantile,0.9,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,238936
FR,quantile,0.95,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,254528
FR,quantile,0.975,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,268873
FR,quantile,0.99,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,286572
FR,quantile,0.01,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,118619
FR,quantile,0.025,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,127450
FR,quantile,0.05,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,135570
FR,quantile,0.1,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,145576
FR,quantile,0.15,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,152740
FR,quantile,0.2,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,158685
FR,quantile,0.25,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,163969
FR,quantile,0.3,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,168865
FR,quantile,0.35,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,173531
FR,quantile,0.4,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,178078
FR,quantile,0.45,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,182591
FR,quantile,0.5,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,187144
FR,quantile,0.55,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,191811
FR,quantile,0.6,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,196672
FR,quantile,0.65,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,201825
FR,quantile,0.7,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,207403
FR,quantile,0.75,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,213594
FR,quantile,0.8,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,220707
FR,quantile,0.85,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,229297
FR,quantile,0.9,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,240583
FR,quantile,0.95,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,258338
FR,quantile,0.975,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,274797
FR,quantile,0.99,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,295256
FR,quantile,0.01,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,102461
FR,quantile,0.025,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,111879
FR,quantile,0.05,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,120668
FR,quantile,0.1,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,131662
FR,quantile,0.15,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,139640
FR,quantile,0.2,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,146324
FR,quantile,0.25,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,152312
FR,quantile,0.3,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,157899
FR,quantile,0.35,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,163258
FR,quantile,0.4,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,168512
FR,quantile,0.45,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,173756
FR,quantile,0.5,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,179076
FR,quantile,0.55,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,184559
FR,quantile,0.6,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,190302
FR,quantile,0.65,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,196426
FR,quantile,0.7,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,203093
FR,quantile,0.75,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,210542
FR,quantile,0.8,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,219159
FR,quantile,0.85,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,229649
FR,quantile,0.9,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,243565
FR,quantile,0.95,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,265755
FR,quantile,0.975,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,286633
FR,quantile,0.99,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,312978
FR,quantile,0.01,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1613
FR,quantile,0.025,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1674
FR,quantile,0.05,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1728
FR,quantile,0.1,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1792
FR,quantile,0.15,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1837
FR,quantile,0.2,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1874
FR,quantile,0.25,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1906
FR,quantile,0.3,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1935
FR,quantile,0.35,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1962
FR,quantile,0.4,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,1989
FR,quantile,0.45,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2014
FR,quantile,0.5,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2040
FR,quantile,0.55,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2066
FR,quantile,0.6,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2093
FR,quantile,0.65,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2121
FR,quantile,0.7,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2151
FR,quantile,0.75,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2184
FR,quantile,0.8,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2221
FR,quantile,0.85,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2265
FR,quantile,0.9,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2322
FR,quantile,0.95,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2409
FR,quantile,0.975,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2487
FR,quantile,0.99,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,2580
FR,quantile,0.01,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1512
FR,quantile,0.025,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1576
FR,quantile,0.05,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1633
FR,quantile,0.1,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1701
FR,quantile,0.15,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1749
FR,quantile,0.2,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1788
FR,quantile,0.25,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1822
FR,quantile,0.3,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1853
FR,quantile,0.35,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1883
FR,quantile,0.4,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1911
FR,quantile,0.45,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1939
FR,quantile,0.5,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1966
FR,quantile,0.55,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,1995
FR,quantile,0.6,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2024
FR,quantile,0.65,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2054
FR,quantile,0.7,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2087
FR,quantile,0.75,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2122
FR,quantile,0.8,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2163
FR,quantile,0.85,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2211
FR,quantile,0.9,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2273
FR,quantile,0.95,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2368
FR,quantile,0.975,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2454
FR,quantile,0.99,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,2558
FR,quantile,0.01,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1314
FR,quantile,0.025,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1384
FR,quantile,0.05,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1447
FR,quantile,0.1,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1523
FR,quantile,0.15,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1576
FR,quantile,0.2,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1620
FR,quantile,0.25,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1659
FR,quantile,0.3,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1694
FR,quantile,0.35,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1728
FR,quantile,0.4,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1760
FR,quantile,0.45,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1792
FR,quantile,0.5,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1824
FR,quantile,0.55,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1857
FR,quantile,0.6,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1890
FR,quantile,0.65,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1926
FR,quantile,0.7,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,1964
FR,quantile,0.75,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2006
FR,quantile,0.8,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2054
FR,quantile,0.85,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2111
FR,quantile,0.9,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2185
FR,quantile,0.95,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2300
FR,quantile,0.975,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2405
FR,quantile,0.99,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,2532
FR,quantile,0.01,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1048
FR,quantile,0.025,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1124
FR,quantile,0.05,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1194
FR,quantile,0.1,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1280
FR,quantile,0.15,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1342
FR,quantile,0.2,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1393
FR,quantile,0.25,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1439
FR,quantile,0.3,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1481
FR,quantile,0.35,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1521
FR,quantile,0.4,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1560
FR,quantile,0.45,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1599
FR,quantile,0.5,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1638
FR,quantile,0.55,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1678
FR,quantile,0.6,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1719
FR,quantile,0.65,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1763
FR,quantile,0.7,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1811
FR,quantile,0.75,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1864
FR,quantile,0.8,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1925
FR,quantile,0.85,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,1998
FR,quantile,0.9,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,2094
FR,quantile,0.95,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,2246
FR,quantile,0.975,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,2386
FR,quantile,0.99,2021-05-22,2021-04-26,4 wk ahead inc death,forecast,2560
ES,quantile,0.01,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,45184
ES,quantile,0.025,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,47806
ES,quantile,0.05,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,50183
ES,quantile,0.1,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,53071
ES,quantile,0.15,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,55113
ES,quantile,0.2,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,56791
ES,quantile,0.25,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,58272
ES,quantile,0.3,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,59634
ES,quantile,0.35,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,60925
ES,quantile,0.4,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,62176
ES,quantile,0.45,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,63411
ES,quantile,0.5,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,64650
ES,quantile,0.55,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,65913
ES,quantile,0.6,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,67222
ES,quantile,0.65,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,68603
ES,quantile,0.7,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,70088
ES,quantile,0.75,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,71727
ES,quantile,0.8,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,73597
ES,quantile,0.85,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,75838
ES,quantile,0.9,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,78756
ES,quantile,0.95,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,83287
ES,quantile,0.975,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,87429
ES,quantile,0.99,2021-05-01,2021-04-26,1 wk ahead inc case,forecast,92504
ES,quantile,0.01,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,44616
ES,quantile,0.025,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,47675
ES,quantile,0.05,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,50473
ES,quantile,0.1,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,53904
ES,quantile,0.15,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,56349
ES,quantile,0.2,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,58372
ES,quantile,0.25,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,60165
ES,quantile,0.3,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,61821
ES,quantile,0.35,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,63397
ES,quantile,0.4,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,64930
ES,quantile,0.45,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,66448
ES,quantile,0.5,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,67977
ES,quantile,0.55,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,69541
ES,quantile,0.6,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,71166
ES,quantile,0.65,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,72887
ES,quantile,0.7,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,74745
ES,quantile,0.75,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,76803
ES,quantile,0.8,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,79162
ES,quantile,0.85,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,82003
ES,quantile,0.9,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,85723
ES,quantile,0.95,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,91550
ES,quantile,0.975,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,96923
ES,quantile,0.99,2021-05-08,2021-04-26,2 wk ahead inc case,forecast,103569
ES,quantile,0.01,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,42916
ES,quantile,0.025,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,46348
ES,quantile,0.05,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,49519
ES,quantile,0.1,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,53444
ES,quantile,0.15,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,56268
ES,quantile,0.2,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,58617
ES,quantile,0.25,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,60711
ES,quantile,0.3,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,62655
ES,quantile,0.35,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,64512
ES,quantile,0.4,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,66325
ES,quantile,0.45,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,68127
ES,quantile,0.5,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,69949
ES,quantile,0.55,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,71820
ES,quantile,0.6,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,73771
ES,quantile,0.65,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,75845
ES,quantile,0.7,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,78092
ES,quantile,0.75,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,80593
ES,quantile,0.8,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,83472
ES,quantile,0.85,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,86957
ES,quantile,0.9,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,91551
ES,quantile,0.95,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,98809
ES,quantile,0.975,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,105569
ES,quantile,0.99,2021-05-15,2021-04-26,3 wk ahead inc case,forecast,114012
ES,quantile,0.01,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,40733
ES,quantile,0.025,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,44314
ES,quantile,0.05,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,47645
ES,quantile,0.1,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,51797
ES,quantile,0.15,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,54801
ES,quantile,0.2,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,57312
ES,quantile,0.25,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,59558
ES,quantile,0.3,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,61650
ES,quantile,0.35,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,63654
ES,quantile,0.4,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,65616
ES,quantile,0.45,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,67571
ES,quantile,0.5,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,69553
ES,quantile,0.55,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,71592
ES,quantile,0.6,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,73726
ES,quantile,0.65,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,75998
ES,quantile,0.7,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,78469
ES,quantile,0.75,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,81225
ES,quantile,0.8,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,84408
ES,quantile,0.85,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,88276
ES,quantile,0.9,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,93396
ES,quantile,0.95,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,101535
ES,quantile,0.975,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,109167
ES,quantile,0.99,2021-05-22,2021-04-26,4 wk ahead inc case,forecast,118765
ES,quantile,0.01,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,430
ES,quantile,0.025,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,454
ES,quantile,0.05,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,475
ES,quantile,0.1,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,501
ES,quantile,0.15,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,519
ES,quantile,0.2,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,534
ES,quantile,0.25,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,547
ES,quantile,0.3,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,559
ES,quantile,0.35,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,571
ES,quantile,0.4,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,582
ES,quantile,0.45,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,593
ES,quantile,0.5,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,604
ES,quantile,0.55,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,615
ES,quantile,0.6,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,627
ES,quantile,0.65,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,639
ES,quantile,0.7,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,652
ES,quantile,0.75,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,666
ES,quantile,0.8,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,683
ES,quantile,0.85,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,703
ES,quantile,0.9,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,728
ES,quantile,0.95,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,768
ES,quantile,0.975,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,804
ES,quantile,0.99,2021-05-01,2021-04-26,1 wk ahead inc death,forecast,848
ES,quantile,0.01,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,406
ES,quantile,0.025,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,431
ES,quantile,0.05,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,453
ES,quantile,0.1,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,481
ES,quantile,0.15,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,500
ES,quantile,0.2,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,516
ES,quantile,0.25,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,530
ES,quantile,0.3,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,544
ES,quantile,0.35,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,556
ES,quantile,0.4,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,568
ES,quantile,0.45,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,580
ES,quantile,0.5,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,592
ES,quantile,0.55,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,604
ES,quantile,0.6,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,616
ES,quantile,0.65,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,630
ES,quantile,0.7,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,644
ES,quantile,0.75,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,660
ES,quantile,0.8,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,678
ES,quantile,0.85,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,700
ES,quantile,0.9,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,728
ES,quantile,0.95,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,772
ES,quantile,0.975,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,813
ES,quantile,0.99,2021-05-08,2021-04-26,2 wk ahead inc death,forecast,863
ES,quantile,0.01,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,390
ES,quantile,0.025,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,415
ES,quantile,0.05,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,438
ES,quantile,0.1,2021-05-15,2021-04-26,3 wk ahead inc death,forecast,466
