location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-08-21,1 wk ahead inc case,forecast,159578,2021-08-16
GB,quantile,0.025,2021-08-21,1 wk ahead inc case,forecast,166866,2021-08-16
GB,quantile,0.05,2021-08-21,1 wk ahead inc case,forecast,173409,2021-08-16
GB,quantile,0.1,2021-08-21,1 wk ahead inc case,forecast,180689,2021-08-16
GB,quantile,0.15,2021-08-21,1 wk ahead inc case,forecast,184943,2021-08-16
GB,quantile,0.2,2021-08-21,1 wk ahead inc case,forecast,188531,2021-08-16
GB,quantile,0.25,2021-08-21,1 wk ahead inc case,forecast,192633,2021-08-16
GB,quantile,0.3,2021-08-21,1 wk ahead inc case,forecast,196401,2021-08-16
GB,quantile,0.35,2021-08-21,1 wk ahead inc case,forecast,199551,2021-08-16
GB,quantile,0.4,2021-08-21,1 wk ahead inc case,forecast,201358,2021-08-16
GB,quantile,0.45,2021-08-21,1 wk ahead inc case,forecast,202904,2021-08-16
GB,quantile,0.5,2021-08-21,1 wk ahead inc case,forecast,206820,2021-08-16
GB,quantile,0.55,2021-08-21,1 wk ahead inc case,forecast,210440,2021-08-16
GB,quantile,0.6,2021-08-21,1 wk ahead inc case,forecast,213835,2021-08-16
GB,quantile,0.65,2021-08-21,1 wk ahead inc case,forecast,216378,2021-08-16
GB,quantile,0.7,2021-08-21,1 wk ahead inc case,forecast,221549,2021-08-16
GB,quantile,0.75,2021-08-21,1 wk ahead inc case,forecast,226356,2021-08-16
GB,quantile,0.8,2021-08-21,1 wk ahead inc case,forecast,231738,2021-08-16
GB,quantile,0.85,2021-08-21,1 wk ahead inc case,forecast,238203,2021-08-16
GB,quantile,0.9,2021-08-21,1 wk ahead inc case,forecast,246643,2021-08-16
GB,quantile,0.95,2021-08-21,1 wk ahead inc case,forecast,259853,2021-08-16
GB,quantile,0.975,2021-08-21,1 wk ahead inc case,forecast,272053,2021-08-16
GB,quantile,0.99,2021-08-21,1 wk ahead inc case,forecast,284373,2021-08-16
GB,quantile,0.01,2021-08-28,2 wk ahead inc case,forecast,143384,2021-08-16
GB,quantile,0.025,2021-08-28,2 wk ahead inc case,forecast,153882,2021-08-16
GB,quantile,0.05,2021-08-28,2 wk ahead inc case,forecast,162868,2021-08-16
GB,quantile,0.1,2021-08-28,2 wk ahead inc case,forecast,172538,2021-08-16
GB,quantile,0.15,2021-08-28,2 wk ahead inc case,forecast,180342,2021-08-16
GB,quantile,0.2,2021-08-28,2 wk ahead inc case,forecast,185898,2021-08-16
GB,quantile,0.25,2021-08-28,2 wk ahead inc case,forecast,190931,2021-08-16
GB,quantile,0.3,2021-08-28,2 wk ahead inc case,forecast,194236,2021-08-16
GB,quantile,0.35,2021-08-28,2 wk ahead inc case,forecast,197030,2021-08-16
GB,quantile,0.4,2021-08-28,2 wk ahead inc case,forecast,200010,2021-08-16
GB,quantile,0.45,2021-08-28,2 wk ahead inc case,forecast,202606,2021-08-16
GB,quantile,0.5,2021-08-28,2 wk ahead inc case,forecast,209969,2021-08-16
GB,quantile,0.55,2021-08-28,2 wk ahead inc case,forecast,214545,2021-08-16
GB,quantile,0.6,2021-08-28,2 wk ahead inc case,forecast,220906,2021-08-16
GB,quantile,0.65,2021-08-28,2 wk ahead inc case,forecast,227719,2021-08-16
GB,quantile,0.7,2021-08-28,2 wk ahead inc case,forecast,234075,2021-08-16
GB,quantile,0.75,2021-08-28,2 wk ahead inc case,forecast,244076,2021-08-16
GB,quantile,0.8,2021-08-28,2 wk ahead inc case,forecast,256820,2021-08-16
GB,quantile,0.85,2021-08-28,2 wk ahead inc case,forecast,268114,2021-08-16
GB,quantile,0.9,2021-08-28,2 wk ahead inc case,forecast,278509,2021-08-16
GB,quantile,0.95,2021-08-28,2 wk ahead inc case,forecast,294611,2021-08-16
GB,quantile,0.975,2021-08-28,2 wk ahead inc case,forecast,310322,2021-08-16
GB,quantile,0.99,2021-08-28,2 wk ahead inc case,forecast,332842,2021-08-16
