location,type,quantile,target_end_date,forecast_date,target,scenario_id,value
BE,quantile,0.9,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,19021
BE,quantile,0.95,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,20380
BE,quantile,0.975,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,21637
BE,quantile,0.99,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,23197
BE,quantile,0.01,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,6869
BE,quantile,0.025,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,7594
BE,quantile,0.05,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,8279
BE,quantile,0.1,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,9146
BE,quantile,0.15,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,9781
BE,quantile,0.2,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,10317
BE,quantile,0.25,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,10801
BE,quantile,0.3,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,11254
BE,quantile,0.35,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,11691
BE,quantile,0.4,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,12122
BE,quantile,0.45,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,12554
BE,quantile,0.5,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,12993
BE,quantile,0.55,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,13448
BE,quantile,0.6,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,13927
BE,quantile,0.65,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,14440
BE,quantile,0.7,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,15001
BE,quantile,0.75,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,15631
BE,quantile,0.8,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,16363
BE,quantile,0.85,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,17260
BE,quantile,0.9,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,18460
BE,quantile,0.95,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,20392
BE,quantile,0.975,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,22231
BE,quantile,0.99,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,24578
BE,quantile,0.01,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,215
BE,quantile,0.025,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,222
BE,quantile,0.05,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,229
BE,quantile,0.1,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,236
BE,quantile,0.15,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,241
BE,quantile,0.2,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,245
BE,quantile,0.25,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,249
BE,quantile,0.3,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,252
BE,quantile,0.35,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,256
BE,quantile,0.4,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,259
BE,quantile,0.45,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,261
BE,quantile,0.5,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,264
BE,quantile,0.55,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,267
BE,quantile,0.6,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,270
BE,quantile,0.65,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,273
BE,quantile,0.7,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,277
BE,quantile,0.75,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,281
BE,quantile,0.8,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,285
BE,quantile,0.85,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,290
BE,quantile,0.9,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,296
BE,quantile,0.95,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,306
BE,quantile,0.975,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,314
BE,quantile,0.99,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,324
BE,quantile,0.01,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,194
BE,quantile,0.025,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,203
BE,quantile,0.05,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,210
BE,quantile,0.1,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,219
BE,quantile,0.15,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,226
BE,quantile,0.2,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,231
BE,quantile,0.25,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,235
BE,quantile,0.3,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,240
BE,quantile,0.35,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,244
BE,quantile,0.4,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,247
BE,quantile,0.45,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,251
BE,quantile,0.5,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,255
BE,quantile,0.55,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,259
BE,quantile,0.6,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,262
BE,quantile,0.65,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,267
BE,quantile,0.7,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,271
BE,quantile,0.75,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,276
BE,quantile,0.8,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,281
BE,quantile,0.85,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,288
BE,quantile,0.9,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,296
BE,quantile,0.95,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,309
BE,quantile,0.975,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,320
BE,quantile,0.99,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,334
BE,quantile,0.01,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,173
BE,quantile,0.025,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,183
BE,quantile,0.05,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,191
BE,quantile,0.1,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,201
BE,quantile,0.15,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,208
BE,quantile,0.2,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,214
BE,quantile,0.25,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,219
BE,quantile,0.3,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,224
BE,quantile,0.35,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,229
BE,quantile,0.4,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,233
BE,quantile,0.45,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,237
BE,quantile,0.5,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,242
BE,quantile,0.55,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,246
BE,quantile,0.6,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,250
BE,quantile,0.65,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,255
BE,quantile,0.7,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,260
BE,quantile,0.75,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,266
BE,quantile,0.8,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,272
BE,quantile,0.85,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,280
BE,quantile,0.9,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,290
BE,quantile,0.95,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,306
BE,quantile,0.975,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,320
BE,quantile,0.99,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,337
BE,quantile,0.01,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,133
BE,quantile,0.025,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,143
BE,quantile,0.05,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,153
BE,quantile,0.1,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,165
BE,quantile,0.15,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,174
BE,quantile,0.2,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,181
BE,quantile,0.25,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,188
BE,quantile,0.3,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,194
BE,quantile,0.35,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,200
BE,quantile,0.4,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,205
BE,quantile,0.45,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,211
BE,quantile,0.5,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,216
BE,quantile,0.55,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,222
BE,quantile,0.6,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,228
BE,quantile,0.65,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,235
BE,quantile,0.7,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,242
BE,quantile,0.75,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,249
BE,quantile,0.8,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,258
BE,quantile,0.85,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,269
BE,quantile,0.9,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,283
BE,quantile,0.95,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,306
BE,quantile,0.975,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,327
BE,quantile,0.99,2021-05-29,2021-05-03,4 wk ahead inc death,forecast,353
FR,quantile,0.01,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,82067
FR,quantile,0.025,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,89672
FR,quantile,0.05,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,96802
FR,quantile,0.1,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,105763
FR,quantile,0.15,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,112296
FR,quantile,0.2,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,117788
FR,quantile,0.25,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,122723
FR,quantile,0.3,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,127339
FR,quantile,0.35,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,131779
FR,quantile,0.4,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,136142
FR,quantile,0.45,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,140506
FR,quantile,0.5,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,144944
FR,quantile,0.55,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,149529
FR,quantile,0.6,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,154343
FR,quantile,0.65,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,159489
FR,quantile,0.7,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,165106
FR,quantile,0.75,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,171400
FR,quantile,0.8,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,178704
FR,quantile,0.85,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,187629
FR,quantile,0.9,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,199525
FR,quantile,0.95,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,218622
FR,quantile,0.975,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,236728
FR,quantile,0.99,2021-05-08,2021-05-03,1 wk ahead inc case,forecast,259760
FR,quantile,0.01,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,55377
FR,quantile,0.025,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,62317
FR,quantile,0.05,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,69010
FR,quantile,0.1,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,77665
FR,quantile,0.15,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,84138
FR,quantile,0.2,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,89682
FR,quantile,0.25,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,94742
FR,quantile,0.3,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,99539
FR,quantile,0.35,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,104210
FR,quantile,0.4,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,108853
FR,quantile,0.45,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,113552
FR,quantile,0.5,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,118381
FR,quantile,0.55,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,123426
FR,quantile,0.6,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,128781
FR,quantile,0.65,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,134570
FR,quantile,0.7,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,140965
FR,quantile,0.75,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,148222
FR,quantile,0.8,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,156762
FR,quantile,0.85,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,167366
FR,quantile,0.9,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,181777
FR,quantile,0.95,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,205551
FR,quantile,0.975,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,228785
FR,quantile,0.99,2021-05-15,2021-05-03,2 wk ahead inc case,forecast,259264
FR,quantile,0.01,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,37206
FR,quantile,0.025,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,43093
FR,quantile,0.05,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,48930
FR,quantile,0.1,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,56693
FR,quantile,0.15,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,62646
FR,quantile,0.2,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,67839
FR,quantile,0.25,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,72651
FR,quantile,0.3,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,77274
FR,quantile,0.35,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,81832
FR,quantile,0.4,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,86415
FR,quantile,0.45,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,91104
FR,quantile,0.5,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,95977
FR,quantile,0.55,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,101121
FR,quantile,0.6,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,106642
FR,quantile,0.65,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,112679
FR,quantile,0.7,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,119426
FR,quantile,0.75,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,127180
FR,quantile,0.8,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,136432
FR,quantile,0.85,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,148104
FR,quantile,0.9,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,164280
FR,quantile,0.95,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,191701
FR,quantile,0.975,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,219322
FR,quantile,0.99,2021-05-22,2021-05-03,3 wk ahead inc case,forecast,256690
FR,quantile,0.01,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,27495
FR,quantile,0.025,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,32527
FR,quantile,0.05,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,37630
FR,quantile,0.1,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,44573
FR,quantile,0.15,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,50008
FR,quantile,0.2,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,54824
FR,quantile,0.25,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,59344
FR,quantile,0.3,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,63736
FR,quantile,0.35,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,68112
FR,quantile,0.4,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,72556
FR,quantile,0.45,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,77147
FR,quantile,0.5,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,81963
FR,quantile,0.55,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,87096
FR,quantile,0.6,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,92659
FR,quantile,0.65,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,98802
FR,quantile,0.7,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,105739
FR,quantile,0.75,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,113802
FR,quantile,0.8,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,123545
FR,quantile,0.85,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,136015
FR,quantile,0.9,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,153604
FR,quantile,0.95,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,184181
FR,quantile,0.975,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,215856
FR,quantile,0.99,2021-05-29,2021-05-03,4 wk ahead inc case,forecast,259969
FR,quantile,0.01,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1111
FR,quantile,0.025,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1203
FR,quantile,0.05,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1289
FR,quantile,0.1,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1397
FR,quantile,0.15,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1475
FR,quantile,0.2,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1541
FR,quantile,0.25,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1600
FR,quantile,0.3,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1655
FR,quantile,0.35,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1708
FR,quantile,0.4,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1760
FR,quantile,0.45,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1811
FR,quantile,0.5,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1864
FR,quantile,0.55,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1918
FR,quantile,0.6,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,1975
FR,quantile,0.65,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2036
FR,quantile,0.7,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2103
FR,quantile,0.75,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2177
FR,quantile,0.8,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2264
FR,quantile,0.85,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2369
FR,quantile,0.9,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2509
FR,quantile,0.95,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2734
FR,quantile,0.975,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,2947
FR,quantile,0.99,2021-05-08,2021-05-03,1 wk ahead inc death,forecast,3217
FR,quantile,0.01,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,895
FR,quantile,0.025,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,989
FR,quantile,0.05,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1079
FR,quantile,0.1,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1195
FR,quantile,0.15,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1281
FR,quantile,0.2,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1355
FR,quantile,0.25,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1422
FR,quantile,0.3,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1485
FR,quantile,0.35,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1546
FR,quantile,0.4,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1607
FR,quantile,0.45,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1669
FR,quantile,0.5,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1732
FR,quantile,0.55,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1798
FR,quantile,0.6,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1868
FR,quantile,0.65,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,1944
FR,quantile,0.7,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,2027
FR,quantile,0.75,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,2122
FR,quantile,0.8,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,2233
FR,quantile,0.85,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,2371
FR,quantile,0.9,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,2558
FR,quantile,0.95,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,2866
FR,quantile,0.975,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,3167
FR,quantile,0.99,2021-05-15,2021-05-03,2 wk ahead inc death,forecast,3562
FR,quantile,0.01,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,718
FR,quantile,0.025,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,808
FR,quantile,0.05,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,896
FR,quantile,0.1,2021-05-22,2021-05-03,3 wk ahead inc death,forecast,1012
