location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-09-04,1 wk ahead inc case,forecast,213254,2021-08-30
GB,quantile,0.025,2021-09-04,1 wk ahead inc case,forecast,218447,2021-08-30
GB,quantile,0.05,2021-09-04,1 wk ahead inc case,forecast,223936,2021-08-30
GB,quantile,0.1,2021-09-04,1 wk ahead inc case,forecast,229228,2021-08-30
GB,quantile,0.15,2021-09-04,1 wk ahead inc case,forecast,233553,2021-08-30
GB,quantile,0.2,2021-09-04,1 wk ahead inc case,forecast,236691,2021-08-30
GB,quantile,0.25,2021-09-04,1 wk ahead inc case,forecast,239170,2021-08-30
GB,quantile,0.3,2021-09-04,1 wk ahead inc case,forecast,242126,2021-08-30
GB,quantile,0.35,2021-09-04,1 wk ahead inc case,forecast,244535,2021-08-30
GB,quantile,0.4,2021-09-04,1 wk ahead inc case,forecast,246571,2021-08-30
GB,quantile,0.45,2021-09-04,1 wk ahead inc case,forecast,248665,2021-08-30
GB,quantile,0.5,2021-09-04,1 wk ahead inc case,forecast,250588,2021-08-30
GB,quantile,0.55,2021-09-04,1 wk ahead inc case,forecast,252935,2021-08-30
GB,quantile,0.6,2021-09-04,1 wk ahead inc case,forecast,254717,2021-08-30
GB,quantile,0.65,2021-09-04,1 wk ahead inc case,forecast,257099,2021-08-30
GB,quantile,0.7,2021-09-04,1 wk ahead inc case,forecast,259614,2021-08-30
GB,quantile,0.75,2021-09-04,1 wk ahead inc case,forecast,262306,2021-08-30
GB,quantile,0.8,2021-09-04,1 wk ahead inc case,forecast,266025,2021-08-30
GB,quantile,0.85,2021-09-04,1 wk ahead inc case,forecast,269594,2021-08-30
GB,quantile,0.9,2021-09-04,1 wk ahead inc case,forecast,273809,2021-08-30
GB,quantile,0.95,2021-09-04,1 wk ahead inc case,forecast,280508,2021-08-30
GB,quantile,0.975,2021-09-04,1 wk ahead inc case,forecast,284892,2021-08-30
GB,quantile,0.99,2021-09-04,1 wk ahead inc case,forecast,289928,2021-08-30
GB,quantile,0.01,2021-09-11,2 wk ahead inc case,forecast,200559,2021-08-30
GB,quantile,0.025,2021-09-11,2 wk ahead inc case,forecast,209804,2021-08-30
GB,quantile,0.05,2021-09-11,2 wk ahead inc case,forecast,218095,2021-08-30
GB,quantile,0.1,2021-09-11,2 wk ahead inc case,forecast,228062,2021-08-30
GB,quantile,0.15,2021-09-11,2 wk ahead inc case,forecast,235043,2021-08-30
GB,quantile,0.2,2021-09-11,2 wk ahead inc case,forecast,240743,2021-08-30
GB,quantile,0.25,2021-09-11,2 wk ahead inc case,forecast,245743,2021-08-30
GB,quantile,0.3,2021-09-11,2 wk ahead inc case,forecast,250322,2021-08-30
GB,quantile,0.35,2021-09-11,2 wk ahead inc case,forecast,254641,2021-08-30
GB,quantile,0.4,2021-09-11,2 wk ahead inc case,forecast,258808,2021-08-30
GB,quantile,0.45,2021-09-11,2 wk ahead inc case,forecast,262905,2021-08-30
GB,quantile,0.5,2021-09-11,2 wk ahead inc case,forecast,267000,2021-08-30
GB,quantile,0.55,2021-09-11,2 wk ahead inc case,forecast,271159,2021-08-30
GB,quantile,0.6,2021-09-11,2 wk ahead inc case,forecast,275451,2021-08-30
GB,quantile,0.65,2021-09-11,2 wk ahead inc case,forecast,279959,2021-08-30
GB,quantile,0.7,2021-09-11,2 wk ahead inc case,forecast,284789,2021-08-30
GB,quantile,0.75,2021-09-11,2 wk ahead inc case,forecast,290096,2021-08-30
GB,quantile,0.8,2021-09-11,2 wk ahead inc case,forecast,296121,2021-08-30
GB,quantile,0.85,2021-09-11,2 wk ahead inc case,forecast,303302,2021-08-30
GB,quantile,0.9,2021-09-11,2 wk ahead inc case,forecast,312586,2021-08-30
GB,quantile,0.95,2021-09-11,2 wk ahead inc case,forecast,326381,2021-08-30
GB,quantile,0.975,2021-09-11,2 wk ahead inc case,forecast,336617,2021-08-30
GB,quantile,0.99,2021-09-11,2 wk ahead inc case,forecast,348923,2021-08-30
GB,quantile,0.01,2021-09-18,3 wk ahead inc case,forecast,190794,2021-08-30
GB,quantile,0.025,2021-09-18,3 wk ahead inc case,forecast,203578,2021-08-30
GB,quantile,0.05,2021-09-18,3 wk ahead inc case,forecast,215255,2021-08-30
GB,quantile,0.1,2021-09-18,3 wk ahead inc case,forecast,229551,2021-08-30
GB,quantile,0.15,2021-09-18,3 wk ahead inc case,forecast,239730,2021-08-30
GB,quantile,0.2,2021-09-18,3 wk ahead inc case,forecast,248140,2021-08-30
GB,quantile,0.25,2021-09-18,3 wk ahead inc case,forecast,255590,2021-08-30
GB,quantile,0.3,2021-09-18,3 wk ahead inc case,forecast,262471,2021-08-30
GB,quantile,0.35,2021-09-18,3 wk ahead inc case,forecast,269013,2021-08-30
GB,quantile,0.4,2021-09-18,3 wk ahead inc case,forecast,275371,2021-08-30
GB,quantile,0.45,2021-09-18,3 wk ahead inc case,forecast,281665,2021-08-30
GB,quantile,0.5,2021-09-18,3 wk ahead inc case,forecast,288000,2021-08-30
GB,quantile,0.55,2021-09-18,3 wk ahead inc case,forecast,294477,2021-08-30
GB,quantile,0.6,2021-09-18,3 wk ahead inc case,forecast,301209,2021-08-30
GB,quantile,0.65,2021-09-18,3 wk ahead inc case,forecast,308327,2021-08-30
GB,quantile,0.7,2021-09-18,3 wk ahead inc case,forecast,316012,2021-08-30
GB,quantile,0.75,2021-09-18,3 wk ahead inc case,forecast,324519,2021-08-30
GB,quantile,0.8,2021-09-18,3 wk ahead inc case,forecast,334263,2021-08-30
GB,quantile,0.85,2021-09-18,3 wk ahead inc case,forecast,345990,2021-08-30
GB,quantile,0.9,2021-09-18,3 wk ahead inc case,forecast,361331,2021-08-30
GB,quantile,0.95,2021-09-18,3 wk ahead inc case,forecast,383879,2021-08-30
GB,quantile,0.975,2021-09-18,3 wk ahead inc case,forecast,402332,2021-08-30
GB,quantile,0.99,2021-09-18,3 wk ahead inc case,forecast,424907,2021-08-30
GB,quantile,0.01,2021-09-25,4 wk ahead inc case,forecast,181547,2021-08-30
GB,quantile,0.025,2021-09-25,4 wk ahead inc case,forecast,197508,2021-08-30
GB,quantile,0.05,2021-09-25,4 wk ahead inc case,forecast,212354,2021-08-30
GB,quantile,0.1,2021-09-25,4 wk ahead inc case,forecast,230861,2021-08-30
GB,quantile,0.15,2021-09-25,4 wk ahead inc case,forecast,244250,2021-08-30
GB,quantile,0.2,2021-09-25,4 wk ahead inc case,forecast,255443,2021-08-30
GB,quantile,0.25,2021-09-25,4 wk ahead inc case,forecast,265453,2021-08-30
GB,quantile,0.3,2021-09-25,4 wk ahead inc case,forecast,274777,2021-08-30
GB,quantile,0.35,2021-09-25,4 wk ahead inc case,forecast,283709,2021-08-30
GB,quantile,0.4,2021-09-25,4 wk ahead inc case,forecast,292453,2021-08-30
GB,quantile,0.45,2021-09-25,4 wk ahead inc case,forecast,301169,2021-08-30
GB,quantile,0.5,2021-09-25,4 wk ahead inc case,forecast,310000,2021-08-30
GB,quantile,0.55,2021-09-25,4 wk ahead inc case,forecast,319090,2021-08-30
GB,quantile,0.6,2021-09-25,4 wk ahead inc case,forecast,328600,2021-08-30
GB,quantile,0.65,2021-09-25,4 wk ahead inc case,forecast,338728,2021-08-30
GB,quantile,0.7,2021-09-25,4 wk ahead inc case,forecast,349738,2021-08-30
GB,quantile,0.75,2021-09-25,4 wk ahead inc case,forecast,362022,2021-08-30
GB,quantile,0.8,2021-09-25,4 wk ahead inc case,forecast,376209,2021-08-30
GB,quantile,0.85,2021-09-25,4 wk ahead inc case,forecast,393449,2021-08-30
GB,quantile,0.9,2021-09-25,4 wk ahead inc case,forecast,416268,2021-08-30
GB,quantile,0.95,2021-09-25,4 wk ahead inc case,forecast,452546,2021-08-30
GB,quantile,0.975,2021-09-25,4 wk ahead inc case,forecast,486562,2021-08-30
GB,quantile,0.99,2021-09-25,4 wk ahead inc case,forecast,526855,2021-08-30
GB,quantile,0.01,2021-09-04,1 wk ahead inc death,forecast,731,2021-08-30
GB,quantile,0.025,2021-09-04,1 wk ahead inc death,forecast,755,2021-08-30
GB,quantile,0.05,2021-09-04,1 wk ahead inc death,forecast,776,2021-08-30
