location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-07-10,1 wk ahead inc case,forecast,168274,2021-07-05
GB,quantile,0.025,2021-07-10,1 wk ahead inc case,forecast,178494,2021-07-05
GB,quantile,0.05,2021-07-10,1 wk ahead inc case,forecast,184483,2021-07-05
GB,quantile,0.1,2021-07-10,1 wk ahead inc case,forecast,193131,2021-07-05
GB,quantile,0.15,2021-07-10,1 wk ahead inc case,forecast,201207,2021-07-05
GB,quantile,0.2,2021-07-10,1 wk ahead inc case,forecast,208959,2021-07-05
GB,quantile,0.25,2021-07-10,1 wk ahead inc case,forecast,216404,2021-07-05
GB,quantile,0.3,2021-07-10,1 wk ahead inc case,forecast,220627,2021-07-05
GB,quantile,0.35,2021-07-10,1 wk ahead inc case,forecast,226740,2021-07-05
GB,quantile,0.4,2021-07-10,1 wk ahead inc case,forecast,230285,2021-07-05
GB,quantile,0.45,2021-07-10,1 wk ahead inc case,forecast,234126,2021-07-05
GB,quantile,0.5,2021-07-10,1 wk ahead inc case,forecast,240000,2021-07-05
GB,quantile,0.55,2021-07-10,1 wk ahead inc case,forecast,243591,2021-07-05
GB,quantile,0.6,2021-07-10,1 wk ahead inc case,forecast,248870,2021-07-05
GB,quantile,0.65,2021-07-10,1 wk ahead inc case,forecast,255106,2021-07-05
GB,quantile,0.7,2021-07-10,1 wk ahead inc case,forecast,258648,2021-07-05
GB,quantile,0.75,2021-07-10,1 wk ahead inc case,forecast,262323,2021-07-05
GB,quantile,0.8,2021-07-10,1 wk ahead inc case,forecast,266476,2021-07-05
GB,quantile,0.85,2021-07-10,1 wk ahead inc case,forecast,271401,2021-07-05
GB,quantile,0.9,2021-07-10,1 wk ahead inc case,forecast,277727,2021-07-05
GB,quantile,0.95,2021-07-10,1 wk ahead inc case,forecast,287375,2021-07-05
GB,quantile,0.975,2021-07-10,1 wk ahead inc case,forecast,296015,2021-07-05
GB,quantile,0.99,2021-07-10,1 wk ahead inc case,forecast,306387,2021-07-05
GB,quantile,0.01,2021-07-17,2 wk ahead inc case,forecast,219788,2021-07-05
GB,quantile,0.025,2021-07-17,2 wk ahead inc case,forecast,239398,2021-07-05
GB,quantile,0.05,2021-07-17,2 wk ahead inc case,forecast,252852,2021-07-05
GB,quantile,0.1,2021-07-17,2 wk ahead inc case,forecast,270866,2021-07-05
GB,quantile,0.15,2021-07-17,2 wk ahead inc case,forecast,284481,2021-07-05
GB,quantile,0.2,2021-07-17,2 wk ahead inc case,forecast,295344,2021-07-05
GB,quantile,0.25,2021-07-17,2 wk ahead inc case,forecast,306428,2021-07-05
GB,quantile,0.3,2021-07-17,2 wk ahead inc case,forecast,318800,2021-07-05
GB,quantile,0.35,2021-07-17,2 wk ahead inc case,forecast,324860,2021-07-05
GB,quantile,0.4,2021-07-17,2 wk ahead inc case,forecast,332708,2021-07-05
GB,quantile,0.45,2021-07-17,2 wk ahead inc case,forecast,341313,2021-07-05
GB,quantile,0.5,2021-07-17,2 wk ahead inc case,forecast,350000,2021-07-05
GB,quantile,0.55,2021-07-17,2 wk ahead inc case,forecast,358908,2021-07-05
GB,quantile,0.6,2021-07-17,2 wk ahead inc case,forecast,368191,2021-07-05
GB,quantile,0.65,2021-07-17,2 wk ahead inc case,forecast,378039,2021-07-05
GB,quantile,0.7,2021-07-17,2 wk ahead inc case,forecast,388702,2021-07-05
GB,quantile,0.75,2021-07-17,2 wk ahead inc case,forecast,399930,2021-07-05
GB,quantile,0.8,2021-07-17,2 wk ahead inc case,forecast,409913,2021-07-05
GB,quantile,0.85,2021-07-17,2 wk ahead inc case,forecast,420791,2021-07-05
GB,quantile,0.9,2021-07-17,2 wk ahead inc case,forecast,434735,2021-07-05
GB,quantile,0.95,2021-07-17,2 wk ahead inc case,forecast,460219,2021-07-05
GB,quantile,0.975,2021-07-17,2 wk ahead inc case,forecast,485790,2021-07-05
GB,quantile,0.99,2021-07-17,2 wk ahead inc case,forecast,511963,2021-07-05
GB,quantile,0.01,2021-07-24,3 wk ahead inc case,forecast,277897,2021-07-05
GB,quantile,0.025,2021-07-24,3 wk ahead inc case,forecast,302558,2021-07-05
GB,quantile,0.05,2021-07-24,3 wk ahead inc case,forecast,317306,2021-07-05
GB,quantile,0.1,2021-07-24,3 wk ahead inc case,forecast,337248,2021-07-05
GB,quantile,0.15,2021-07-24,3 wk ahead inc case,forecast,350737,2021-07-05
GB,quantile,0.2,2021-07-24,3 wk ahead inc case,forecast,361842,2021-07-05
GB,quantile,0.25,2021-07-24,3 wk ahead inc case,forecast,371648,2021-07-05
GB,quantile,0.3,2021-07-24,3 wk ahead inc case,forecast,388816,2021-07-05
GB,quantile,0.35,2021-07-24,3 wk ahead inc case,forecast,411060,2021-07-05
