location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-08-28,1 wk ahead inc case,forecast,181488,2021-08-23
GB,quantile,0.025,2021-08-28,1 wk ahead inc case,forecast,189542,2021-08-23
GB,quantile,0.05,2021-08-28,1 wk ahead inc case,forecast,196762,2021-08-23
GB,quantile,0.1,2021-08-28,1 wk ahead inc case,forecast,205437,2021-08-23
GB,quantile,0.15,2021-08-28,1 wk ahead inc case,forecast,211510,2021-08-23
GB,quantile,0.2,2021-08-28,1 wk ahead inc case,forecast,216469,2021-08-23
GB,quantile,0.25,2021-08-28,1 wk ahead inc case,forecast,220817,2021-08-23
GB,quantile,0.3,2021-08-28,1 wk ahead inc case,forecast,224799,2021-08-23
GB,quantile,0.35,2021-08-28,1 wk ahead inc case,forecast,228554,2021-08-23
GB,quantile,0.4,2021-08-28,1 wk ahead inc case,forecast,232177,2021-08-23
GB,quantile,0.45,2021-08-28,1 wk ahead inc case,forecast,235338,2021-08-23
GB,quantile,0.5,2021-08-28,1 wk ahead inc case,forecast,237861,2021-08-23
GB,quantile,0.55,2021-08-28,1 wk ahead inc case,forecast,240411,2021-08-23
GB,quantile,0.6,2021-08-28,1 wk ahead inc case,forecast,243032,2021-08-23
GB,quantile,0.65,2021-08-28,1 wk ahead inc case,forecast,245771,2021-08-23
GB,quantile,0.7,2021-08-28,1 wk ahead inc case,forecast,248693,2021-08-23
GB,quantile,0.75,2021-08-28,1 wk ahead inc case,forecast,253169,2021-08-23
GB,quantile,0.8,2021-08-28,1 wk ahead inc case,forecast,258559,2021-08-23
GB,quantile,0.85,2021-08-28,1 wk ahead inc case,forecast,265061,2021-08-23
GB,quantile,0.9,2021-08-28,1 wk ahead inc case,forecast,274276,2021-08-23
GB,quantile,0.95,2021-08-28,1 wk ahead inc case,forecast,286608,2021-08-23
GB,quantile,0.975,2021-08-28,1 wk ahead inc case,forecast,297716,2021-08-23
GB,quantile,0.99,2021-08-28,1 wk ahead inc case,forecast,313393,2021-08-23
GB,quantile,0.01,2021-09-04,2 wk ahead inc case,forecast,161787,2021-08-23
GB,quantile,0.025,2021-09-04,2 wk ahead inc case,forecast,175217,2021-08-23
GB,quantile,0.05,2021-09-04,2 wk ahead inc case,forecast,187660,2021-08-23
GB,quantile,0.1,2021-09-04,2 wk ahead inc case,forecast,203112,2021-08-23
GB,quantile,0.15,2021-09-04,2 wk ahead inc case,forecast,214253,2021-08-23
GB,quantile,0.2,2021-09-04,2 wk ahead inc case,forecast,223104,2021-08-23
GB,quantile,0.25,2021-09-04,2 wk ahead inc case,forecast,229485,2021-08-23
GB,quantile,0.3,2021-09-04,2 wk ahead inc case,forecast,235392,2021-08-23
GB,quantile,0.35,2021-09-04,2 wk ahead inc case,forecast,241018,2021-08-23
GB,quantile,0.4,2021-09-04,2 wk ahead inc case,forecast,246497,2021-08-23
GB,quantile,0.45,2021-09-04,2 wk ahead inc case,forecast,251931,2021-08-23
GB,quantile,0.5,2021-09-04,2 wk ahead inc case,forecast,257411,2021-08-23
GB,quantile,0.55,2021-09-04,2 wk ahead inc case,forecast,263025,2021-08-23
GB,quantile,0.6,2021-09-04,2 wk ahead inc case,forecast,268870,2021-08-23
GB,quantile,0.65,2021-09-04,2 wk ahead inc case,forecast,275065,2021-08-23
GB,quantile,0.7,2021-09-04,2 wk ahead inc case,forecast,281768,2021-08-23
GB,quantile,0.75,2021-09-04,2 wk ahead inc case,forecast,289207,2021-08-23
GB,quantile,0.8,2021-09-04,2 wk ahead inc case,forecast,297750,2021-08-23
GB,quantile,0.85,2021-09-04,2 wk ahead inc case,forecast,308067,2021-08-23
GB,quantile,0.9,2021-09-04,2 wk ahead inc case,forecast,321619,2021-08-23
GB,quantile,0.95,2021-09-04,2 wk ahead inc case,forecast,343299,2021-08-23
GB,quantile,0.975,2021-09-04,2 wk ahead inc case,forecast,369882,2021-08-23
GB,quantile,0.99,2021-09-04,2 wk ahead inc case,forecast,400850,2021-08-23
GB,quantile,0.01,2021-09-11,3 wk ahead inc case,forecast,152536,2021-08-23
GB,quantile,0.025,2021-09-11,3 wk ahead inc case,forecast,170706,2021-08-23
GB,quantile,0.05,2021-09-11,3 wk ahead inc case,forecast,186903,2021-08-23
GB,quantile,0.1,2021-09-11,3 wk ahead inc case,forecast,203998,2021-08-23
GB,quantile,0.15,2021-09-11,3 wk ahead inc case,forecast,216579,2021-08-23
GB,quantile,0.2,2021-09-11,3 wk ahead inc case,forecast,227233,2021-08-23
GB,quantile,0.25,2021-09-11,3 wk ahead inc case,forecast,236868,2021-08-23
GB,quantile,0.3,2021-09-11,3 wk ahead inc case,forecast,245932,2021-08-23
GB,quantile,0.35,2021-09-11,3 wk ahead inc case,forecast,254696,2021-08-23
GB,quantile,0.4,2021-09-11,3 wk ahead inc case,forecast,263352,2021-08-23
GB,quantile,0.45,2021-09-11,3 wk ahead inc case,forecast,272056,2021-08-23
GB,quantile,0.5,2021-09-11,3 wk ahead inc case,forecast,280953,2021-08-23
GB,quantile,0.55,2021-09-11,3 wk ahead inc case,forecast,290190,2021-08-23
GB,quantile,0.6,2021-09-11,3 wk ahead inc case,forecast,299941,2021-08-23
GB,quantile,0.65,2021-09-11,3 wk ahead inc case,forecast,310422,2021-08-23
GB,quantile,0.7,2021-09-11,3 wk ahead inc case,forecast,321932,2021-08-23
GB,quantile,0.75,2021-09-11,3 wk ahead inc case,forecast,334912,2021-08-23
GB,quantile,0.8,2021-09-11,3 wk ahead inc case,forecast,350084,2021-08-23
GB,quantile,0.85,2021-09-11,3 wk ahead inc case,forecast,368782,2021-08-23
GB,quantile,0.9,2021-09-11,3 wk ahead inc case,forecast,393968,2021-08-23
GB,quantile,0.95,2021-09-11,3 wk ahead inc case,forecast,435020,2021-08-23
GB,quantile,0.975,2021-09-11,3 wk ahead inc case,forecast,474625,2021-08-23
GB,quantile,0.99,2021-09-11,3 wk ahead inc case,forecast,529032,2021-08-23
GB,quantile,0.01,2021-09-18,4 wk ahead inc case,forecast,155312,2021-08-23
GB,quantile,0.025,2021-09-18,4 wk ahead inc case,forecast,174222,2021-08-23
GB,quantile,0.05,2021-09-18,4 wk ahead inc case,forecast,190111,2021-08-23
GB,quantile,0.1,2021-09-18,4 wk ahead inc case,forecast,209110,2021-08-23
