location,type,quantile,target_end_date,target,scenario_id,value,forecast_date
GB,quantile,0.01,2021-06-26,1 wk ahead inc death,forecast,59,2021-06-28
GB,quantile,0.025,2021-06-26,1 wk ahead inc death,forecast,63,2021-06-28
GB,quantile,0.05,2021-06-26,1 wk ahead inc death,forecast,67,2021-06-28
GB,quantile,0.1,2021-06-26,1 wk ahead inc death,forecast,72,2021-06-28
GB,quantile,0.15,2021-06-26,1 wk ahead inc death,forecast,76,2021-06-28
GB,quantile,0.2,2021-06-26,1 wk ahead inc death,forecast,79,2021-06-28
GB,quantile,0.25,2021-06-26,1 wk ahead inc death,forecast,81,2021-06-28
GB,quantile,0.3,2021-06-26,1 wk ahead inc death,forecast,84,2021-06-28
GB,quantile,0.35,2021-06-26,1 wk ahead inc death,forecast,86,2021-06-28
GB,quantile,0.4,2021-06-26,1 wk ahead inc death,forecast,89,2021-06-28
GB,quantile,0.45,2021-06-26,1 wk ahead inc death,forecast,91,2021-06-28
GB,quantile,0.5,2021-06-26,1 wk ahead inc death,forecast,93,2021-06-28
GB,quantile,0.55,2021-06-26,1 wk ahead inc death,forecast,96,2021-06-28
GB,quantile,0.6,2021-06-26,1 wk ahead inc death,forecast,98,2021-06-28
GB,quantile,0.65,2021-06-26,1 wk ahead inc death,forecast,101,2021-06-28
GB,quantile,0.7,2021-06-26,1 wk ahead inc death,forecast,103,2021-06-28
GB,quantile,0.75,2021-06-26,1 wk ahead inc death,forecast,106,2021-06-28
GB,quantile,0.8,2021-06-26,1 wk ahead inc death,forecast,110,2021-06-28
GB,quantile,0.85,2021-06-26,1 wk ahead inc death,forecast,115,2021-06-28
GB,quantile,0.9,2021-06-26,1 wk ahead inc death,forecast,120,2021-06-28
GB,quantile,0.95,2021-06-26,1 wk ahead inc death,forecast,128,2021-06-28
GB,quantile,0.975,2021-06-26,1 wk ahead inc death,forecast,135,2021-06-28
GB,quantile,0.99,2021-06-26,1 wk ahead inc death,forecast,144,2021-06-28
GB,quantile,0.01,2021-07-03,2 wk ahead inc death,forecast,59,2021-06-28
GB,quantile,0.025,2021-07-03,2 wk ahead inc death,forecast,63,2021-06-28
GB,quantile,0.05,2021-07-03,2 wk ahead inc death,forecast,66,2021-06-28
GB,quantile,0.1,2021-07-03,2 wk ahead inc death,forecast,74,2021-06-28
GB,quantile,0.15,2021-07-03,2 wk ahead inc death,forecast,80,2021-06-28
GB,quantile,0.2,2021-07-03,2 wk ahead inc death,forecast,85,2021-06-28
GB,quantile,0.25,2021-07-03,2 wk ahead inc death,forecast,89,2021-06-28
GB,quantile,0.3,2021-07-03,2 wk ahead inc death,forecast,93,2021-06-28
GB,quantile,0.35,2021-07-03,2 wk ahead inc death,forecast,97,2021-06-28
GB,quantile,0.4,2021-07-03,2 wk ahead inc death,forecast,101,2021-06-28
GB,quantile,0.45,2021-07-03,2 wk ahead inc death,forecast,105,2021-06-28
GB,quantile,0.5,2021-07-03,2 wk ahead inc death,forecast,109,2021-06-28
GB,quantile,0.55,2021-07-03,2 wk ahead inc death,forecast,113,2021-06-28
GB,quantile,0.6,2021-07-03,2 wk ahead inc death,forecast,117,2021-06-28
GB,quantile,0.65,2021-07-03,2 wk ahead inc death,forecast,122,2021-06-28
GB,quantile,0.7,2021-07-03,2 wk ahead inc death,forecast,127,2021-06-28
GB,quantile,0.75,2021-07-03,2 wk ahead inc death,forecast,133,2021-06-28
GB,quantile,0.8,2021-07-03,2 wk ahead inc death,forecast,140,2021-06-28
GB,quantile,0.85,2021-07-03,2 wk ahead inc death,forecast,148,2021-06-28
GB,quantile,0.9,2021-07-03,2 wk ahead inc death,forecast,156,2021-06-28
GB,quantile,0.95,2021-07-03,2 wk ahead inc death,forecast,171,2021-06-28
GB,quantile,0.975,2021-07-03,2 wk ahead inc death,forecast,195,2021-06-28
GB,quantile,0.99,2021-07-03,2 wk ahead inc death,forecast,213,2021-06-28
GB,quantile,0.01,2021-07-10,3 wk ahead inc death,forecast,59,2021-06-28
GB,quantile,0.025,2021-07-10,3 wk ahead inc death,forecast,63,2021-06-28
GB,quantile,0.05,2021-07-10,3 wk ahead inc death,forecast,67,2021-06-28
GB,quantile,0.1,2021-07-10,3 wk ahead inc death,forecast,73,2021-06-28
GB,quantile,0.15,2021-07-10,3 wk ahead inc death,forecast,81,2021-06-28
GB,quantile,0.2,2021-07-10,3 wk ahead inc death,forecast,88,2021-06-28
GB,quantile,0.25,2021-07-10,3 wk ahead inc death,forecast,94,2021-06-28
GB,quantile,0.3,2021-07-10,3 wk ahead inc death,forecast,99,2021-06-28
GB,quantile,0.35,2021-07-10,3 wk ahead inc death,forecast,105,2021-06-28
GB,quantile,0.4,2021-07-10,3 wk ahead inc death,forecast,111,2021-06-28
GB,quantile,0.45,2021-07-10,3 wk ahead inc death,forecast,117,2021-06-28
GB,quantile,0.5,2021-07-10,3 wk ahead inc death,forecast,123,2021-06-28
GB,quantile,0.55,2021-07-10,3 wk ahead inc death,forecast,129,2021-06-28
GB,quantile,0.6,2021-07-10,3 wk ahead inc death,forecast,136,2021-06-28
GB,quantile,0.65,2021-07-10,3 wk ahead inc death,forecast,143,2021-06-28
GB,quantile,0.7,2021-07-10,3 wk ahead inc death,forecast,151,2021-06-28
GB,quantile,0.75,2021-07-10,3 wk ahead inc death,forecast,161,2021-06-28
GB,quantile,0.8,2021-07-10,3 wk ahead inc death,forecast,172,2021-06-28
GB,quantile,0.85,2021-07-10,3 wk ahead inc death,forecast,183,2021-06-28
GB,quantile,0.9,2021-07-10,3 wk ahead inc death,forecast,198,2021-06-28
GB,quantile,0.95,2021-07-10,3 wk ahead inc death,forecast,222,2021-06-28
GB,quantile,0.975,2021-07-10,3 wk ahead inc death,forecast,246,2021-06-28
GB,quantile,0.99,2021-07-10,3 wk ahead inc death,forecast,276,2021-06-28
GB,quantile,0.01,2021-07-17,4 wk ahead inc death,forecast,56,2021-06-28
GB,quantile,0.025,2021-07-17,4 wk ahead inc death,forecast,62,2021-06-28
GB,quantile,0.05,2021-07-17,4 wk ahead inc death,forecast,66,2021-06-28
GB,quantile,0.1,2021-07-17,4 wk ahead inc death,forecast,79,2021-06-28
GB,quantile,0.15,2021-07-17,4 wk ahead inc death,forecast,90,2021-06-28
GB,quantile,0.2,2021-07-17,4 wk ahead inc death,forecast,99,2021-06-28
GB,quantile,0.25,2021-07-17,4 wk ahead inc death,forecast,108,2021-06-28
GB,quantile,0.3,2021-07-17,4 wk ahead inc death,forecast,116,2021-06-28
GB,quantile,0.35,2021-07-17,4 wk ahead inc death,forecast,122,2021-06-28
GB,quantile,0.4,2021-07-17,4 wk ahead inc death,forecast,129,2021-06-28
GB,quantile,0.45,2021-07-17,4 wk ahead inc death,forecast,136,2021-06-28
GB,quantile,0.5,2021-07-17,4 wk ahead inc death,forecast,143,2021-06-28
GB,quantile,0.55,2021-07-17,4 wk ahead inc death,forecast,150,2021-06-28
GB,quantile,0.6,2021-07-17,4 wk ahead inc death,forecast,158,2021-06-28
GB,quantile,0.65,2021-07-17,4 wk ahead inc death,forecast,166,2021-06-28
GB,quantile,0.7,2021-07-17,4 wk ahead inc death,forecast,176,2021-06-28
GB,quantile,0.75,2021-07-17,4 wk ahead inc death,forecast,187,2021-06-28
GB,quantile,0.8,2021-07-17,4 wk ahead inc death,forecast,200,2021-06-28
GB,quantile,0.85,2021-07-17,4 wk ahead inc death,forecast,216,2021-06-28
GB,quantile,0.9,2021-07-17,4 wk ahead inc death,forecast,238,2021-06-28
GB,quantile,0.95,2021-07-17,4 wk ahead inc death,forecast,275,2021-06-28
GB,quantile,0.975,2021-07-17,4 wk ahead inc death,forecast,312,2021-06-28
GB,quantile,0.99,2021-07-17,4 wk ahead inc death,forecast,362,2021-06-28
GB,quantile,0.01,2021-06-26,1 wk ahead inc case,forecast,66167,2021-06-28
GB,quantile,0.025,2021-06-26,1 wk ahead inc case,forecast,69015,2021-06-28
GB,quantile,0.05,2021-06-26,1 wk ahead inc case,forecast,71562,2021-06-28
GB,quantile,0.1,2021-06-26,1 wk ahead inc case,forecast,74615,2021-06-28
GB,quantile,0.15,2021-06-26,1 wk ahead inc case,forecast,76748,2021-06-28
GB,quantile,0.2,2021-06-26,1 wk ahead inc case,forecast,78487,2021-06-28
GB,quantile,0.25,2021-06-26,1 wk ahead inc case,forecast,80010,2021-06-28
