forecast_date,target,target_end_date,location,type,quantile,value,scenario_id
2022-11-07,1 wk ahead inc case,2022-11-12,PL,point,NA,2506,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.01,1360,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.025,1532,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.05,1692,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.1,1866,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.15,1996,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.2,2093,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.25,2176,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.3,2246,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.35,2321,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.4,2385,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.45,2446,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.5,2504,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.55,2563,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.6,2631,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.65,2702,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.7,2768,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.75,2843,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.8,2925,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.85,3023,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.9,3152,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.95,3346,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.975,3498,forecast
2022-11-07,1 wk ahead inc case,2022-11-12,PL,quantile,0.99,3668,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,point,NA,1941,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.01,594,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.025,802,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.05,979,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.1,1188,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.15,1327,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.2,1440,forecast
2022-11-07,2 wk ahead inc case,2022-11-19,PL,quantile,0.25,1544,forecast
