"forecast_date","target","target_end_date","location","type","quantile","value","scenario_id"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","point",NA,77437,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.01,55318,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.025,59334,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.05,61849,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.1,65395,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.15,67667,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.2,69486,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.25,71076,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.3,72551,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.35,73900,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.4,75077,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.45,76284,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.5,77401,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.55,78570,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.6,79772,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.65,80951,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.7,82259,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.75,83676,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.8,85255,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.85,87062,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.9,89316,"forecast"
"2021-11-01","1 wk ahead inc case","2021-11-06","PL","quantile",0.95,93010,"forecast"
